id,A01_neg.A01,A02_neg.A02,A03_neg.A03,A04_neg.A04,A05_neg.A05,A06_neg.A06,A07_neg.A07,A08_neg.A08,A09_neg.A09,A10_neg.A10,A13_neg.A13,A14_neg.A14,A15_neg.A15,A16_neg.A16,A17_neg.A17,A18_neg.A18,Mean A,B01_neg.B01,B02_neg.B02,B03_neg.B03,B04_neg.B04,B05_neg.B05,B06_neg.B06,B07_neg.B07,B08_neg.B08,B09_neg.B09,B10_neg.B10,B13_neg.B13,B14_neg.B14,B15_neg.B15,B16_neg.B16,B17_neg.B17,B18_neg.B18,Mean B,C01_neg.C01,C02_neg.C02,C03_neg.C03,C04_neg.C04,C05_neg.C05,C06_neg.C06,C07_neg.C07,C08_neg.C08,C09_neg.C09,C10_neg.C10,C11_neg.C11,C12_neg.C12,C13_neg.C13,C14_neg.C14,C15_neg.C15,C16_neg.C16,C17_neg.C17,C18_neg.C18,Mean C,D01_neg.D01,D02_neg.D02,D03_neg.D03,D04_neg.D04,D05_neg.D05,D06_neg.D06,D07_neg.D07,D08_neg.D08,D09_neg.D09,D10_neg.D10,D11_neg.D11,D12_neg.D12,D13_neg.D13,D14_neg.D14,D15_neg.D15,D16_neg.D16,D17_neg.D17,D18_neg.D18,Mean D,QC01_neg.QC01,QC010_neg.QC010,QC02_neg.QC02,QC03_neg.QC03,QC04_neg.QC04,QC05_neg.QC05,QC06_neg.QC06,QC07_neg.QC07,QC08_neg.QC08,QC09_neg.QC09,Mean QC
4064,0.166478705,0.181430302,0.200206397,0.206786888,0.173111405,0.177718084,0.222925456,0.135465245,0.285452577,0.185073587,0.184267282,0.172864042,0.144028153,0.146017276,0.127978454,0.222902285,0.183294134,0.203367877,0.216029767,0.139745298,0.198613842,0.160564564,0.165443968,0.144449138,0.161326892,0.193083248,0.158014183,0.230746168,0.182816898,0.127733266,0.170708373,0.141116124,0.224659034,0.176151165,0.177988147,0.16928271,0.13992343,0.19577486,0.198768157,0.148486883,0.211208232,0.15240852,0.181787937,0.130788917,0.164357145,0.186887778,0.176335387,0.157941494,0.156071586,0.184896276,0.195815462,0.223503825,0.175123708,0.20987917,0.193782553,0.172924831,0.283586317,0.150923207,0.12845299,0.147658517,0.122493491,0.188052045,0.176030655,0.148136626,0.165198872,0.201271269,0.128923615,0.189587809,0.172208357,0.18224709,0.180253488,0.174533939,0.238041027,0.240412112,0.276461661,0.24812317,0.236411376,0.228120855,0.239251329,0.254953926,0.234850995,0.245737558,0.244236401
4072,0.037973058,0.026072807,0.028153981,0.028210234,0.03191774,0.029174527,0.026908487,0.021569338,0.027923565,0.022724026,0.023283233,0.022781411,0.025371234,0.024599671,0.022650383,0.03250372,0.026988588,0.052259449,0.055054875,0.017068802,0.034483469,0.027572909,0.041769027,0.028750717,0.04622516,0.031241466,0.022818139,0.033263028,0.023154254,0.013843275,0.030933723,0.024869964,0.055600488,0.033681797,0.055883152,0.044369469,0.041809462,0.052718536,0.049150286,0.041211719,0.046434181,0.026691554,0.031212586,0.018573758,0.04367348,0.033563515,0.031724883,0.033837293,0.026034345,0.037362198,0.059211436,0.061003445,0.040803628,0.053802825,0.019567543,0.026386004,0.039098522,0.024808461,0.031079272,0.02436335,0.021603732,0.028749485,0.018585685,0.024287201,0.021224072,0.040345171,0.022678233,0.023998587,0.017066924,0.036603089,0.02297547,0.027623535,0.027616903,0.037153643,0.038802276,0.040604866,0.039907751,0.029518132,0.031864325,0.036204775,0.039975496,0.034694442,0.035634261
4074,2.437620241,1.824092671,2.005725139,2.853926595,1.930221571,1.488282747,1.662187034,1.908835948,1.818183937,1.728661053,2.023756208,1.974639283,1.49231761,1.628389369,1.608943933,2.124673354,1.906903543,3.538710806,2.893984644,0.710887623,2.889496868,1.298174813,2.770564466,1.01768525,2.799040093,1.798928032,1.655951498,1.668658265,2.091045446,0.968165909,1.764643509,1.504602632,2.640784908,2.000707798,4.127443172,3.209283424,1.262899956,4.105398889,2.262341018,2.373181603,1.837787548,1.321356635,1.650046705,1.672765183,2.524578237,1.562083581,1.455957979,2.576161362,1.982352454,1.878894593,3.932385762,3.145110488,2.38222381,3.959693136,1.208149074,1.443898258,3.610298544,1.617904546,2.223244677,1.554502382,1.547865043,2.77995131,1.928691672,2.232410821,1.296466966,1.966683434,1.848463075,2.639181536,1.416047808,2.447874072,1.650657195,2.076221308,1.59535251,1.857384885,1.998636116,1.964427103,2.049971548,1.780025054,1.650254371,1.982403168,1.96609534,1.814044874,1.865859497
4075,0.261227543,0.167167287,0.193869453,0.324360284,0.147043086,0.199147745,0.210148949,0.14916217,0.192806351,0.124738327,0.069514175,0.102029926,0.126967088,0.126983989,0.134178177,0.257355654,0.174168763,0.334573127,0.231133506,0.156171973,0.373044745,0.129526491,0.293259358,0.189798052,0.226642845,0.166686488,0.097061845,0.172816722,0.224909057,0.094813066,0.190549641,0.152567704,0.341012342,0.210910435,0.311106748,0.148923187,0.121335417,0.308193262,0.170190049,0.165203705,0.212067611,0.109093986,0.119681915,0.107490558,0.2045651,0.164285461,0.127624948,0.109497521,0.100704245,0.189447066,0.167120439,0.278694525,0.173068097,0.333004068,0.111316721,0.282414841,0.262676888,0.110185891,0.19175637,0.18136027,0.154074572,0.187009942,0.121820103,0.211178224,0.165603592,0.166061773,0.196759293,0.184701174,0.104394414,0.239651975,0.241411647,0.191410098,0.097357284,0.124641712,0.126341895,0.11202172,0.118625632,0.102163552,0.119642206,0.137203441,0.126341305,0.125481013,0.118981976
4080,0.393338561,0.422295657,0.333831439,0.495648653,0.421712536,0.523229692,0.349670705,0.321847076,0.668031337,0.554372933,0.373673097,0.529800413,0.336415936,0.463755323,0.444577141,0.652503951,0.455294028,0.68110046,0.655206564,0.384649671,0.588817079,0.395762502,0.628414536,0.414349529,0.363712211,0.692932827,0.487844137,0.493816222,0.471999837,0.369770451,0.529925947,0.40494289,0.654292458,0.513596083,0.617659111,0.520946149,0.435111041,0.506504807,0.576212237,0.646222564,0.704138505,0.365502223,0.395479054,0.473048917,0.810592176,0.500946092,0.549491677,0.561112219,0.489367907,0.65879566,0.638107527,0.694519812,0.563542093,0.646157614,0.35765528,0.41967393,0.464252687,0.336727972,0.552913184,0.385132363,0.33258062,0.590707747,0.452542144,0.710651091,0.295061362,0.498818878,0.644111145,0.470190776,0.551818187,0.640619622,0.445551013,0.488620312,0.48483267,0.520050523,0.511659448,0.529351247,0.510409211,0.407307508,0.476225187,0.485020347,0.502828607,0.531688066,0.495937281
4084,0.312987538,0.245041801,0.206152525,0.318612403,0.330227399,0.315052887,0.29603593,0.241837973,0.38365175,0.212162193,0.21098152,0.266115746,0.217962896,0.296313046,0.230810551,0.367836149,0.278236394,0.445689402,0.419100117,0.201012412,0.404363921,0.2274229,0.285430302,0.286936054,0.251391289,0.243946114,0.258919718,0.251872017,0.207938839,0.146560523,0.281421721,0.256661297,0.455659384,0.289020376,0.430885346,0.31046257,0.161279395,0.367248881,0.33436012,0.406086482,0.384012083,0.24055461,0.140192901,0.190887156,0.364965019,0.251035461,0.322991544,0.203545284,0.301673784,0.271534948,0.474710582,0.426573364,0.310166641,0.376744974,0.237774985,0.302697763,0.336718338,0.210248542,0.282782685,0.239345636,0.189585787,0.244092554,0.293995838,0.298487087,0.208729685,0.338865174,0.265999032,0.311132626,0.216471721,0.39379877,0.300761875,0.280457393,0.385469461,0.410606641,0.427542624,0.330375649,0.375087765,0.217524583,0.319920958,0.397120808,0.371679928,0.41432949,0.364965791
4107,0.431633682,0.525472922,0.164913826,0.693605862,0.463285082,0.496797323,0.797844098,0.711578794,0.460079948,0.317536222,0.359018522,0.402246013,0.377735217,0.278276952,0.525520578,0.564217342,0.473110149,0.59682794,0.62240621,0.296860618,0.495862966,0.339328786,0.489286853,0.422251418,0.757382061,0.459975526,0.145446395,0.197102251,0.375253898,0.096062278,0.488561394,0.576957725,0.550060146,0.431851654,0.733339901,0.564842082,0.06845665,0.419483532,0.467264813,0.287863752,0.517471691,0.381495214,0.070585445,0.254450556,0.647560403,0.426025535,0.213874339,0.305691367,0.30972414,0.149707417,0.606033523,0.312399133,0.374237194,0.675792639,0.382909195,0.506154334,0.547054101,0.50094359,0.400880424,0.682559034,0.641590199,0.538374561,0.420500848,0.488223806,0.397837131,0.571907916,0.390461929,0.528932797,0.346651879,0.823152992,0.580138793,0.523559232,0.352302468,0.347547637,0.436004861,0.358213978,0.328972925,0.205099823,0.367126767,0.340680602,0.327053514,0.327688566,0.339069114
4109,1.254484515,0.908027126,1.000903984,1.304738969,1.093540437,1.173786049,1.21713011,0.912998248,1.084264005,0.875826746,1.461940969,0.871026807,0.925924467,0.961713878,0.928106328,1.28149812,1.078494422,1.470807136,1.461978154,0.860020915,1.561228105,0.891442598,1.369779761,1.393558286,1.486874657,1.06137583,0.736079367,1.301508038,0.910725106,0.851127354,1.174743326,1.095522461,1.868236878,1.218437998,1.663801724,1.659073617,1.217811756,1.810109819,1.490325518,1.329499903,1.772391049,1.143678246,0.945441089,0.845368351,1.921198781,1.429754679,1.544060973,0.993733822,1.26969748,1.447013298,1.608161216,1.665457089,1.430921023,1.616390191,0.899620356,0.981482912,1.458938007,0.900853807,0.970753616,1.20040299,0.852472447,1.251448116,0.933421834,1.353536834,0.867482457,1.527348803,0.85092024,1.196823395,0.985788115,1.130541845,1.286303892,1.125807214,1.324638769,1.226858508,1.282623206,1.188212606,1.22478442,1.405381315,1.186162789,1.253074892,1.175523502,1.274176168,1.254143617
4110,0.164178567,0.130847128,0.12042113,0.16153288,0.1600455,0.165270459,0.170038682,0.095073906,0.155782103,0.108136579,0.169988244,0.090542268,0.096101553,0.124121005,0.114621001,0.170983809,0.137355301,0.217928416,0.212842252,0.130331202,0.183471814,0.196332498,0.199369815,0.196835801,0.16103284,0.121278805,0.110867258,0.196983411,0.124863027,0.124130143,0.198017443,0.175134197,0.204004017,0.172088934,0.214889661,0.225075943,0.186540829,0.251966927,0.275639352,0.224286667,0.260746377,0.1448652,0.13684155,0.132652635,0.199949743,0.245743463,0.194866331,0.221750615,0.176981287,0.218172298,0.229887699,0.251714402,0.210698388,0.195332461,0.112237365,0.110460144,0.160627373,0.128763569,0.139781043,0.169341133,0.098381645,0.126346276,0.107031576,0.120611713,0.111243113,0.147874774,0.093285404,0.149715188,0.123807675,0.15141007,0.149861914,0.133117358,0.155245637,0.179047233,0.19735629,0.150494142,0.187918695,0.160885997,0.146777951,0.165140376,0.154329285,0.163822146,0.166101775
4119,0.116081055,0.137014785,0.125646895,0.09722363,0.140789618,0.101222413,0.074589086,0.086388807,0.120204731,0.093018415,0.132203966,0.115398968,0.13186743,0.120873109,0.096580408,0.135807661,0.114056936,0.087936727,0.112511297,0.077659449,0.128334561,0.055522654,0.059595336,0.03687057,0.072977516,0.077306298,0.075485738,0.117623674,0.0784669,0.036795754,0.079145215,0.081817612,0.143339431,0.082586796,0.033926577,0.029884813,0.064159837,0.077500155,0.036050937,0.058406485,0.021731325,0.021634792,0.024227062,0.03531777,0.052145664,0.025505627,0.055425651,0.051760266,0.044736742,0.011619676,0.032574735,0.083218209,0.042212573,0.157304037,0.115572812,0.175064081,0.101646215,0.07464143,0.080687413,0.139337031,0.106968239,0.150288306,0.075858122,0.127771971,0.07485381,0.189160917,0.077366157,0.129314825,0.107416574,0.174494191,0.149394811,0.122618941,0.089155675,0.087846481,0.104451309,0.102899317,0.10476032,0.133951805,0.090924173,0.093519703,0.086223169,0.092393033,0.098612498
4120,2.341942676,2.958461076,1.920148685,3.209694214,1.581885311,1.790102943,1.762228935,1.300810904,4.070019302,1.786693785,3.044335742,1.948617685,1.559663051,2.058856503,2.303237382,1.861141028,2.218614951,2.872832921,12.77474813,2.029533004,4.724140095,2.886513429,2.458351852,1.619891987,4.133198227,2.293206248,1.650136046,4.896342368,4.401370544,2.027763718,3.684983433,4.036676569,2.454548881,3.684014841,3.16724161,10.84819146,3.281575363,8.982637741,4.134650931,3.351914041,4.858696707,2.813045163,4.451474225,2.247376668,3.288950985,5.043385053,3.257467714,2.831538095,3.458903645,5.204924678,7.833779113,2.999677058,4.558635014,1.820870571,3.145289258,1.994397509,2.741122045,1.809401104,1.836682388,1.748860745,1.846482447,1.321175423,1.095900089,1.836552122,2.34860581,2.475068638,1.675920753,1.406748623,1.281077636,1.953694207,1.615626511,1.886304215,1.850721816,2.381884488,2.361861042,2.119504939,2.332608315,2.100784569,2.130654519,2.266095179,2.259689726,2.376429055,2.218023365
4142,0.159609337,0.1261835,0.151185246,0.19578794,0.167406607,0.145186784,0.187277616,0.122745575,0.085174874,0.078131565,0.090233897,0.094299594,0.073158487,0.093910838,0.108846279,0.106242732,0.124086304,0.196249037,0.155436445,0.078298077,0.235936729,0.102496086,0.1350788,0.084205692,0.110462669,0.079604819,0.039447744,0.089474377,0.072350937,0.051031246,0.085766925,0.118816882,0.162470151,0.112320414,0.152545749,0.1540568,0.071645198,0.297967688,0.152511405,0.111681201,0.108430654,0.112253189,0.060724568,0.089506423,0.079368607,0.118831903,0.080082033,0.042005253,0.048444796,0.041093427,0.099653961,0.15102949,0.109546242,0.162486336,0.124241244,0.134741093,0.255966699,0.100274346,0.11515108,0.172974917,0.122659922,0.111993656,0.084800438,0.115872031,0.092888435,0.141408853,0.062805397,0.129982867,0.095032638,0.234100936,0.079295087,0.129815332,0.114283582,0.130927524,0.128971446,0.124808919,0.110234737,0.121714575,0.145138455,0.132173496,0.128513591,0.127967988,0.126473431
4158,0.045265961,0.050969799,0.057358327,0.056195779,0.053617106,0.04363336,0.052519112,0.036884006,0.084051276,0.046913427,0.051066912,0.048326271,0.033615022,0.040343055,0.03878456,0.047426395,0.049185648,0.064818939,0.063328681,0.038292543,0.058718696,0.04031697,0.050813254,0.03875652,0.048586854,0.048190471,0.039397006,0.050449208,0.048716712,0.033120394,0.047156016,0.042669765,0.048819645,0.04763448,0.061978484,0.052355867,0.048229857,0.067730668,0.058682378,0.045623164,0.068459912,0.045530955,0.050783917,0.043044204,0.054605663,0.053963519,0.047578125,0.049045403,0.044062709,0.049897546,0.065382256,0.056207731,0.05350902,0.049941827,0.042497852,0.052505414,0.073344922,0.040072979,0.032779217,0.038452961,0.036279542,0.043253506,0.046028588,0.040889941,0.042276242,0.053482854,0.039863373,0.038151983,0.042003131,0.048458932,0.042375458,0.044592151,0.061090869,0.057994794,0.06898794,0.060763909,0.061404635,0.057726986,0.055501543,0.061227592,0.05941921,0.059159888,0.060327736
4163,2.685417453,1.315153414,1.645013526,2.195187935,2.57934081,1.884951722,1.991625102,1.425977974,2.01362769,0.903706487,1.98574494,0.952298471,0.935401498,0.92523745,1.519318245,2.360679722,1.707417652,4.389021457,2.156174947,0.961381423,2.608720216,1.454341991,2.035105916,1.53798948,2.053241824,2.796673618,0.585448178,1.729582506,0.858682517,0.713393093,1.255930252,1.447215836,3.588460377,1.885710227,4.636978801,1.750624099,1.375491163,2.797242932,3.234083289,2.192065832,2.423882877,1.482162685,2.129348423,0.81034197,2.086016929,2.041436529,2.086340977,0.925542079,1.189008417,1.203372786,4.411219198,3.476183458,2.236185691,3.795292899,1.114280718,1.650312043,2.716720702,1.388840772,1.518586965,1.875941094,1.391432103,3.272862954,0.912741708,1.143279739,1.126874583,2.965150776,0.932189872,1.24102419,0.802758798,2.306974314,2.011955884,1.787067784,1.94821208,1.947638944,2.119805756,2.091012676,2.009084158,1.852246993,1.964822826,2.046623325,1.997144881,1.957900553,1.993449219
4168,0.222956255,0.215534462,0.222936809,0.2286352,0.222769111,0.228732264,0.24834375,0.154038756,0.326349931,0.20153427,0.169931144,0.204478548,0.173087228,0.142902057,0.180921968,0.226968737,0.210632531,0.237543967,0.276605451,0.181754812,0.190720408,0.151678273,0.160343003,0.13749705,0.158378015,0.18076603,0.134447477,0.190879159,0.149828121,0.127901443,0.167685622,0.147857346,0.189101006,0.173936699,0.14347568,0.14014586,0.11348113,0.15208105,0.19009874,0.174811272,0.15014163,0.149101453,0.132558804,0.123806635,0.115516173,0.131955269,0.131083564,0.123728766,0.111144768,0.118455126,0.134959662,0.132367019,0.137161811,0.261439743,0.203476296,0.21300252,0.2677583,0.171173514,0.187136762,0.22367178,0.169623694,0.208273283,0.155025467,0.17549811,0.156648464,0.249614746,0.158660194,0.252471576,0.194671701,0.26108909,0.172277918,0.204528509,0.168671914,0.189799214,0.1807553,0.186462949,0.171330849,0.156590319,0.197585484,0.193572637,0.203150759,0.201221651,0.184914108
4169,0.042035149,0.036712995,0.031615255,0.035933326,0.031143906,0.041964779,0.036903373,0.03109098,0.057809569,0.027678328,0.028120879,0.037148297,0.025699413,0.028861773,0.028646915,0.035911317,0.034829766,0.046306752,0.042323258,0.035069993,0.039534099,0.031919763,0.037090629,0.035931667,0.036775088,0.037130223,0.023205269,0.039108422,0.033163936,0.027376024,0.035209812,0.034322829,0.044630712,0.036193655,0.053270023,0.048853611,0.043788889,0.055755753,0.05276177,0.043815425,0.046894073,0.040690376,0.033120869,0.033274269,0.043737516,0.041957226,0.039619863,0.033232464,0.039464116,0.043486755,0.06385766,0.056171598,0.045208459,0.04881705,0.038205575,0.036216465,0.042258331,0.030450808,0.031420105,0.036458936,0.02735855,0.045672556,0.03094457,0.044481228,0.031324745,0.044766448,0.037662673,0.034760244,0.029362613,0.048382579,0.04173068,0.037793009,0.043006289,0.046110306,0.047540576,0.043139736,0.045825261,0.036204297,0.043895062,0.044781879,0.047865755,0.049885333,0.044825449
4174,0.393834975,0.119140039,0.403111392,0.338217225,1.361517831,0.30078965,0.251027109,0.762855295,0.212576416,0.304927684,0.406917761,0.364280012,0.265557043,0.241568479,0.195596648,0.183576828,0.381593399,0.429872045,0.124513922,0.233968432,0.329034948,0.894156781,0.297853904,0.161346916,0.319742029,0.158173403,0.301797282,0.22497029,0.369364105,0.103809317,0.104792294,0.106396371,0.225905704,0.274106109,0.267121676,0.112641551,0.255524308,0.232382996,0.237870479,0.25014421,0.192816928,0.204380752,0.170373126,0.178751893,0.343368296,0.265682099,0.147734763,0.364011194,0.134761974,0.094587534,0.100634475,0.183045739,0.207546333,0.43596552,0.177797852,0.838029543,0.895588065,0.368376849,0.229467524,0.199040921,0.361471991,0.465955212,0.376403988,0.336973416,0.690298489,0.628776764,0.378239314,0.233322187,0.225622928,0.322808448,0.208673526,0.409600697,0.421459225,0.292798215,0.306275939,0.296196221,0.298742884,0.304479688,0.287008562,0.33142538,0.284698578,0.333364673,0.315644936
4184,0.052020157,0.027640957,0.040817607,0.041833077,0.029840438,0.034123346,0.053621918,0.028394106,0.043757006,0.026778609,0.018404111,0.036013398,0.026550357,0.028700267,0.043010691,0.042376489,0.035867658,0.280540158,0.14270158,0.097341462,0.15359733,0.11071098,0.139752081,0.173405899,0.163843273,0.122318444,0.054755326,0.07237268,0.095672903,0.083369061,0.159182405,0.127417048,0.233135927,0.138132285,0.268832165,0.129096322,0.201670902,0.247777975,0.207163233,0.12264653,0.294392825,0.154811013,0.158135282,0.157318604,0.176734926,0.293996013,0.13270815,0.156426063,0.20828327,0.192976593,0.233529588,0.227388143,0.197993755,0.037320991,0.017623463,0.042163594,0.017801901,0.023045373,0.02880943,0.046744272,0.033290178,0.043193845,0.039748979,0.025434743,0.032319883,0.029614958,0.040028074,0.034679163,0.02906215,0.060242839,0.027540456,0.033814683,0.068370775,0.117817708,0.104430666,0.097122277,0.104475123,0.115594691,0.126212084,0.110859335,0.125516109,0.125105683,0.109550445
4192,0.38600009,0.319744273,0.427311086,0.380058623,0.377994842,0.181002813,0.493441944,0.242949035,0.107553496,0.09077708,0.194071871,0.205364309,0.36314003,0.204279623,0.240943426,0.237438864,0.278254463,0.340683552,0.454982582,0.321891416,0.314482581,0.158290191,0.166171872,0.243433987,0.28972842,0.500754011,0.132142158,0.114446042,0.137370881,0.077170692,0.240852799,0.120736501,0.178883322,0.237001313,0.35397966,0.191672237,0.212049358,0.291195264,0.333724051,0.176005349,0.365000943,0.072433846,0.05460057,0.089627458,0.197220237,0.287302892,0.137290673,0.03676206,0.050353167,0.063464076,0.181441294,0.208619821,0.18348572,0.327502559,0.318783628,0.408882271,0.342980191,0.242793956,0.236310097,0.373540405,0.281203595,0.627539387,0.260289133,0.22595168,0.312571508,0.249083277,0.191690758,0.440343762,0.295214291,0.197263458,0.173571342,0.305861961,0.190452683,0.289554731,0.283068405,0.261709774,0.23780981,0.229021119,0.299784336,0.26465637,0.265067509,0.287874115,0.260899885
4197,0.062246649,0.063334436,0.059572308,0.068031675,0.062739674,0.050749151,0.053022899,0.055537975,0.1205461,0.067511975,0.076678137,0.072217658,0.038969644,0.060077654,0.05300082,0.089934295,0.065885691,0.086112368,0.092016495,0.041516841,0.169830048,0.065539778,0.065764773,0.053333251,0.071166572,0.078839813,0.043916381,0.086759939,0.072102227,0.040792127,0.078425674,0.096777444,0.107659268,0.078159562,0.231418929,0.080446429,0.060511246,0.081118243,0.08269057,0.069166948,0.085515388,0.078822439,0.069708082,0.053107179,0.193582801,0.09124929,0.071939687,0.068148955,0.078991308,0.085912288,0.236786022,0.167786607,0.104827912,0.067655212,0.05952763,0.058390371,0.074560968,0.049198329,0.055883384,0.045961542,0.062304638,0.075816487,0.119546987,0.065929471,0.045002025,0.078690216,0.06090879,0.062905238,0.040938361,0.081442808,0.107485161,0.067341534,0.078533344,0.116344142,0.09068085,0.075363845,0.086312868,0.069156944,0.065514618,0.078530493,0.078420881,0.087394775,0.082625276
4203,13.36296595,5.828974068,3.235506534,1.224126999,0.697485408,4.164374581,8.748407293,1.473495282,19.88872555,17.13788251,2.522506589,0.865007565,8.443629292,0.36250535,21.27954232,9.522689789,7.422364067,12.50263042,9.052840039,3.630227403,0.972799264,1.454386888,4.947813489,7.884931162,1.641374413,9.97132828,12.69399099,2.186127606,1.164076744,13.6192872,0.852899476,17.39012962,14.99288407,7.184857941,18.69409695,3.778442479,6.342896097,0.733053089,1.201612613,4.600987455,2.955324155,4.654946683,9.166024494,18.51125931,1.331322677,0.728350383,0.64223745,0.978452221,25.1153027,1.773017741,35.5567409,11.75519237,8.251069987,14.87564337,4.382218407,4.042598942,0.888644481,0.669037789,5.332294443,6.712058182,7.014269397,5.371699322,7.082582284,2.004707997,0.686916507,1.230879776,1.35290483,7.944343058,0.317308242,24.38548523,6.261172291,5.586375809,3.859974443,5.078315375,4.771548149,4.554377114,4.934014038,4.537639071,4.65856488,4.717434219,4.953350882,4.766720046,4.683193822
4208,0.337929024,0.297295784,0.296297736,0.323016251,0.382560725,0.270631576,0.479109881,0.304864563,0.573575436,0.426790521,0.459650837,0.498113462,0.284192841,0.535752663,0.316848611,0.436114751,0.388921541,0.373203282,0.423237739,0.308346004,0.437667109,0.38641075,0.497747354,0.434368316,0.415398361,0.415183117,0.408470684,0.487773546,0.655940305,0.28036398,0.607932187,0.410862857,0.560543175,0.443965548,0.668081836,0.472267152,0.408592736,0.440150856,0.576629426,0.488207244,0.763109255,0.34942653,0.476449874,0.522965159,0.531169616,0.602310403,0.622492157,0.787694683,0.460183557,0.820791774,0.824742428,0.620733629,0.579777684,0.339785744,0.290931693,0.411686423,0.284322852,0.343880185,0.357178031,0.372028741,0.374894946,0.37870656,0.432410746,0.357476695,0.346501886,0.589794895,0.614529071,0.55753617,0.60034618,0.383314623,0.42858847,0.414661884,0.500457715,0.455769243,0.548535402,0.486917391,0.506577736,0.489864485,0.501183279,0.50615161,0.461633049,0.462270747,0.491936066
4221,0.012068039,0.029066875,0.087460652,0.012741136,0.009972008,0.011881951,0.017104243,0.017637045,0.027923863,0.007092869,0.012902102,0.23714893,0.016968764,0.026675304,0.016630753,0.215541728,0.047426016,0.016471463,0.045423326,0.075453752,0.007205604,0.011815671,0.044265966,0.012575822,0.024301376,0.138960889,0.020655844,0.007804203,0.162358258,0.013298304,0.243314814,0.008560526,0.010596493,0.052691394,0.016868266,0.018009007,0.043888733,0.005361718,0.003124879,0.016251432,0.033406906,0.013663275,0.049622268,0.020137892,0.237955088,0.039669514,0.008956249,0.227215315,0.017356783,0.177288974,0.010541491,0.021790322,0.053394895,0.012168482,0.017557457,0.072337532,0.00787768,0.013645792,0.018337151,0.016441426,0.012654237,0.078139548,0.026272284,0.205907435,0.134345143,0.023707264,0.193696045,0.029082724,0.037112815,0.013646052,0.180924537,0.060769645,0.058248925,0.048741344,0.055223612,0.05328043,0.050291396,0.053045044,0.054637787,0.047970803,0.049547364,0.055274519,0.052626122
4233,1.965558179,1.622818136,2.242835852,1.940547349,2.000841043,1.814233043,1.930200908,2.013353774,3.329811192,1.180078938,2.132949009,1.695419097,1.945121529,1.708473186,1.878209313,1.738927677,1.946211139,1.682227701,1.969429761,2.026680275,2.343409498,1.129910965,2.519332931,2.510846724,2.160756587,1.682182827,1.919865882,1.50380546,2.192186552,1.692664545,1.55213361,1.853236711,2.061035099,1.92498157,2.113649393,1.913457629,1.72618064,2.168298136,1.815337346,1.718616818,2.687863192,1.379092732,1.509377322,1.686628955,2.329140459,2.053932241,1.46659019,1.58713912,1.877737679,1.198365305,1.871237201,1.718708134,1.823408472,1.781110234,1.683199759,2.058037761,2.478063822,1.789634793,1.523257395,1.8765502,2.095069201,1.858906041,2.088589554,1.718745792,1.82944595,2.029489089,2.050522,2.052641588,1.956550333,1.658782268,2.184634245,1.928512779,1.856255647,1.522290782,2.180463089,1.794975016,2.003382112,1.923392166,1.673593158,1.688251006,1.727028264,1.551380925,1.792101217
4238,15.83363529,27.27737582,45.25791142,34.36425008,50.59866964,30.69173472,42.91330065,29.69454436,122.2185191,52.56631463,44.37123458,27.99076032,27.02879254,115.2042483,54.24575273,14.6865147,45.93397243,36.9362588,50.51407139,43.76705006,68.51840631,101.41498,13.44361486,43.99693593,7.434529724,43.51644649,46.76897236,53.42411992,58.45924288,45.89159953,118.9636014,14.95919307,11.00553209,47.43840968,4.632198125,8.660394321,7.76943642,13.3180179,8.475888777,13.76429938,9.052170914,9.665335442,11.92039735,8.663250571,8.283333024,11.24587947,4.55958097,7.34806871,7.340555929,8.890665175,6.080664027,2.888347954,8.475471359,37.80559887,46.27100837,39.50779002,29.86783763,56.21378007,19.49546369,56.66101375,38.66282178,42.97805298,39.2296267,126.7941311,72.15540015,26.95570265,25.8731143,33.6904647,120.7617553,51.11941519,15.99897256,48.89121944,16.59579289,40.77709308,18.65448696,22.9992968,19.69578199,21.92171147,21.31039602,24.03013721,26.35512057,24.14566811,23.64854851
4243,20.13777528,32.31063036,11.36994841,4.759430595,21.14124641,3.42464087,10.82896907,26.17191476,13.46923724,36.19972546,24.96844977,25.29950619,7.984779843,31.11812869,19.17033828,1.680968032,18.12723058,14.59460737,18.17301222,4.431411367,2.561371529,10.53975791,1.418032123,9.652235494,22.67933073,7.525603289,8.352249956,17.49331129,13.26918485,8.58675508,20.47318213,0.386240781,1.418544675,10.09717692,5.632612902,7.774393875,4.289372162,2.418722991,3.419595549,3.98459207,9.724158068,3.289438223,4.981006096,3.054039741,3.565726553,3.209671037,4.19526919,7.122697993,3.213978492,11.59783687,4.037250593,1.82355184,4.851884124,20.25995709,14.34828989,3.906133286,4.47483275,15.26670564,1.968539147,11.30941226,19.65150781,14.59484449,28.5789312,3.481791665,7.812800099,27.16420521,18.49956174,14.95604031,50.07127161,38.36351835,2.025631598,16.48522079,5.126176729,8.809212517,5.1643221,5.672126823,6.649483823,7.893608376,7.408819364,8.502295561,8.496380428,8.471026551,7.219345227
