name,QC01,B17,D10,A13,D18,B14,C07,B06,B04,QC02,D08,C11,C15,B08,A08,D05,D13,A09,QC03,D03,D12,A15,B10,C14,C02,A01,B18,QC04,C12,B07,C04,C17,C01,D14,A16,C13,QC05,C03,A05,A03,D04,C09,B15,D16,A07,QC06,D15,C10,A17,D07,B03,C18,B05,A04,QC07,A18,D09,D02,C05,C16,D11,D01,A06,QC08,A14,B02,A10,B01,D17,B09,A02,B13,QC09,C08,D06,B16,C06,QC10
11455,35337.54092,28525.45033,8393.46069,6060.540908,11831.61376,46474.99353,32938.66667,59549.18305,68589.09318,30587.63964,10536.5481,57272.33789,46657.29365,35085.08222,11626.4209,9603.557737,8420.940479,5866.073594,49668.67514,11760.04865,6251.159698,5691.061216,51154.45684,58539.315,35761.3985,13369.0923,31060.74472,39977.55698,92305.87827,43984.88795,67804.88512,41626.9043,56879.756,16949.61053,8796.460728,68141.64341,24369.04352,80357.87565,10363.25938,7159.206005,6772.016156,42381.65047,40206.85419,7856.048519,6495.82194,39322.13637,10174.64259,47001.59716,8203.211625,7081.014474,47099.91812,29078.14528,44541.94118,5906.97375,25321.33758,3688.524,7132.99136,6094.06368,79002.30456,33909.49612,5594.595143,9353.025777,6643.351622,39398.26092,7604.682279,21911.67915,7758.444936,27640.57826,10976.70909,36509.04896,8850.63756,28645.80523,30898.7915,44570.46825,16073.34422,44042.80341,58777.81589,28697.4
11460,85201.746,5093.75,11147.90053,27672.25238,44067.91909,14792.43582,399656.4183,27715.30184,13393.37853,77079.45769,42274.31727,13122.72563,19537.32964,16833.38361,10007.16429,8326.923429,9913.237533,162515.2545,62829.01667,21565.75666,12410.15862,7591.211667,24672.28707,22750.49129,47893.02375,32216.03263,54104.04148,60245.34765,121280.0578,517026.9786,10883.808,35699.25432,120338.2608,9422.76,9125.794286,40715.5,66839.61311,51677.532,55572.23293,25653.26776,56880.03496,72739.89778,14322.89335,52590.33473,665226.6812,67249.01613,204021.1921,53484.536,45932.03181,721582.6371,31088.05756,199947.342,31111.80044,67536.17223,78468.03338,14817.98229,57651.46515,85820.81733,28380.099,25827.07886,16508.143,34852.96667,6927.005882,74975.1375,19443.28855,23297.7696,69776.48111,31577.98922,10536.7836,336602.1205,47558.75243,30085.94042,64834.06387,21228.57877,17067.54615,87851.5198,46605.15177,56932.8372
11476,30071.54571,39744.37775,25685.72046,31919.45615,31066.98071,14623.91267,6031.244502,27351.48771,75519.10292,26078.56759,43953.3596,7203.597361,6188.660704,21999.07144,531.456,26433.18147,55489.83715,10299.97061,22743.16948,22871.58561,26957.57373,28998.96878,16930.03515,6082.298848,7223.292748,17450.24847,19806.95684,26189.64844,6077.438568,9890.1297,7514.146443,7191.593146,6397.749415,34694.03081,21032.42122,12809.73553,32363.49406,6481.161683,28537.78889,18325.04382,20023.47275,7376.996918,43141.06922,20626.11472,24793.86335,23030.64835,72586.13213,8102.025452,13118.0098,51183.39183,11450.73373,12058.57213,31450.03958,26058.465,27028.4288,21759.74971,56524.58321,31493.93116,9594.958839,5888.844686,24479.82394,22819.97937,15991.69367,27093.85185,12114.9,24486.83742,12833.91094,16242.63968,30361.113,10369.10448,26187.0348,52992.70737,25150.81995,4947.501845,25544.49,4378.275,6168.546874,23855.49205
11518,27962.55,19619.176,21624.60909,38396.57756,37437.0325,43505.98846,28403.09375,16756.38,38772.06586,31175.86574,24751.875,42162.75375,19731.492,30295.06697,18076.5875,27468.14308,33024.2475,18704.89077,24889.54,16892.3,26875.17,10035.6394,33296.3862,36522.87188,28939.01667,14751.26033,27873.0045,28015.74222,35020.56938,34399.64,35034.47231,20283.723,18571.77,27873.85837,21452.99983,48597.91146,30074.89297,15489.30333,26462.30165,49028.70092,25736.56693,30956.51429,12459.713,19336.64857,35628.41278,28559.70667,10924.2,37136.42781,11194.64462,32544.84315,51449.76113,33962.11331,28026.55243,25953.8217,32960.03399,41174.73231,33821.20601,24658.70313,35621.81664,31217.64594,45539.4739,24605.81204,15002.78746,23903.41047,38279.23233,23586.98462,63509.423,21160.46638,30008.7715,22669.52108,18599.17571,38042.72931,37273.09167,18484.32667,10162.93583,32119.11971,13831.05913,26593.86414
11519,18081.38708,12072.0134,9252.324301,10439.92913,11830.66046,4168.8328,14295.73781,14681.22268,16669.68671,17671.10815,10809.02127,20886.0033,1444.37425,15888.56326,11798.49517,9485.634425,15402.36309,7174.910332,19448.29238,12440.24695,4051.128938,11201.91194,9347.589624,15550.12271,13839.3491,15065.82091,20582.58667,17381.77817,14973.95991,458.85,25690.346,21131.02101,18249.19062,12624.89714,10142.06468,15580.37036,16165.90658,11182.36971,13391.475,11598.38617,13536.4,14179.90333,13123.40587,10264.1395,13357.26646,14104.83763,13764.24438,9797.77425,12464.47553,13884.35447,9289.648273,17853.38517,9926.6145,14894.052,12681.28485,10747.03235,11853.46768,6197.993294,12856.89938,8551.430722,14332.50377,10114.23471,5737.56,14359.33371,8494.389286,10059.0525,11700.53872,12513.69656,15815.586,9208.771071,8191.065933,9605.425455,11760.68661,11800.1931,8434.671429,7843.635692,11556.15327,11401.39
11520,108317.4282,26426.53498,105352.3269,61983.69569,21079.20615,52868.09598,38930.70625,145384.132,219985.9862,95843.62546,30903.9604,91879.57153,66371.81746,66452.72551,59093.71702,65228.71286,33973.88217,20899.68872,76852.55078,24943.76129,11037.642,67165.43427,107043.8472,71448.66986,93995.27481,41476.83863,37788.43308,74051.12499,55401.37308,32953.04004,91207.93307,16047.52407,117182.8223,13117.82313,84624.79234,52187.20925,91350.32307,66079.405,182306.0957,40015.40986,67387.08692,27708.94343,30650.03475,102649.6974,48156.1575,76354.45543,34972.672,49171.46829,70574.55257,18418.46154,56078.35559,39342.06467,108111.3252,81116.91323,88317.94833,37515.24,98640.528,44202.93915,143000.1567,110077.264,7691.459351,96319.49364,72569.542,94066.8316,34299.78369,267009.2984,74788.395,263635.1382,40124.91214,212381.4249,55997.73614,73857.6296,97979.13079,53142.07071,68255.91036,60875.16143,126767.6457,96845.27443
11541,248663.9406,229886.9867,525561.6377,168595.198,113275.9088,171293.4185,18592.53954,220799.8467,468953.7439,164265.163,258987.4656,17031.4,26703.88521,168529.3867,292929.3889,308858.2167,256917.9145,161622.9778,269009.6507,314040.9977,187722.58,240176.1853,131787.436,25125.99141,20769.53972,463880.8539,155108.3879,259140.2975,37168.3335,100316.2667,15268.87405,13467.10453,10992.61611,108126.2511,532896.7832,50458.716,345174.8417,20349.61021,357520.3793,362812.3304,300629.286,32616.582,197871.669,282866.0012,290150.8968,267854.2193,205022.2936,16433.64389,217433.3098,174674.1133,184981.4307,48938.47547,100070.078,239703.5051,239418.2209,296221.8817,312927.604,455668.641,36300.64737,20696.70638,140519.4222,678220.4157,325100.4513,242859.2866,97810.93082,344795.0579,476164.4064,330309.5759,396599.9874,131213.1217,427956.8338,83089.62394,181619.3196,10867.77394,467700.2221,147609.5672,9088.523647,254015.9062
11548,56511.29627,72278.77583,10959.63258,5432.578186,7249.918439,38217.18877,80488.91801,67541.51705,96238.56612,53624.97146,11596.59729,113070.9488,61881.73025,57309.20698,13769.67926,7963.902536,5846.470888,6968.386733,47501.70154,9225.013458,5460.145847,4552.263268,18039.38323,102356.5042,149297.668,19583.95604,86395.41263,60406.75836,75022.84947,45198.41919,168226.7782,276831.7383,125875.2691,23121.21863,13775.81128,110593.5541,55849.05456,95666.29545,6210.180167,4660.901044,3383.590496,64313.79911,28451.10976,7709.8364,3352.396588,48842.70611,5816.819286,41135.808,7276.718781,3815.2284,28964.70333,248912.5485,75099.10294,15100.73111,56310.90353,9417.9605,4510.17,4187.176286,123335.5351,138464.9789,18362.46176,12891.77,7579.548611,58656.10026,7807.772714,81670.19556,15046.83157,48247.98241,10425.20456,43227.92644,7860.96575,59188.129,51788.14838,60525.10761,10240.93983,62386.9054,100438.4192,51366.87907
11605,71667.3984,8096.739379,14309.1165,32218.56,72352.99135,5537.734423,152229.4373,8687.371,30036.09375,65147.48029,100376.4234,17964.89955,22424.43616,10907.60598,10882.95341,3691.254222,13203.25324,323161.125,58056.46461,7491.694419,5765.52735,14400.25988,19297.74557,54804.59568,18684.30089,6178.434778,37935.628,62861.76931,15070.25131,376306.3192,12482.44318,17539.11923,110954.8231,8003.75205,5834.132629,7986.473913,91624.33205,112691.8457,7222.200362,87083.54559,5774.469116,83072.5022,10766.10695,1739.32,797574.1725,64659.83853,320430.8391,102580.3346,210743.1092,952466.0689,35360.59607,280353.1189,2969.79475,8891.748878,73257.88026,12008.60143,70087.80959,5890.5085,8767.536976,7085.096402,5101.5076,56940.54188,7275.549111,79874.55674,23811.69921,2064.837444,148047.4768,7237.918154,14089.1153,487143.1776,5718.2048,18867.23254,65064.6423,12266.35864,11467.0005,8533.573364,61246.25672,61667.93234
11613,114955.2218,71694.28278,88989.82314,96558.75526,145906.6801,205041.9019,60722.45332,40787.67087,283340.5403,127731.1504,60295.58414,334585.1921,26433.30807,67152.98382,51175.91928,67414.42038,114210.5093,35965.22729,135442.111,112224.4193,162825.663,28734.26094,95635.15376,181533.4988,291655.9296,44111.1961,128230.0378,139401.7956,137196.5959,99567.85502,274878.464,82953.79914,37742.58672,114028.3313,83901.00769,106719.7736,121705.65,83071.42083,75491.65846,247979.7234,120989.3641,87115.33341,27373.81178,54460.52492,59325.02692,137194.1529,27024.70913,85609.18588,39914.27217,72618.54786,542970.6973,154507.3214,75942.05636,139808.9684,124035.45,171276.8207,102809.8187,29221.848,82046.49556,63923.43787,246314.7107,58574.93152,39680.097,125187.1347,199544.4915,149469.0446,273888.933,42603.18245,98715.03193,115990.334,41284.36154,93346.80512,129937.258,40429.1464,35179.859,82461.56,26668.33412,136731.4826
