name,QC01,B17,D10,A13,D18,B14,C07,B06,B04,QC02,D08,C11,C15,B08,A08,D05,D13,A09,QC03,D03,D12,A15,B10,C14,C02,A01,B18,QC04,C12,B07,C04,C17,C01,D14,A16,C13,QC05,C03,A05,A03,D04,C09,B15,D16,A07,QC06,D15,C10,A17,D07,B03,C18,B05,A04,QC07,A18,D09,D02,C05,C16,D11,D01,A06,QC08,A14,B02,A10,B01,D17,B09,A02,B13,QC09,C08,D06,B16,C06,QC10
4508,30283.792,19997.83822,19205.64483,19869.80673,26340.89713,13473.18427,34852.0914,43683.99409,26066.98494,33002.94672,24834.82198,18517.37086,10704.90746,29878.5565,18497.43188,15828.384,25127.88571,3006.503,29790.30872,27075.482,18565.77269,10203.73425,16502.87451,17469.95324,22456.11836,36818.01326,30727.05278,29408.14352,19318.43043,26064.869,45372.836,44719.47438,34947.51273,12095.03425,30541.10292,16046.03,29401.647,12525.36765,20013.32133,19475.76367,23390.58333,9882.242472,7587.06704,34694.15996,26219.665,24259.747,14418.96083,14174.47445,18115.5385,21325.0335,16090.50533,38988.17389,13631.66276,20774.76,25803.13688,14264.92753,25030.58047,9428.667333,15819.64671,20623.01694,18340.75628,41443.39333,30758.58889,31843.67743,12153.258,12742.12256,968.9394,35947.4346,22452.33296,18781.803,16821.93647,16456.131,33879.098,21692.7165,32088.3706,20597.45538,39147.90765,29739.79631
4510,15755.26067,7670.628,14865.2825,1767.868308,87211.32,9070.522882,3349.020776,8508.969,4371.165,13274.34557,28964.54906,3501.922308,5092.4448,20916.966,29588.61119,3455.438134,902.8828571,12985.315,12921.5166,31112.31472,4314.82914,14425.43638,8175.320696,2188.04707,1163.740479,6041.472643,34131.48641,12804.9012,2003.082123,6310.408929,2055.692714,6072.709351,2402.615,4385.861875,1162.365512,1103.11908,12819.3334,9251.145,2035.565755,34518.75865,12714.546,3628.922143,6501.136647,1654.553348,23936.15281,12361.39425,18706.95,6203.50032,9528.781787,32613.93882,11478.72563,33637.5302,2956.344077,20091.6254,12438.54007,85345.09941,34794.44612,3746.9805,2037.54382,1466.387754,2006.211809,2967.445,4795.4375,13403.81813,2708.395667,2134.527283,15436.95813,2974.708214,17892.52235,13004.2664,1902.821929,1462.613011,11588.7064,9010.059867,11402.34364,1942.463,1889.3826,12059.82873
4519,165588.2435,122931.962,99189.116,118526.6455,119905.6182,134327.5785,151446.0407,151383.4682,155898.2095,147528.696,103453.8768,256229.3092,151844.3808,147189.9927,107887.6288,113404.1116,153820.5556,68839.06096,145110.6082,102193.2376,85630.7595,84745.71931,78886.55137,171020.8547,209088.0047,104068.9887,182657.8729,147283.1969,132939.0221,105528.6568,181473.1836,151340.571,185710.5483,116925.376,91513.35837,159689.234,152186.2415,134031.5178,121712.796,91924.05096,111385.1551,97274.391,73084.914,112869.8204,109222.1333,138947.0508,106102.0189,127478.6668,80071.64458,95770.38471,100298.1776,264255.4,125664.2275,109282.1507,152494.0721,131032.603,118253.7174,125885.2971,196127.9971,185732.1904,154665.7708,138087.1714,112810.9714,141488.1178,120477.4195,165123.5986,103181.3692,139524.3266,99838.07214,117543.0768,152259.3129,144542.6446,139207.382,117063.63,114327.7188,120751.4963,164770.4497,139747.3534
4526,51025.54727,45423.55984,53032.55684,47677.68353,28086.52906,24078.65241,20874.8867,18100.42941,33822.49889,25206.52269,34523.55,14141.04313,35830.32251,17192.43124,29485.99456,71479.38088,45877.92949,43991.94139,36812.3709,25028.52,17560.15388,38751.008,29898.25667,25509.83708,23023.15929,26823.12246,34649.55457,23955.2,22251.49667,13831.83745,26969.58891,21659.48867,11791.84916,11727.04131,80232.12703,28899.03616,55796.03473,26377.7516,61457.76265,38489.52287,22045.705,16901.49825,29574.13861,60814.79667,55529.14877,22691.56667,36636.72262,37977.04917,59553.94575,26168.67916,25838.91039,37055.46287,33556.317,50477.06078,43615.91219,39763.6565,46290.53744,50774.61331,17400.15225,52609.12427,14147.75896,25525.27871,37182.03454,34614.67,33010.18431,50234.62521,68349.013,24912.1844,46682.36886,32294.80841,35856.35824,29568.87841,36434.93122,19016.26839,33325.03367,45082.657,13321.57,41798.43571
4533,29343.16,27455.47672,19869.51983,21336.58194,20940.066,23522.1,20692.21763,25502.1538,31865.093,25066.81583,20607.39554,31892.78409,17459.35333,22749.51853,22455.13863,18178.99467,26829.615,20790.16263,31775.29232,23570.90483,15288.026,17101.522,21116.73211,31026.67911,28930.9895,21044.49889,32501.54842,30621.27567,33067.7281,17347.42211,40478.99289,42146.68972,37886.07667,28135.02725,29909.14717,32412.03758,23266.09595,21160.0375,14512.245,17398.45333,20940.02068,19147.76733,14371.67652,18005.89111,18661.81167,26159.253,13289.75278,18321.6008,17668.62428,19268.00135,20487.94745,31847.62511,19835.487,23069.12806,25900.686,20850.41179,17681.32943,16592.67778,20438.775,23944.89726,21944.68163,28018.75242,27537.5448,27425.40684,20596.68361,25494.04688,21334.46211,24558.57333,28425.13972,21004.7465,21515.01321,23036.65467,26981.0435,22673.74276,20530.18235,23712.43516,23439.40667,24811.27958
4534,15635.42326,15733.56994,13386.43053,15200.23908,13760.14869,18862.99821,15071.179,40280.42024,27827.79996,18516.645,16908.19778,18333.39386,17225.46427,17597.44,17063.34326,18150.77815,15627.34844,21456.75462,19611.20656,13666.29277,2406.136,15537.81619,18202.95881,27642.8295,19442.58325,16059.32,32598.38124,18998.09872,14654.30123,16138.61869,20635.19517,15950.8228,18352.4661,35235.32133,21152.55129,17171.17558,22419.502,15664.20293,17302.20685,729.058,23368.66086,14775.37779,18007.25524,14053.94375,15803.5708,18136.02906,13662.02077,12184.9174,11895,14920.422,16660.42529,14406.79767,18924.86501,41110.47144,18490.0754,14358.65597,14731.32136,16217.63894,16210.61918,36902.64937,17649.31992,19475.82347,29486.05983,18903.46525,14905.88195,28665.61753,17673.47015,18870.00893,15124.285,15793.93879,17599.12367,16520.33711,18395.73931,15792.14769,16945.06344,21053.45813,17096.7765,18790.24719
4546,174979.7257,179875.4179,57637.85294,69041.32594,121063.4499,61052.51157,278555.7544,201849.8493,223712.4957,95370.34524,122262.3476,207534.551,185645.2557,73787.041,122995.6642,80459.79682,194541.787,52121.82348,170502.8354,70934.76765,75329.25244,68440.5286,15867.5,172016.716,140798.5066,97472.44182,172421.1909,176425.7768,190331.4399,241619.2627,266179.6216,180080.5876,231697.409,53565.015,144733.6179,250919.0415,166515.4212,290387.8068,172580.9371,141554.4175,161257.7597,139136.7161,35076.47111,121069.5795,164981.0441,179867.049,135069.399,95507.38235,124665.9548,98693.62843,135182.7158,208350.6386,170942.6353,154359.3613,177379.9512,120293.04,151289.103,55872.49465,146073.4784,139262.0688,166614.2667,201325.9621,144098.8253,84841.62616,77463.61539,99761.18457,125824.6775,220485.8628,170310.9085,259803.7738,64741.96714,130030.1741,80675.39594,139654.9507,140901.7344,146843.331,78626.54545,190850.4263
4558,18381.27066,40139.728,32662.9455,14526.40839,10698.67494,16739.492,10732.51807,9303.184588,48178.545,22355.91276,9932.795375,9090.581667,9719.960529,9983.892813,7026.705923,6727.971786,10616.66143,7102.197438,9348.3,23959.52218,8636.757214,9782.442667,27162.19817,21355.67465,11590.54524,11841.77286,11795.39333,17763.60906,8793.976471,7067.460353,43619.06079,43468.44429,22253.04335,18993.50012,23926.05847,13348.4,16485.882,23730.61913,6855.356429,19608.06667,43276.02783,10036.28127,7443.073636,23808.31412,9654.118923,19277.14625,10784.1244,27056.18224,24448.136,11012.503,19136.97627,10824.5217,7332.739333,32222.88505,13007.107,9241.469,8509.050188,5683.376053,6922.08,21571.21765,9142.1436,13915.26963,8911.3132,17431.40357,14927.10552,7619.298214,27679.25767,15055.78667,30272.87122,15792.11724,8852.194071,8423.494,17268.21429,8594.955563,7514.5,18155.886,9063.352667,18343.86524
4565,119841.6889,96839.77663,142846.1237,96860.406,105539.6669,112826.9529,83948.32632,86281.27063,96260.42585,112536.5725,79929.84706,104127.9096,74537.94671,79572.65542,83336.07025,84088.8915,126201.6583,63264.82105,111201.997,104502.1054,87377.276,80890.91491,102279.4378,119276.5817,67568.52,425368.9931,116667.1201,107834.2307,90034.25119,71861.59811,114716.2085,91188.9906,117339.0719,111941.6511,146230.0162,86181.00126,128376.6451,86439.52778,115342.3844,113453.5344,146637.1509,60770.84921,54000.85212,152267.5454,136171.2651,111586.6412,100366.0401,104927.0654,102042.1459,112524.339,74408.57895,82601.577,68794.21871,106293.8011,98468.0938,87105.51242,98109.88158,70140.786,80253.39563,76942.17784,94039.27435,142262.015,105531.6168,101481.8038,113195.0255,69640.85028,122892.0516,120424.8524,132002.138,71380.089,83501.45594,71886.96389,103260.9937,67969.95882,91500.07168,105953.1711,83882.26455,103005.5908
4566,12463.94078,10078.86556,11369.105,7957.504722,8390.5685,11472.90433,9894.965294,10299.12692,10331.12233,11459.39158,7170.436778,13263.77541,8149.725,8401.702941,6505.692873,6302.888889,10879.04578,5130.425556,10493.60733,9535.300948,7681.145063,6629.936291,9306.646222,13343.80479,8616.491,40784.93139,12876.78789,11579.67618,10232.09639,5821.725,13080.09128,10391.843,13763.925,10220.385,10123.26333,8751.934138,14613.67089,8771.801667,10396.00588,8973.817611,11736.504,6481.7235,5067.749842,11343.43468,10403.08276,10505.404,8488.721111,13119.72735,8930.237333,10657.256,6638.73,11850.69071,7080.334706,8949.138776,9808.625111,8261.441111,9061.829765,6398.727176,9753.205776,9978.373529,9974.800765,13295.53756,9097.177944,9874.130824,9945.31,9723.293333,11487.64584,12036.34739,11010.444,7075.479056,6478.79895,6268.343,10663.84571,7653.489188,7652.196706,10444.36053,8801.154527,10657.72524
4568,56513.50917,44718.31867,24783.956,28052.26188,36638.34312,37546.06353,56436.9677,58137.94307,50910.0792,54294.3223,28459.07667,35265.474,45504.86879,30196.57867,28533.73877,17794.32667,45740.94806,10630.18353,38620.44892,29100.31986,20025.47583,26425.93,31685.37297,36123.8526,62837.2424,21208.75623,38670.59457,32775.00513,35236.277,24213.76571,40846.5945,51220.61382,46140.2325,16710.41845,23238.777,45712.02257,37127.15252,57388.4133,47889.76886,29422.8704,42582.74203,21056.6475,21446.24778,32188.89871,47927.9636,65461.8667,39887.49688,42113.24514,17261.81,21442.024,32949.84568,81926.8371,19755.12164,19367.3214,58394.51618,30849.35331,31560.5725,32029.23268,64362.92433,67831.54906,22202.29471,20555.16219,20215.986,28620.37818,25452.83187,58135.23406,16485.52108,32649.53569,30172.68358,42164.73,23498.15636,38456.62356,42427.3996,35093.927,34590.92248,53418.90291,35955.93881,37388.43191
4573,39744.32806,24546.12,24499.94462,886010.0227,511466.4658,20648.79161,570726.7682,50034.98267,46100.37431,36427.25667,35081.676,43163.42211,36098.9937,35113.35333,444169.2687,39946.33222,33735.83,30217.97756,37322.56744,44756.35212,30997.42571,27954.90923,24283.674,28783.54063,36461.86027,34597.39991,36242.01007,37724.86667,34694.3058,30376.63454,46924.49225,38783.745,43306.97431,28047.625,31980.08182,25301.17953,32436.2435,31408.343,39103.7895,29777.381,43371.66038,19183.791,30760.82262,22427.74879,33779.20165,30778.659,30404.9225,23326.89,22663.58911,38487.3087,26707.84286,29491.34406,24708.49021,938.054,41583.717,27196.91,19266.75529,34239.84061,26869.71279,27526.84129,37079.42544,40845.91388,79349.06419,32662.87157,29471.9385,43700.269,25929.574,35610.591,27118.26964,25858.5305,40145.05819,24183.2375,37891.92712,33003.936,82203.90704,28799.04,55949.2934,38001.545
4587,8568861.313,17356384.74,15167646.47,6556313.876,4027123.705,8982612.762,4030379.527,3808797.524,21875963.97,9442795.324,4122262.977,4278512.548,3836459.295,3504629.334,3259311.055,2622421.818,3945460.2,2746169.746,7562064.174,10995343.51,3789330.646,3945020.59,11709123.39,10099591.62,4758758.644,5527766.204,5076038.851,7838053.671,3742275.109,2775941.701,20667330.08,19333951.96,10400849.79,8054308.394,10604501.46,5682852.281,7841292.495,10282671.48,3329413.216,9673867.357,18459618.54,6137419.468,3775298.487,9814107.331,4080208.498,8632267.364,4472928.832,11724374.98,12782959.38,5147385.964,8608156.971,4819939.623,3066350.833,15141575.54,8609011.2,4050346.525,4110362.903,2593537.243,2681139.014,10325371.04,4110683.893,6125100.32,3757818.711,7779318.3,7044343.427,3599749.656,12503198.51,6918001.241,15758664.48,7126030.773,3871521.149,4016935.526,7957401.884,3141930.391,2560718.16,10306554.15,4082705.114,7724772.466
4590,96098.47067,33222.66309,213897.2709,38348.91,135582.4779,45862.64682,9179.202507,31539.72517,65944.64982,93779.73612,150809.4524,12692.82488,3318.58,62371.3925,111755.0901,57091.17936,132598.5361,50282.31787,86549.3006,165757.7627,52531.36085,75121.42795,74380.87588,9779.560101,7936.551,98011.25164,97850.09704,59502.60789,6768.23,41797.02919,9106.928637,13597.5971,7601.054415,16711.36694,10625.434,7973.986094,58754.5005,23840.92776,56174.78517,142039.1203,109612.3041,7887.603778,41193.38423,39024.63486,69877.18871,90206.95689,187338.4085,17072.16635,148120.6481,83429.75282,44937.498,79869.12529,29925.04254,141896.6599,81917.6862,152169.7901,179620.1408,48794.86232,16008.39475,5261.151,28708.71,81084.60524,63924.74444,81485.91943,84792.99779,24797.11765,94593.39339,59008.51335,136478.5358,55536.30127,37327.425,34761.23077,77994.80286,21924.48012,160573.8428,25993.16106,15413.71617,83074.27078
4608,66373.06237,44102.41737,80520.93263,61513.15397,66935.04275,52379.42242,53712.11147,43684.96218,51554.727,64731.33258,66464.146,48093.348,42565.09524,49159.54645,64184.79029,73969.82389,89853.35265,45471.38456,65808.16913,73402.37659,75119.06321,61916.22474,42492.25882,45170.148,38061.32947,52947.78125,77905.02465,64722.957,54328.93455,44707.06333,56667.6,43513.23184,44918.74909,56232.49513,85734.94405,47069.615,69334.8975,36484.60807,76744.53227,75099.59944,95107.69335,30527.26876,27596.01743,95438.20578,86890.11576,67508.29106,69412.93125,64769.3033,64117.87724,94534.05953,33505.282,49792.56212,46631.51043,64180.28411,45019.7459,67817.21471,83448.981,47919.88647,53929.79361,52597.818,58943.92285,78396.39741,57904.63256,62435.20533,62513.998,41225.155,58843.9266,57217.8434,76002.18022,39689.1,49159.18389,44088.51882,53870.93019,24623.30317,26068.92697,71037.74689,39091.85875,66031.99344
4619,561183.1417,501715.331,391845.1698,547394.4667,339584.1625,753391.1944,584291.1466,487423.445,523358.6104,563507.3658,550260.9341,441971.0922,412716.7298,503812.2354,536037.7082,446125.074,664727.7835,473262.7247,530346.4833,524207.0289,349236.4583,425219.1345,397535.6783,738062.5792,644348.5834,528135.4933,335816.1228,535932.7013,366751.515,496836.8169,526677.45,446999.9692,604034.5689,621181.9522,720649.4398,692244.4297,582380.6349,425936.5489,496210.1239,465958.7897,458268.0563,424153.5315,433899.5222,897600.7872,585498.1883,568627.8778,381071.5109,370023.0141,366574.775,423659.7172,396643.8077,346058.4852,370713.3144,359728.7708,533481.417,252152.8443,404026.0874,403921.595,412807.0742,639592.475,433353.8799,508233.499,400578.1744,452301.0272,661373.8891,473093.7757,394499.1832,536992.5698,427445.17,429776.8271,454786.3205,450651.4795,458025.5912,464910.7597,332047.4811,527419.7785,410084.1789,487852.3008
4628,25481.4287,33350.56618,21000.65676,29907.32678,33173.55294,17977.11922,24698.71584,18184.78692,32515.72157,24977.37667,14337.559,25616.8965,29206.46459,20196.55914,17230.47386,14859.59,46900.01901,9743.70885,20510.9685,43734.97065,21882.1805,16320.26291,12732.87463,20517.83438,26734.09408,25296.14612,48346.5535,19684.77019,19271.22089,25877.9925,41866.2834,26769.8288,15962.99467,17729.25412,9248.861429,15640.09313,44683.92861,26519.04573,20551.30867,42936.24984,45947.7474,12995.09021,17090.36037,11826.22838,28170.78278,23891.63985,25476.0671,13636.221,35732.60742,38091.60728,29448.67168,67465.98386,15512.78025,38207.31015,27955.59036,27386.41579,29127.34171,23476.6385,17646.7522,4491.9,68408.10252,36684.01984,32667.07713,28042.19221,17430.40473,28222.32,43440.7663,28655.38851,26055.15092,42853.69126,33348.63492,23669.66708,28654.83338,48827.72872,19905.32019,12645.28345,11011.54323,24672.61074
4632,1357691.248,291240.6805,622864.4299,943727.8469,1873538.483,596503.1761,5288281.883,607018.3501,798365.2458,1287188.615,1163.157333,3575965.906,889066.4506,1313595.848,1650094.491,1914840.014,1843610.445,310080.6407,1260615.988,2857364.741,911120.5299,461054.1627,128327.6419,375540.157,5010925.004,434248.6944,563216.8343,1291118.607,298838.4377,270243.9302,1250383.406,4872802.298,1164513.068,1665620.311,264232.0126,490975.9203,1216281.06,2005591.194,2738752.184,1343726.669,418698.0375,782421.927,190488.41,286119.2334,400713.2953,1222118.531,1142689.965,570650.0713,746405.6035,1108647.384,941158.085,1383305.905,1506104.754,612176.7,1291327.66,1053300.513,667141.091,804787.2412,3723618.251,203628.48,1119355.864,925488.504,296149.212,1280897.73,889831.9383,2484012.557,410904.6766,385372.2771,1658231.09,294061.348,1469595.976,547489.746,1108635.774,715368.5097,1081227.235,171846.7109,203967.104,1242427.371
4649,8218.402783,6248.114166,5292.920628,6274.086914,6101.547394,6470.185216,6557.635097,6510.256813,6898.020315,6234.234737,6432.536362,10402.47847,6114.688822,6916.932185,6599.127709,5908.186763,5578.333094,5857.388382,6612.939748,6760.10876,5875.474992,5745.418923,5779.593872,5551.899692,7121.510941,5920.184275,5945.515,5887.095123,6669.375504,6851.586113,6695.376279,5382.950721,6606.333085,5657.9615,6245.710851,5855.57547,8218.4705,7054.109647,5214.705,8685.664615,6855.737,6551.226071,6509.952857,6184.374923,5378.233308,5593.916077,6694.770846,8909.254286,6807.2,7424.759462,9433.161389,7428.323529,6358.936471,6717.319231,6799.32,6292.612167,6950.853615,8118.458357,9112.744286,8481.6,9938.798833,6973,7180.141571,6084.178615,8959.952846,8907.383769,5955.147692,6037.067692,7267.342444,6650.345714,9743.316923,6008.865786,7450.7973,7277.303143,9795.469385,7101.837,8264.733333,9933.087308
4654,2011.489286,1083.471429,1553.06,2825.015,1986.451747,1472.965,3583.3998,585.808,1365.336,1685.315,1260.943,2406.00361,1788.15,2339.88,2207.121818,3219.2095,1834.188167,2728.61,2576.38875,2189.107833,1639.707143,2487.154286,2239.580467,2671.516889,3197.297125,1647.842857,1154.057143,1914.936,2827.941111,1478.423103,3598.91625,1789.011111,1756.583333,2677.418182,1685.775,2473.40625,2259.145455,2369.266479,3572.224535,1698.040963,1551.548549,2389.710678,2455.944663,1756.457143,2306.941,1780.086667,2413.083115,2350.976283,2578.053333,2210.568377,2240.5005,1852.2145,1781.264648,2683.335624,2422.908,2296.115112,909.568,2765.75,2462.985857,1946.548571,1910.531431,1710.672597,1306.021365,2242.68,2614.479721,2484.375,1882.049526,1952.653819,1630.423235,2268.27066,2146.650167,1080.768463,2542.867,2062.362946,1804.093468,2589.661,1813.194115,2967.605919
4659,5457.123077,3963.2775,5916.490125,5297.250722,7365.838118,4363.5942,4866.568,7169.99385,7228.333059,6229.729333,5583.812,6245.888,3376.178182,6450.041417,5265.710909,5163.863692,8822.610526,4960.1104,6089.734333,5839.72,5039.3,4422.954375,3972.351467,4658.51,4066.923077,5091.6319,6567.426,5988.794118,3849.5938,4338.108867,7003.6265,4883.928533,6226.9475,5049.469091,22016.58001,4140.686786,6278.0388,4819.167,5405.083364,5351.188205,5965.891556,4181.4108,4107.6735,3975.322667,6536.511667,7776.622808,6277.654667,3965.454286,4036.408927,4561.016,4292.53125,5435.911535,2868.320304,8791.4,6374.55364,5592.5478,6888.000706,5648.245,5253.406913,3814.131875,4829.36,8740.200375,6156.089471,5322.7862,19280.52927,5994.21256,6333.66,7357.764714,8072.135043,3601.487692,5744.03,4838.234824,4920.327273,4380.2128,5817.156143,4875.92875,5182.774357,4460.066667
4667,48214.89077,71186.0625,25769.94538,31916.44571,32546.25256,54959.55385,67091.87818,42535.9025,53619.6375,58586.60647,27488.68571,73892.0525,57912.39517,67631.96827,23046.13714,23627.54425,41163.20456,21680.10108,38617.55625,25373.32308,25851.99714,21387.855,24016.42237,43888.64746,83835.05308,37378.05867,47513.17846,42690.03375,49412.1705,38193.61,110708.255,236440.5322,95283.48608,28986.61046,25894.321,51240.23385,46107.445,41230.8,26501.764,25327.29692,33613.58545,70143.98643,28766.47385,21629.33714,29687.06,43600.84333,23593.43313,44362.37615,31841.799,32765.499,26089.46492,93651.96818,36467.2,43369.81222,48121.19143,31879.09585,31529.50586,25336.19625,68065.30615,62272.62667,32240.36008,42282.51076,29332.984,46814.25471,24241.379,92710.197,29860.014,52048.18667,42095.64,32801.3075,26471.19,45536.22857,45067.59091,54710.523,27301.8625,29941.11692,67279.77692,43011.09077
4683,102163.0323,80006.23226,65831.29683,66614.62764,86586.68871,53240.70745,65427.70945,66814.65448,89832.93529,80540.0805,50444.89924,89922.09765,49882.2507,73024.82567,67676.01525,72393.67929,128694.0495,60787.92105,106239.2423,69799.49533,46807.88,51892.30533,55322.15205,78663.67176,91129.87235,69731.9879,127374.9065,114766.283,98817.04986,60004.38767,150751.879,144029.0607,151707.1901,84457.01405,107925.5986,106198.4581,61813.9767,44689.73252,62201.82048,51662.227,81131.4489,58604.99557,39380.3709,60080.8663,79826.145,85079.47752,53096.26485,46619.30733,47792.59065,80219.74448,57782.78476,113946.3263,68881.36335,88513.92129,92755.07915,73088.15143,74665.0163,65537.10148,79684.3021,70263.37357,75891.25935,114676.0299,106269.0124,94601.0474,57258.63675,97488.7791,62384.05524,89045.53105,105049.8642,87562.13248,94444.675,86125.62033,105352.5579,75107.964,76644.91429,78471.69135,65040.0023,91418.9116
4709,5641.621547,3194.176614,5839.850725,6416.04,5516.507369,4336.545214,2340.96682,4150.31243,4591.596046,5024.254207,7541.761182,2120.15063,1364.094961,4745.636675,5933.639805,10448.48516,8777.345769,6212.993638,5204.394,6511.708827,9156.054462,7335.914667,5203.232239,2584.633061,1602.753006,9341.633714,6431.142857,5775.213691,2163.536555,3303.157893,2447.52248,1567.433695,1348.41194,6046.956073,9212.720151,2391.141118,10419.359,1392.204,6033.760667,3844.209,5144.974152,2432.386364,6517.10865,13532.21467,7896.9276,7975.586667,10958.22933,1706.406,6420.39875,8471.235385,4458.397857,1879.997263,7053.843333,10222.73807,7988.801889,8431.948571,11413.579,8869.648846,2353.361889,1490.743127,4985.2348,12348.608,11286.32231,5416.701857,6455.8872,4592.132308,10607.368,5082.438778,7364.323333,6558.933071,9610.911286,4057.80375,4698.481889,1844.05,6531.581143,7038.799,1369.813491,4945.131357
4711,165788.1876,23450.96089,28711.90095,16246.04488,20127.162,21911.39335,93885.4561,524894.2639,62879.82773,198300.7933,75659.034,78633.37815,239477.0012,1269166.607,828054.1922,180788.251,170520.1323,62070.17037,189752.625,53101.13059,25693.13892,15014.57965,20993.985,142560.8405,1514017.904,245168.9356,27811.06941,187859.6268,88575.40842,34442.85944,346120.6414,216483.168,323962.7075,58838.62757,16598.68344,239456.2565,193190.1076,358468.1997,35319.62526,64857.403,68531.95918,124656.1537,15942.47818,16578.80659,58867.59542,195124.5048,58140.16906,136630.7006,19623.41471,35917.14421,46979.94205,161665.8532,521388.3089,42208.3315,204547.5442,11214.41928,16093.91214,136387.4967,256998.6043,179476.0662,275334.2216,62168.45758,28548.66353,194063.0726,26780.094,135713.9433,48751.8384,83512.52614,12457.0455,21563.15778,54847.5017,498960.5921,215412.831,198071.4254,16941.81816,87433.32932,381066.2982,211799.745
4717,115890.1348,84942.80049,38243.79027,72358.98166,30661.19725,57264.4748,65299.62863,37683.19143,50423.20307,59941.16479,30333.38631,63517.12593,31883.82068,42277.71434,41703.76724,44886.3568,67441.15556,59131.76883,59077.39492,39092.59371,27913.97069,37703.27664,35212.42385,44765.82794,50835.03523,38032.1198,63052.60624,64719.06519,62336.87435,31627.56642,44014.92038,780554.3002,282180.3797,189286.5496,180412.7252,154215.495,75562.73148,43402.81794,23421.08922,42235.05974,42672.57653,49536.10842,36699.982,38685.48719,38123.48635,55396.59258,58478.17093,40725.33753,53102.33203,37897.68454,38289.05444,50530.93733,43593.70844,44930.96192,57356.02843,48716.14162,31705.284,42518.62353,49063.6122,56878.07465,32967.26845,40446.66933,15491.37167,52519.00491,37418.84775,59105.38051,38287.0459,37264.13427,49646.83266,55010.71921,42801.2353,58638.95856,56409.40377,45170.21072,46970.57257,43189.45924,33270.76632,48990.70703
4727,480627.5537,430483.468,364148.977,592475.021,411470.2618,287818.0315,334709.2443,277420.6763,519091.7655,458195.3612,409502.2716,505160.5097,453687.3182,498398.512,419406.0975,383148.1786,742432.0005,358383.4143,334752.4442,433071.249,408415.741,369216.666,274724.869,248589.2275,416416.2636,432190.9669,408495.3581,454019.5721,347519.8547,496345.3718,714040.8771,342815.1747,375757.9425,288138.9814,353873.0769,688878.5852,361103.5661,376484.1307,518292.7715,383430.3193,396389.4148,238769.605,361409.8899,319462.4197,464954.5496,358955.6387,297843.9,278521.435,341281.3006,439224.9218,356612.8485,523543.4969,502179.5784,531239.9435,469030.9344,415272.4757,302216.3854,331957.1996,371359.1696,457796.1482,414937.9031,312312.9555,319960.2415,349782.6174,201943.3574,465686.7066,369897.298,486377.4357,259271.0869,282384.3746,392479.5955,718628.0612,450446.4824,443911.921,77301.57206,93893.08337,356054.0748,359330.9592
4728,350890.3799,295624.8615,315458.56,344574.8388,374135.7226,351691.3961,284236.0951,298328.7364,217322.1969,340309.7718,262251.7277,655881.4385,352315.0453,346444.46,276118.9397,292185.376,431784.4909,236559.862,340178.56,327758.2105,262360.32,296893.4353,214836.6293,280582.8814,222899.1351,267175.5625,390127.2801,350636.2975,370098.3156,199350.4135,400434.5306,562014.304,292968.7154,287945.2854,286947.2012,317347.7754,345048.8601,300626.6471,384848.5263,337151.7737,256026.6198,254280.7341,203115.7017,277327.49,326568.7678,376503.944,293847.3707,236708.6298,298721.8495,231339.24,196817.0443,331904.7581,196985.2478,259908.6355,351479.0664,456269.76,380527.8533,156344.6031,373986.003,344285.4333,456320.0752,329176.9103,366713.8933,337574.9621,290624.7129,267924.9643,300517.5856,336780.4639,397346.8571,349017.7763,172207.1519,223749.0173,353925.2794,245674.1714,339376.4315,329712.5528,330358.4746,335853.1379
4732,414788.9422,365274.3467,315435.2347,315039.8036,275741.2733,401024.48,291250.3213,594951.6968,497019.6,381027.2087,245794.879,479249.1196,192945.5422,345681.941,281525.8457,264429.3762,484379.7034,137212.5196,378950.6824,304314.691,195523.3512,217688.5432,199127.0599,528761.8805,215628.2892,272934.33,493104.91,390766.7089,364716.6556,316393.9199,303756.078,423272.6111,376598.9747,258806.875,246878.667,267503.2051,372170.7232,326131.468,369115.9999,270195.3333,293105.3498,224026.0544,202242.4639,229952.4852,242642.9359,357860.6129,453236.1157,218728.6459,234864.1165,286347.7579,208273.3135,474185.6156,224980.1967,338161.2799,355059.1824,289201.2027,771920.7964,175875.0096,308018.7199,227859.8142,385579.7847,463769.1498,266606.1938,353230.596,246364.5893,243121.7301,208717.234,488966.7165,354621.7582,303472.4477,224389.3857,240009.41,356958.2316,178073.4263,428817.7482,294733.5797,370940.3886,351062.9972
