"","nobs","NAs","Minimum","Maximum","1. Quartile","3. Quartile","Mean","Median","Sum","SE Mean","LCL Mean","UCL Mean","Variance","Stdev"
"X15",16,0,0.000499,0.000655,0.000514,0.000571,0.000552,0.000536,0.008832,1.3e-05,0.000525,0.000579,0,5e-05
"X60",16,0,0.000301,0.000664,0.000399,0.000506,0.000458,0.000468,0.007323,2.5e-05,0.000405,0.00051,0,9.9e-05
"X63",16,0,0.000415,0.000742,0.000449,0.000512,0.000506,0.000486,0.008096,2.3e-05,0.000458,0.000554,0,9.1e-05
"X89",16,0,0.00035,0.000718,0.000444,0.000565,0.00051,5e-04,0.008159,2.5e-05,0.000457,0.000562,0,9.9e-05
"X96",16,0,0.000346,0.000577,0.000428,0.000512,0.000462,0.000455,0.0074,1.5e-05,0.000431,0.000494,0,5.9e-05
"X105",16,0,0.000326,0.000846,0.000448,0.000529,0.000505,0.000484,0.008077,3e-05,0.00044,0.00057,0,0.000122
"X123",16,0,0.000424,0.000748,0.000522,0.000596,0.000561,0.000556,0.008978,2.2e-05,0.000514,0.000609,0,8.9e-05
"X140",16,0,0.000309,0.001186,0.000422,0.00056,0.000525,0.000505,0.0084,4.9e-05,0.00042,0.00063,0,0.000196
"X152",16,0,0.000289,0.000803,0.000503,0.000733,0.000602,0.000629,0.009634,4.1e-05,0.000516,0.000689,0,0.000163
"X164",16,0,0.000472,0.001451,0.000583,0.000809,0.000752,0.000688,0.012038,6.6e-05,0.000612,0.000893,0,0.000263
"X185",16,0,0.000283,0.000759,0.000359,0.000516,0.000451,0.00042,0.007223,3.1e-05,0.000385,0.000518,0,0.000125
"X188",16,0,0.000445,0.00085,0.000501,0.000556,0.000548,0.000525,0.008772,2.4e-05,0.000498,0.000598,0,9.4e-05
"X201",16,0,0.000234,0.001014,0.000418,0.000722,0.000575,0.000591,0.009195,5.3e-05,0.000461,0.000688,0,0.000213
"X222",16,0,0.000433,0.000999,0.000479,0.000598,0.000574,0.000564,0.009177,3.5e-05,0.000498,0.000649,0,0.000142
"X224",16,0,3e-04,0.00098,0.000488,0.000654,0.000596,0.000565,0.009543,4.1e-05,0.000509,0.000684,0,0.000163
"X232",16,0,0.000443,0.000583,0.000461,0.000518,0.000498,0.000496,0.007966,1.1e-05,0.000474,0.000522,0,4.6e-05
"X233",16,0,0.000205,0.000863,0.000391,0.000624,0.000511,0.000526,0.008173,4.6e-05,0.000412,0.00061,0,0.000186
"X298",16,0,0.000481,0.000906,0.000553,0.000634,0.000616,0.000601,0.009858,2.8e-05,0.000557,0.000675,0,0.000111
"X299",16,0,0.000435,0.000755,0.000491,0.000648,0.00057,0.000566,0.009121,2.4e-05,0.000519,0.000621,0,9.6e-05
"X330",16,0,0.000367,0.00069,0.000424,0.000576,0.000511,0.000522,0.008177,2.4e-05,0.00046,0.000562,0,9.6e-05
"X347",16,0,0.000309,0.000552,0.000349,0.000494,0.000424,0.00043,0.006789,2.1e-05,0.00038,0.000468,0,8.3e-05
"X349",16,0,0.000134,0.000361,0.000227,0.000302,0.000267,0.000283,0.004269,1.5e-05,0.000235,0.000298,0,5.9e-05
"X360",16,0,0.000474,0.000909,0.000514,0.000677,0.000602,0.000563,0.009635,3.1e-05,0.000536,0.000669,0,0.000125
"X373",16,0,0.000343,0.000594,0.00044,0.000517,0.000471,0.000468,0.007542,1.6e-05,0.000438,0.000505,0,6.3e-05
"X376",16,0,0.000432,0.001067,0.000537,0.000618,0.000613,0.000583,0.009813,3.7e-05,0.000534,0.000693,0,0.000149
"X385",16,0,0.000225,0.000709,0.000346,0.000548,0.000453,0.000422,0.007245,3.5e-05,0.000378,0.000528,0,0.00014
"X418",16,0,0.000224,0.000745,0.000299,0.000546,0.000436,0.000453,0.00697,3.9e-05,0.000352,0.000519,0,0.000156
"X421",16,0,0.000468,0.001252,6e-04,0.000801,0.000733,0.000693,0.01172,5.5e-05,0.000615,0.00085,0,0.000221
"X432",16,0,0.000385,0.000676,0.00045,0.00058,0.000513,0.000502,0.008204,2e-05,0.000471,0.000555,0,7.9e-05
"X434",16,0,0.000312,0.001272,0.000538,0.000779,0.000671,0.000568,0.010732,6.3e-05,0.000537,0.000804,0,0.00025
"X436",16,0,0.000306,0.000976,0.000486,0.000721,0.000611,0.000623,0.009773,4.6e-05,0.000514,0.000708,0,0.000182
"X461",16,0,0.000239,0.000848,0.000351,0.000583,0.000477,0.000438,0.007632,4.2e-05,0.000387,0.000567,0,0.000168
"X465",16,0,0.000288,0.001167,0.000403,0.000609,0.000565,0.000536,0.009032,5.6e-05,0.000445,0.000684,0,0.000224
"X484",16,0,0.000312,0.000942,0.000381,0.000641,0.000555,0.000567,0.008873,5.2e-05,0.000444,0.000665,0,0.000207
"X511",16,0,0.000321,0.001156,0.000416,0.000506,0.000524,0.000461,0.008377,5.4e-05,0.000409,0.000638,0,0.000215
"X512",16,0,0.000233,0.000963,0.000304,0.000869,0.000523,0.00038,0.008371,7.1e-05,0.000373,0.000674,0,0.000282
"X515",16,0,0.000189,0.000537,0.000296,0.000392,0.00035,0.000336,0.005592,2.5e-05,0.000297,0.000402,0,9.9e-05
"X516",16,0,0.000335,0.000826,0.000424,0.000557,0.000507,0.000483,0.008114,3.1e-05,0.00044,0.000574,0,0.000126
"X524",16,0,0.000331,0.000841,0.000436,0.00067,0.000544,0.000487,0.008699,3.7e-05,0.000465,0.000623,0,0.000148
"X529",16,0,0.000298,0.000884,0.000414,0.000771,0.000622,0.000679,0.009955,5.1e-05,0.000514,0.000731,0,0.000204
"X534",16,0,0.000264,0.001274,0.000344,0.000549,0.000499,0.000442,0.007979,6.4e-05,0.000363,0.000634,0,0.000255
"X543",16,0,0.000268,0.000634,0.000303,0.000452,0.000401,0.000415,0.00641,2.7e-05,0.000343,0.000458,0,0.000108
"X549",16,0,0.000312,0.000591,0.000366,0.000509,0.000457,0.000482,0.007312,2.2e-05,0.000409,0.000505,0,9e-05
"X552",16,0,0.000418,0.000735,0.000495,0.000567,0.000536,0.000529,0.008581,2.1e-05,0.000492,0.000581,0,8.3e-05
"X575",16,0,0.000279,0.000683,0.000389,0.000552,0.000474,0.000498,0.007588,3e-05,0.000411,0.000537,0,0.000118
"X578",16,0,0.000365,0.000811,0.000473,0.00064,0.000545,0.000519,0.008713,3.2e-05,0.000477,0.000612,0,0.000127
"X599",16,0,0.00036,0.000908,0.000483,0.000773,0.000622,0.000607,0.00995,4.2e-05,0.000533,0.000711,0,0.000167
"X628",16,0,4.3e-05,0.000153,7.9e-05,9.8e-05,8.9e-05,8.7e-05,0.001429,7e-06,7.5e-05,0.000104,0,2.8e-05
"X638",16,0,0.000383,0.001059,0.000457,0.000791,0.00061,0.000496,0.009753,5.6e-05,0.00049,0.000729,0,0.000224
"X647",16,0,0.000406,0.002092,0.000562,0.001134,0.000915,0.000693,0.014634,0.000127,0.000643,0.001186,0,0.000509
"X662",16,0,9e-05,0.000914,0.000402,0.000599,0.00049,0.000461,0.007836,4.5e-05,0.000393,0.000587,0,0.000182
"X663",16,0,0.000327,0.001333,0.000394,0.00063,0.000544,0.000501,0.008697,6.1e-05,0.000415,0.000673,0,0.000242
"X673",16,0,0.000196,0.001209,0.000285,0.000723,0.000561,0.000422,0.008984,8.7e-05,0.000376,0.000747,0,0.000348
"X676",16,0,0.000167,0.001391,0.00039,0.00082,0.000601,0.000584,0.009622,7.9e-05,0.000433,0.00077,0,0.000316
"X691",16,0,0.000221,0.001297,0.000509,0.000727,0.000646,0.000571,0.010341,7.1e-05,0.000495,0.000798,0,0.000285
"X707",16,0,0.000195,0.000929,0.000433,0.000697,0.000572,0.000594,0.009152,4.5e-05,0.000476,0.000668,0,0.000181
"X722",16,0,2e-05,0.001459,0.000487,0.000648,0.000584,0.000541,0.009341,7e-05,0.000434,0.000733,0,0.00028
"X725",16,0,0.00024,0.001956,0.000304,0.000796,0.000657,0.000652,0.01052,0.000106,0.000431,0.000884,0,0.000425
"X749",16,0,0.000189,0.000629,0.000366,0.000478,0.000419,0.000435,0.0067,2.8e-05,0.00036,0.000478,0,0.000111
"X750",16,0,0.000396,0.001298,0.000514,0.000869,0.00072,0.000711,0.01152,6.9e-05,0.000573,0.000867,0,0.000276
"X755",16,0,0.000332,0.000711,0.000393,0.000659,0.000538,0.000552,0.008615,3.4e-05,0.000467,0.00061,0,0.000135
"X766",16,0,0.000382,0.000754,0.000466,0.00053,0.000514,0.000491,0.008218,2.6e-05,0.000458,0.000569,0,0.000105
"X804",16,0,0.000358,0.000823,0.000426,0.000701,0.000579,0.000572,0.009266,3.8e-05,0.000498,0.000661,0,0.000153
"X813",16,0,0.000312,0.000902,0.000402,0.000592,0.000531,0.000509,0.008504,4.2e-05,0.000443,0.00062,0,0.000166
"X814",16,0,0.000133,0.002616,0.000242,0.000507,0.000548,0.000339,0.008774,0.000153,0.000222,0.000875,0,0.000612
"X815",16,0,0.000234,0.001251,0.00038,0.000625,0.000529,0.000489,0.008472,5.8e-05,0.000406,0.000653,0,0.000233
"X844",16,0,0.000377,0.000713,0.000442,0.000576,0.000517,0.000507,0.008265,2.3e-05,0.000467,0.000566,0,9.3e-05
"X852",16,0,0.000174,0.003266,0.000257,0.000468,0.000534,0.000372,0.008544,0.000185,0.000141,0.000927,1e-06,0.000738
"X859",16,0,0.00018,0.000755,0.000323,0.00061,0.00046,0.000407,0.007364,4.5e-05,0.000364,0.000556,0,0.00018
"X864",16,0,0.00025,0.001122,0.000403,0.000647,0.000577,0.000551,0.009238,6.4e-05,0.00044,0.000715,0,0.000257
"X867",16,0,0.000258,0.000375,0.000292,0.000348,0.000321,0.000326,0.005137,9e-06,0.000301,0.000341,0,3.7e-05
"X868",16,0,0.000271,0.000559,0.000369,0.000464,0.000417,0.000423,0.006669,1.9e-05,0.000377,0.000456,0,7.4e-05
"X887",16,0,0.000232,0.001021,0.000333,0.000605,0.000503,0.000495,0.008049,5.2e-05,0.000391,0.000615,0,0.00021
"X890",16,0,0.000358,0.00073,0.000418,0.000599,0.000519,0.00049,0.008297,2.9e-05,0.000456,0.000581,0,0.000117
"X893",16,0,0.000157,0.000628,0.000431,0.00059,0.000488,0.00054,0.007805,3.4e-05,0.000415,0.00056,0,0.000136
"X897",16,0,0.000196,0.000762,0.000403,0.000661,0.000512,0.000497,0.008188,4.5e-05,0.000417,0.000607,0,0.000178
"X902",16,0,0.000284,0.000756,0.000414,0.000525,0.000481,0.000472,0.007691,3.4e-05,0.000408,0.000554,0,0.000137
"X913",16,0,0.000247,0.001259,0.000311,0.000648,0.000558,0.000481,0.008923,7.8e-05,0.000392,0.000723,0,0.000311
"X933",16,0,0.000448,0.000872,0.000527,0.000682,0.000625,0.000613,0.010004,3.1e-05,0.00056,0.000691,0,0.000123
"X945",16,0,0.000527,0.000845,0.000609,0.00076,0.000678,0.000675,0.010843,2.4e-05,0.000628,0.000728,0,9.4e-05
"X950",16,0,3e-06,0.001907,3.2e-05,0.00112,0.000594,0.000513,0.009505,0.000155,0.000263,0.000925,0,0.000621
"X968",16,0,0.000253,0.000886,0.000355,0.000631,0.000506,0.000433,0.008093,5e-05,0.000399,0.000612,0,2e-04
"X969",16,0,0.000423,0.001351,0.000635,0.001043,0.000857,0.000776,0.013706,7.2e-05,0.000703,0.001011,0,0.000289
"X989",16,0,1.5e-05,0.000136,1.9e-05,5.5e-05,4.5e-05,4.6e-05,0.000724,8e-06,2.9e-05,6.2e-05,0,3.1e-05
"X999",16,0,0.000367,0.000766,0.000445,0.000612,0.000533,0.000488,0.008526,3.2e-05,0.000465,0.000601,0,0.000127
"X1000",16,0,0.000213,0.001133,0.000332,0.000484,0.000456,0.000421,0.007296,5.4e-05,0.000341,0.000571,0,0.000217
"X1012",16,0,0.000336,0.000609,0.000416,0.000511,0.000462,0.000454,0.007387,1.8e-05,0.000423,0.000501,0,7.3e-05
"X1029",16,0,0.00023,0.000925,0.000372,0.000558,0.000462,0.000393,0.007395,4.4e-05,0.000368,0.000557,0,0.000178
"X1041",16,0,0.000289,0.000641,0.000369,0.00058,0.000472,0.000476,0.007549,3.1e-05,0.000406,0.000537,0,0.000123
"X1056",16,0,0.000386,0.000691,0.000414,0.000572,0.000496,0.000479,0.007935,2.4e-05,0.000445,0.000547,0,9.6e-05
"X1058",16,0,0.000217,0.000976,0.000422,0.000571,0.00052,0.000469,0.008321,5e-05,0.000413,0.000627,0,0.000201
"X1059",16,0,0.00015,0.000417,0.000188,0.000253,0.000231,0.000238,0.003696,1.6e-05,0.000196,0.000266,0,6.6e-05
"X1060",16,0,0.000337,0.000587,0.000405,0.000542,0.000466,0.000451,0.007457,1.9e-05,0.000425,0.000507,0,7.7e-05
"X1063",16,0,0.000496,9e-04,0.000536,0.000632,0.000606,0.000576,0.009701,2.7e-05,0.000549,0.000664,0,0.000108
"X1073",16,0,0.000344,0.001507,0.000602,0.00095,0.000786,0.000791,0.012568,7.5e-05,0.000626,0.000945,0,0.000299
"X1075",16,0,0.000483,0.001037,0.000581,0.000715,0.000676,0.00063,0.010818,3.9e-05,0.000593,0.00076,0,0.000157
"X1077",16,0,0.000293,0.001542,0.000549,0.001037,0.000801,0.000692,0.012816,9.1e-05,0.000606,0.000996,0,0.000366
"X1079",16,0,0.000395,0.000967,0.000455,0.000775,0.000603,0.00051,0.009641,4.9e-05,0.000499,0.000706,0,0.000194
"X1084",16,0,0.000162,0.000461,0.000234,0.000342,0.000297,0.000304,0.004753,2.1e-05,0.000253,0.000341,0,8.3e-05
"X1088",16,0,0.000271,0.000658,0.000349,0.000536,0.000437,0.000437,0.006988,2.9e-05,0.000375,0.000499,0,0.000117
"X1101",16,0,0.000214,0.002107,6e-04,0.001146,0.000903,0.000758,0.014445,0.000121,0.000645,0.00116,0,0.000483
"X1103",16,0,0.000219,0.00064,0.000312,0.000447,0.000391,0.00037,0.006257,2.9e-05,0.000329,0.000453,0,0.000116
"X1113",16,0,6.7e-05,0.002921,0.000672,0.001187,0.001069,0.000985,0.017106,0.000166,0.000715,0.001424,0,0.000665
"X1117",16,0,0.000334,0.000589,0.000378,0.000458,0.000424,0.00042,0.006776,1.6e-05,0.000389,0.000458,0,6.6e-05
"X1146",16,0,0.000293,0.001195,0.000528,0.000834,0.000684,0.000604,0.010944,6.2e-05,0.000551,0.000817,0,0.000249
"X1148",16,0,0.000254,0.001274,0.000357,0.000764,0.000613,0.000482,0.009803,8.6e-05,0.000429,0.000797,0,0.000345
"X1151",16,0,0.000236,0.001235,0.000354,0.000782,0.000593,0.000541,0.009482,7e-05,0.000444,0.000742,0,0.00028
"X1152",16,0,0.000242,0.000839,0.000327,0.000508,0.000444,0.000434,0.0071,4e-05,0.000358,0.00053,0,0.000161
"X1190",16,0,0.000285,0.001413,0.000497,0.000974,0.000748,0.000756,0.011976,8.2e-05,0.000574,0.000923,0,0.000328
"X1201",16,0,0.00038,0.000834,0.000409,0.00054,0.000501,0.000494,0.008009,2.9e-05,0.000439,0.000562,0,0.000115
"X1210",16,0,0.000362,0.000875,0.000428,0.000524,0.000499,0.000459,0.007977,3.1e-05,0.000432,0.000566,0,0.000126
"X1216",16,0,0.000319,0.001152,0.000496,0.000582,0.00058,0.00054,0.00928,5.4e-05,0.000465,0.000696,0,0.000217
"X1236",16,0,0.000189,0.000664,0.000406,0.00056,0.000489,0.000509,0.007831,3.1e-05,0.000424,0.000555,0,0.000124
"X1247",16,0,0.000361,0.000612,0.000409,0.000562,0.000492,0.000485,0.007869,2.1e-05,0.000446,0.000537,0,8.5e-05
"X1256",16,0,0.000201,0.000867,0.000296,0.000448,0.000393,0.000374,0.006281,4.2e-05,0.000303,0.000482,0,0.000167
"X1267",16,0,0.000298,0.000654,0.000383,0.000552,0.000474,0.000498,0.007591,2.7e-05,0.000416,0.000532,0,0.000109
"X1268",16,0,0.000404,0.000886,0.000511,0.000688,0.000599,0.000588,0.009583,3.4e-05,0.000526,0.000671,0,0.000136
"X1278",16,0,0.000321,0.001182,0.000402,0.000893,0.00066,0.00062,0.010562,7.1e-05,0.000508,0.000812,0,0.000286
"X1279",16,0,0.000173,0.002318,0.000264,0.000634,0.000564,0.000356,0.009021,0.000133,0.000279,0.000848,0,0.000534
"X1294",16,0,0.000393,0.000713,0.00045,0.000553,0.000505,0.000474,0.008079,2e-05,0.000461,0.000549,0,8.2e-05
"X1295",16,0,0.000224,0.001285,0.000424,0.000762,0.000612,0.000511,0.009796,7e-05,0.000464,0.000761,0,0.000278
"X1299",16,0,0.000174,0.000939,0.000188,0.000486,0.000377,0.00035,0.006027,5.3e-05,0.000263,0.00049,0,0.000213
"X1300",16,0,0.000331,0.000616,0.000442,0.000535,0.00049,5e-04,0.007844,1.8e-05,0.000451,0.000529,0,7.4e-05
"X1301",16,0,0.000355,0.000736,0.000424,0.000616,0.000528,0.000516,0.008446,3.1e-05,0.000461,0.000595,0,0.000125
"X1302",16,0,0.000351,0.000908,0.000405,0.000568,0.000515,0.000472,0.008247,3.6e-05,0.000438,0.000593,0,0.000145
"X1303",16,0,0.000286,0.001419,0.000648,0.001023,0.000824,0.00075,0.013177,7.9e-05,0.000656,0.000991,0,0.000315
"X1311",16,0,0.000364,0.000678,0.000446,0.000606,0.000518,0.000522,0.008294,2.5e-05,0.000466,0.000571,0,9.8e-05
"X1314",16,0,0.000184,0.014512,0.000244,0.000575,0.00132,0.000348,0.021116,0.000882,-0.000561,0.003201,1.2e-05,0.00353
"X1330",16,0,0.000366,0.000571,0.000395,0.000496,0.000452,0.000441,0.007239,1.8e-05,0.000415,0.00049,0,7e-05
"X1332",16,0,0.00035,0.000725,0.000425,0.000527,0.000482,0.000482,0.007718,2.3e-05,0.000434,0.000531,0,9e-05
"X1338",16,0,0.000351,0.001003,0.000466,0.000856,0.000631,0.000555,0.010093,5.2e-05,0.00052,0.000741,0,0.000207
"X1339",16,0,0.00055,0.000971,0.00059,0.00076,0.000701,0.00073,0.011218,3e-05,0.000638,0.000764,0,0.000119
"X1356",16,0,0.000387,0.000993,0.000475,0.000556,0.000544,0.000507,0.008701,3.4e-05,0.000471,0.000617,0,0.000137
"X1377",16,0,0.000223,0.000506,0.000275,0.00033,0.000317,0.000297,0.005067,1.9e-05,0.000276,0.000357,0,7.6e-05
"X1393",16,0,0.000292,0.000718,0.00037,0.000475,0.000444,0.000434,0.007106,2.8e-05,0.000385,0.000503,0,0.000111
"X1415",16,0,0.000228,0.001199,0.000521,0.000694,0.00064,0.000591,0.010243,5.8e-05,0.000517,0.000764,0,0.000231
"X1424",16,0,0.000413,0.000763,0.000508,0.000628,0.000574,0.000576,0.009186,2.4e-05,0.000523,0.000626,0,9.7e-05
"X1429",16,0,0.000446,0.000958,0.000517,0.000697,0.000621,0.000571,0.009928,3.9e-05,0.000537,0.000704,0,0.000158
"X1458",16,0,0.000499,0.000838,0.000564,0.000643,0.000619,0.000593,0.009898,2.2e-05,0.000572,0.000665,0,8.7e-05
"X1465",16,0,3.5e-05,0.000118,5.4e-05,8.3e-05,7.1e-05,6.4e-05,0.001139,6e-06,5.9e-05,8.3e-05,0,2.3e-05
"X1488",16,0,1.3e-05,0.000348,0.000108,0.00024,0.000178,0.000191,0.002852,2.3e-05,0.000129,0.000227,0,9.2e-05
"X1489",16,0,0.000178,0.001987,0.000325,0.000837,0.000654,0.000494,0.01046,0.000116,0.000406,0.000901,0,0.000465
"X1491",16,0,0.000275,0.001231,0.000468,0.000636,0.000597,0.000614,0.009548,6e-05,0.000469,0.000724,0,0.000239
"X1492",16,0,2.5e-05,0.001311,0.000338,0.000631,0.00048,0.000475,0.007675,7.5e-05,0.000319,0.00064,0,0.000301
"X1499",16,0,0.000117,0.001947,0.000388,0.000795,0.000751,0.00066,0.01202,0.000135,0.000465,0.001038,0,0.000538
"X1552",16,0,0.000382,0.00117,0.000456,0.000715,0.000621,0.000538,0.009937,5.7e-05,0.000499,0.000743,0,0.000228
"X1558",16,0,0.000214,0.001144,0.000334,0.000559,0.00048,0.000373,0.007678,6.4e-05,0.000343,0.000616,0,0.000256
"X1564",16,0,0.000258,0.000596,0.000329,0.000498,0.000419,0.000428,0.00671,2.8e-05,0.00036,0.000478,0,0.000111
"X1583",16,0,1e-04,0.000644,0.000416,0.000506,0.000438,0.000465,0.007005,3.2e-05,0.00037,0.000505,0,0.000126
"X1584",16,0,2e-05,0.000783,0.00021,0.000356,0.000324,0.000303,0.005185,4.9e-05,0.000219,0.000429,0,0.000197
"X1586",16,0,0.00026,0.000762,0.000434,0.000614,0.000541,0.000582,0.008656,3.6e-05,0.000465,0.000617,0,0.000143
"X1591",16,0,0.000459,0.000709,0.000523,0.000585,0.000558,0.000542,0.00893,1.8e-05,0.00052,0.000596,0,7.2e-05
"X1595",16,0,0.000185,0.001718,0.000287,0.000901,0.000609,0.000392,0.009748,0.000115,0.000364,0.000854,0,0.00046
"X1596",16,0,4.1e-05,0.000182,6.2e-05,9.2e-05,8.4e-05,7.5e-05,0.001336,9e-06,6.4e-05,0.000103,0,3.6e-05
"X1626",16,0,0.00037,0.001034,0.000421,0.000513,0.000504,0.000453,0.008067,3.9e-05,0.000421,0.000588,0,0.000156
"X1627",16,0,0.000206,0.00124,0.000343,0.000601,0.000546,0.000541,0.008731,6.7e-05,0.000403,0.000689,0,0.000269
"X1639",16,0,0.000355,0.000598,0.000406,0.000541,0.000463,0.000439,0.007409,2e-05,0.000421,0.000506,0,8e-05
"X1648",16,0,0.000349,0.001186,0.000491,0.000611,0.000615,0.000572,0.009839,5.9e-05,0.000489,0.00074,0,0.000235
"X1657",16,0,0.000428,0.000602,0.00049,0.00058,0.000526,0.000497,0.008421,1.3e-05,0.000498,0.000555,0,5.3e-05
"X1659",16,0,0.000181,0.001238,0.000308,0.000618,0.000495,0.000397,0.007916,7.2e-05,0.000342,0.000647,0,0.000286
"X1666",16,0,0.000138,0.000956,0.000335,0.000605,5e-04,0.000471,0.008,5.7e-05,0.000378,0.000622,0,0.000228
"X1672",16,0,0.000366,0.000659,0.000445,0.000589,0.000513,0.000493,0.008206,2.4e-05,0.000462,0.000564,0,9.6e-05
"X1678",16,0,7e-05,0.000494,0.000107,0.000406,0.000244,0.000173,0.003897,4e-05,0.000158,0.000329,0,0.00016
"X1694",16,0,0.000412,0.000816,0.000446,0.000627,0.000547,0.000513,0.008754,3e-05,0.000483,0.000611,0,0.00012
"X1701",16,0,0.000276,0.000565,0.000317,0.000447,0.000399,0.000412,0.006386,2.2e-05,0.000352,0.000446,0,8.7e-05
"X1706",16,0,0.00033,0.00055,4e-04,0.000483,0.000444,0.000441,0.007099,1.5e-05,0.000412,0.000475,0,5.9e-05
"X1711",16,0,0.000444,0.001253,0.00053,0.00083,0.000716,0.000684,0.01145,6e-05,0.000588,0.000843,0,0.00024
"X1715",16,0,0.000305,0.000672,0.000388,0.000585,0.000478,0.000468,0.007653,3.2e-05,0.000409,0.000548,0,0.00013
"X1724",16,0,0.000209,0.000686,0.000312,0.000553,0.000425,0.000424,0.006794,3.7e-05,0.000346,0.000504,0,0.000148
"X1737",16,0,0.000197,0.00056,0.000318,0.000495,0.000381,0.000357,0.006088,2.9e-05,0.000319,0.000442,0,0.000116
"X1743",16,0,0.000284,0.000747,0.00039,0.000537,0.000479,0.000448,0.007659,3.4e-05,0.000407,0.00055,0,0.000135
"X1748",16,0,0.000495,0.001384,0.000519,0.000765,0.000712,0.000543,0.011399,7.3e-05,0.000556,0.000869,0,0.000294
"X1749",16,0,0.000451,0.001659,0.000502,0.000775,0.000732,0.000614,0.01172,8.3e-05,0.000555,0.00091,0,0.000333
"X1752",16,0,0.000259,0.000972,0.000489,0.000693,6e-04,6e-04,0.009598,4.5e-05,0.000504,0.000695,0,0.000179
"X1755",16,0,0.000356,0.000893,0.000441,0.000719,0.000571,0.000563,0.009136,4e-05,0.000486,0.000656,0,0.00016
"X1758",16,0,0.000444,0.000843,0.000573,0.000667,0.000618,0.000617,0.009891,2.3e-05,0.000569,0.000667,0,9.2e-05
"X1759",16,0,0.000285,0.000973,0.000396,0.000592,0.000541,0.000511,0.008649,5.1e-05,0.000433,0.000649,0,0.000203
"X1760",16,0,0.000377,0.001028,0.000531,0.000687,0.000628,0.000599,0.010042,4e-05,0.000542,0.000713,0,0.000161
"X1761",16,0,0.000114,0.001323,0.000346,0.00081,0.000602,0.00057,0.009631,8.1e-05,0.00043,0.000774,0,0.000322
"X1762",16,0,1.1e-05,0.003786,0.000328,0.00151,0.001006,0.000553,0.016089,0.000253,0.000467,0.001544,1e-06,0.00101
"X1766",16,0,2.6e-05,0.002017,0.000194,0.000889,0.000666,0.000596,0.01065,0.000142,0.000363,0.000968,0,0.000568
"X1776",16,0,0.000237,0.001138,0.000388,0.000676,0.000561,0.000518,0.008982,6.4e-05,0.000426,0.000697,0,0.000255
"X1788",16,0,0.000388,0.001396,0.000456,0.000531,0.000558,0.000482,0.008928,5.9e-05,0.000432,0.000685,0,0.000237
"X1791",16,0,0.00017,0.001221,0.000339,0.000962,0.000653,0.000624,0.010448,8.9e-05,0.000464,0.000842,0,0.000355
"X1797",16,0,0.000312,0.000848,0.000412,0.00066,0.00056,0.000575,0.008953,4.4e-05,0.000466,0.000653,0,0.000176
"X1810",16,0,0.000159,0.001328,0.00022,0.000595,0.000504,0.000359,0.00806,9.1e-05,0.00031,0.000697,0,0.000363
"X1820",16,0,0.000288,0.001713,0.000419,0.000571,0.00062,0.000434,0.009923,0.000108,0.00039,0.000851,0,0.000433
"X1835",16,0,0.000343,0.000629,0.000403,0.000521,0.000469,0.000453,0.007509,2.3e-05,0.000421,0.000518,0,9.2e-05
"X1838",16,0,0.000106,0.003209,0.000211,0.00149,0.000949,0.000477,0.015182,0.000238,0.000442,0.001455,1e-06,0.000951
"X1862",16,0,0.000336,0.000624,0.000415,0.00051,0.000476,0.000486,0.007614,1.8e-05,0.000437,0.000515,0,7.3e-05
"X1867",16,0,0.000238,0.001008,0.000491,0.000649,6e-04,0.000592,0.009602,4.2e-05,0.000511,0.000689,0,0.000167
"X1868",16,0,0.000336,0.00123,0.000409,0.000899,0.000682,0.000631,0.01091,7.3e-05,0.000526,0.000837,0,0.000292
"X1876",16,0,0.000158,0.000801,0.000201,0.000347,0.000337,0.000269,0.005399,5.1e-05,0.000228,0.000447,0,0.000205
"X1885",16,0,8.8e-05,0.000223,0.000138,0.000172,0.000154,0.000156,0.00247,8e-06,0.000136,0.000172,0,3.4e-05
"X1888",16,0,0.000196,0.001054,0.000284,0.000496,0.00043,0.000418,0.006874,5.3e-05,0.000316,0.000543,0,0.000213
"X1889",16,0,0.000294,0.000954,0.000482,0.000668,0.000587,0.000573,0.009394,3.9e-05,0.000505,0.000669,0,0.000154
"X1892",16,0,0.000345,0.000831,0.000443,0.00066,0.000547,0.00054,0.008755,3.5e-05,0.000472,0.000622,0,0.00014
"X1895",16,0,0.000221,0.000582,0.000401,0.00048,0.000437,0.000434,0.006986,2.4e-05,0.000385,0.000488,0,9.7e-05
"X1900",16,0,0.000264,0.001392,0.000419,0.000874,0.000681,0.000675,0.010891,7.8e-05,0.000515,0.000847,0,0.000311
"X1904",16,0,0.000108,0.002306,0.000254,0.000757,0.000676,0.00047,0.010818,0.000169,0.000316,0.001036,0,0.000676
"X1909",16,0,0.000217,0.00056,0.000385,0.000492,0.000426,0.000422,0.006822,2.2e-05,0.000379,0.000474,0,8.9e-05
"X1911",16,0,4e-04,0.000744,0.000507,0.000594,0.000551,0.000531,0.008812,2.2e-05,0.000505,0.000597,0,8.6e-05
"X1915",16,0,0.000178,0.001175,0.000366,0.000645,0.00056,0.000482,0.008955,7.5e-05,0.000399,0.00072,0,0.000301
"X1921",16,0,0.000347,0.000526,0.000414,0.000486,0.000447,0.000448,0.007159,1.4e-05,0.000418,0.000477,0,5.5e-05
