"","nobs","NAs","Minimum","Maximum","1. Quartile","3. Quartile","Mean","Median","Sum","SE Mean","LCL Mean","UCL Mean","Variance","Stdev"
"X95",16,0,0.000289,0.00062,0.000403,0.000507,0.00045,0.000444,0.007206,2.4e-05,0.000399,0.000502,0,9.6e-05
"X105",16,0,0.000214,0.000559,0.000326,0.000447,0.00039,0.00039,0.006233,2.5e-05,0.000337,0.000442,0,9.9e-05
"X106",16,0,0.000176,0.001074,0.000293,0.00049,0.000443,0.000431,0.007084,5.4e-05,0.000327,0.000559,0,0.000218
"X140",16,0,0.000238,0.000918,0.000449,0.000731,0.000583,0.000569,0.009333,4.9e-05,0.000478,0.000688,0,0.000197
"X174",16,0,0.000303,0.000706,0.000423,0.000555,0.000491,0.000469,0.007849,2.7e-05,0.000432,0.000549,0,0.00011
"X176",16,0,0.00032,0.001091,0.000419,0.000627,0.000574,0.000556,0.009192,5.5e-05,0.000456,0.000693,0,0.000222
"X196",16,0,0.000378,0.000755,0.000448,0.000499,0.000493,0.000475,0.007886,2.5e-05,0.00044,0.000546,0,9.9e-05
"X199",16,0,0.000442,0.000827,0.000502,0.000739,0.000613,0.000573,0.009803,3.4e-05,0.000541,0.000684,0,0.000134
"X212",16,0,0.000187,0.000477,0.000296,0.000372,0.00034,0.000343,0.005435,1.8e-05,0.000301,0.000378,0,7.2e-05
"X241",16,0,0.000337,0.000492,0.000358,0.00041,0.000389,0.000388,0.006218,1e-05,0.000367,0.00041,0,4.1e-05
"X264",16,0,0.000157,0.000379,0.000219,0.000337,0.00028,0.000287,0.004487,1.7e-05,0.000243,0.000318,0,7e-05
"X265",16,0,0.000287,0.000507,0.00034,0.000393,0.000376,0.000373,0.006013,1.5e-05,0.000344,0.000407,0,5.9e-05
"X267",16,0,0.000212,0.000677,0.000315,0.000479,0.000405,0.000383,0.006481,3.4e-05,0.000333,0.000477,0,0.000136
"X279",16,0,0.000314,0.000643,0.000442,0.000604,0.000511,0.000524,0.008179,2.6e-05,0.000456,0.000566,0,0.000103
"X285",16,0,0.000171,0.001187,0.000196,0.000274,0.000295,0.000231,0.004716,6.1e-05,0.000165,0.000424,0,0.000243
"X286",16,0,0.000199,0.000601,0.000351,0.000527,0.000425,0.000438,0.006795,3.2e-05,0.000356,0.000493,0,0.000129
"X289",16,0,3.6e-05,0.001047,6.7e-05,0.000207,0.000193,0.00014,0.003093,6e-05,6.5e-05,0.000322,0,0.000242
"X324",16,0,0.00026,0.001607,0.000356,0.000948,0.00067,0.000571,0.010722,9.7e-05,0.000464,0.000876,0,0.000387
"X329",16,0,0.000189,0.001067,0.00031,0.000419,0.000405,0.000371,0.006478,4.9e-05,3e-04,0.00051,0,0.000197
"X330",16,0,0.000125,0.00199,0.000296,0.000802,0.000643,0.000511,0.010282,0.000128,0.000371,0.000915,0,0.000511
"X344",16,0,0.000139,0.000472,0.000264,0.000338,0.000305,0.000298,0.004888,2e-05,0.000263,0.000348,0,8e-05
"X365",16,0,0.000308,0.000671,0.00044,0.000591,0.000518,0.000521,0.008287,2.6e-05,0.000463,0.000573,0,0.000103
"X417",16,0,0.000305,0.000518,0.000354,0.000468,0.000406,0.000392,0.006496,1.7e-05,0.00037,0.000442,0,6.8e-05
"X436",16,0,0.000293,0.000512,0.000389,0.000441,0.000415,0.000414,0.006647,1.5e-05,0.000383,0.000448,0,6.2e-05
"X448",16,0,0.000427,0.000885,0.000487,0.000687,0.000599,0.000571,0.009578,3.5e-05,0.000523,0.000674,0,0.000141
"X463",16,0,0.000201,0.001085,0.000363,0.000916,0.000598,0.000535,0.009566,7.7e-05,0.000433,0.000763,0,0.000309
"X465",16,0,3.9e-05,0.001146,0.000464,0.000879,0.000692,0.00083,0.011076,7.6e-05,0.00053,0.000854,0,0.000304
"X471",16,0,0.000275,0.000952,0.00036,0.000458,0.000456,0.000391,0.007291,4.8e-05,0.000354,0.000557,0,0.000191
"X477",16,0,0.000306,0.00065,0.000331,0.000414,0.000399,0.000382,0.006381,2.3e-05,0.000349,0.000449,0,9.3e-05
"X484",16,0,0.000364,6e-04,0.000416,0.000484,0.000459,0.00045,0.007342,1.7e-05,0.000423,0.000495,0,6.7e-05
"X493",16,0,0.000194,0.000446,0.000239,0.00032,0.000282,0.000264,0.004513,1.7e-05,0.000246,0.000318,0,6.8e-05
"X513",16,0,0.000287,0.000797,5e-04,0.000611,0.000552,0.000572,0.008835,3.2e-05,0.000484,0.000621,0,0.000129
"X515",16,0,9e-05,0.000763,0.000176,0.000504,0.000318,0.000214,0.005081,5.2e-05,0.000206,0.000429,0,0.00021
"X517",16,0,0.00018,0.000326,0.000221,0.000272,0.000246,0.00025,0.003943,1.1e-05,0.000224,0.000269,0,4.3e-05
"X520",16,0,2.6e-05,0.000638,0.000308,0.000496,0.000377,0.000341,0.00603,3.7e-05,0.000299,0.000455,0,0.000147
"X528",16,0,0.000436,0.000929,0.000477,0.000587,0.00056,0.000534,0.008955,3.1e-05,0.000493,0.000627,0,0.000126
"X533",16,0,0.000203,0.000657,0.000347,0.00053,0.000433,0.000439,0.006935,3.2e-05,0.000366,0.000501,0,0.000127
"X535",16,0,0.000193,0.000879,0.000281,0.000359,0.000365,0.000322,0.005834,4.6e-05,0.000267,0.000462,0,0.000184
"X536",16,0,0.000456,0.000855,0.000504,0.000719,0.000609,0.000586,0.00974,3.3e-05,0.000539,0.000678,0,0.000131
"X545",16,0,0.000254,0.000489,0.000322,0.000378,0.00036,0.000348,0.005764,1.7e-05,0.000325,0.000396,0,6.7e-05
"X580",16,0,0.000245,0.001026,0.000409,0.000561,0.000541,0.000489,0.008662,5.6e-05,0.000422,0.000661,0,0.000224
"X589",16,0,0.000402,0.001859,0.000489,0.000677,0.000739,0.000606,0.011829,0.000104,0.000518,0.000961,0,0.000416
"X591",16,0,0.000202,0.000701,0.000272,0.000359,0.000343,3e-04,0.005488,3.2e-05,0.000274,0.000412,0,0.00013
"X596",16,0,5.4e-05,0.001105,0.000246,0.000604,0.000438,0.000391,0.007005,7.5e-05,0.000278,0.000597,0,0.000299
"X625",16,0,0.000336,0.001896,0.000434,0.000771,0.000702,0.000602,0.011227,1e-04,0.000489,0.000915,0,4e-04
"X644",16,0,0.000106,0.000377,0.000236,0.000311,0.000267,0.000257,0.004265,1.7e-05,0.000229,0.000304,0,7e-05
"X646",16,0,0.000105,0.000247,0.000129,0.000165,0.000154,0.000145,0.002468,1e-05,0.000133,0.000175,0,4e-05
"X654",16,0,0.000291,0.000763,0.000387,0.000595,0.000506,0.000514,0.008097,3.5e-05,0.000431,0.000581,0,0.000142
"X663",16,0,0.000315,0.001029,0.000513,0.000642,0.000574,0.000551,0.009186,4.1e-05,0.000488,0.000661,0,0.000163
"X669",16,0,0.000132,0.001134,0.000188,0.000511,0.000377,0.000295,0.006036,6.7e-05,0.000234,0.000521,0,0.00027
"X674",16,0,0.000328,0.000829,0.000422,0.000647,0.000525,0.000487,0.008399,3.4e-05,0.000453,0.000597,0,0.000136
"X725",16,0,0.000261,0.000455,0.00035,0.000396,0.000369,0.000373,0.005901,1.2e-05,0.000343,0.000395,0,4.9e-05
"X788",16,0,0.000329,0.000506,0.00036,0.000471,0.000411,0.000391,0.006583,1.5e-05,0.00038,0.000443,0,5.9e-05
"X792",16,0,0.000109,0.000698,0.000262,0.000579,0.000426,0.000477,0.006816,4.7e-05,0.000326,0.000526,0,0.000187
"X796",16,0,0.000352,0.000649,0.000408,0.000497,0.000461,0.000466,0.007374,1.9e-05,0.000421,5e-04,0,7.4e-05
"X813",16,0,0.000362,0.000528,0.000435,0.000495,0.000462,0.000464,0.007395,1.2e-05,0.000437,0.000488,0,4.8e-05
"X814",16,0,0.000148,0.004313,0.000417,0.000862,0.00082,0.000629,0.013124,0.000243,0.000303,0.001338,1e-06,0.000971
"X817",16,0,0.000241,0.00041,0.000265,0.00031,0.000293,0.000285,0.004691,1e-05,0.000272,0.000315,0,4e-05
"X820",16,0,0.000149,0.001794,0.000303,0.000751,0.000583,0.000378,0.00933,0.00011,0.000348,0.000818,0,0.000441
"X829",16,0,0.000156,0.000866,0.000307,0.000444,0.000399,0.000342,0.006385,4.7e-05,0.000298,5e-04,0,0.00019
"X831",16,0,0.00015,0.000363,0.000177,0.000284,0.000243,0.000241,0.003895,1.7e-05,0.000207,0.00028,0,6.9e-05
"X862",16,0,0.000229,0.000512,0.000318,0.000436,0.000373,0.000368,0.005965,2.2e-05,0.000326,0.00042,0,8.9e-05
"X867",16,0,0.000324,0.000529,0.000353,0.000453,0.000407,0.000397,0.006511,1.5e-05,0.000375,0.000439,0,5.9e-05
"X868",16,0,0.000278,6e-04,0.000328,0.000418,0.000385,0.000372,0.006166,2.1e-05,0.000341,0.00043,0,8.4e-05
"X869",16,0,0.000325,0.00046,0.000341,0.000408,0.00038,0.000378,0.006083,1e-05,0.000359,0.000401,0,4e-05
"X884",16,0,0.000275,0.001021,0.000364,0.00059,0.000517,0.000486,0.00828,5.2e-05,0.000407,0.000628,0,0.000207
"X886",16,0,0.000228,0.000419,0.000275,0.00036,0.000319,0.000301,0.005103,1.5e-05,0.000287,0.000351,0,6e-05
"X898",16,0,8.2e-05,0.003512,0.000179,0.000803,0.000689,0.000434,0.011025,0.00021,0.000241,0.001137,1e-06,0.00084
"X899",16,0,0.000224,0.00059,0.000388,0.000489,0.000431,0.000416,0.006903,2.1e-05,0.000387,0.000476,0,8.3e-05
"X919",16,0,3e-04,0.000607,0.000321,0.000466,0.00041,0.000371,0.006554,2.6e-05,0.000353,0.000466,0,0.000105
"X950",16,0,0.000312,0.000757,0.00037,0.000421,0.000409,0.000384,0.006549,2.5e-05,0.000356,0.000463,0,0.000101
"X951",16,0,0.000155,0.000654,0.000218,0.000276,0.000268,0.000257,0.004288,2.9e-05,0.000206,0.00033,0,0.000117
"X954",16,0,0.000145,0.001186,0.000213,0.000651,0.000472,0.000341,0.007553,8.1e-05,0.000299,0.000645,0,0.000325
"X990",16,0,0.000218,0.000564,0.000283,0.000441,0.000368,0.000362,0.005889,2.6e-05,0.000313,0.000423,0,0.000103
"X995",16,0,0.000327,0.001329,0.00039,0.000541,0.000553,0.000421,0.008845,7.7e-05,0.000388,0.000718,0,0.000309
"X997",16,0,0.000223,0.003266,0.000373,0.000833,0.000834,0.00052,0.013343,0.000213,0.000379,0.001289,1e-06,0.000854
"X1015",16,0,0.000342,0.001107,0.000558,0.000785,0.000675,0.000658,0.010798,4.6e-05,0.000576,0.000774,0,0.000186
"X1016",16,0,0.000377,0.000695,0.000405,0.000491,0.000457,0.000455,0.007308,1.9e-05,0.000416,0.000498,0,7.7e-05
"X1029",16,0,0.000324,0.000737,0.000479,0.000557,0.000517,0.000513,0.008264,2.4e-05,0.000465,0.000568,0,9.7e-05
"X1045",16,0,0.000291,0.001484,0.000395,0.000856,0.000656,0.000541,0.010492,8.5e-05,0.000475,0.000837,0,0.00034
"X1050",16,0,0.000157,0.000536,0.000313,0.000498,0.000409,0.000422,0.00655,2.7e-05,0.000351,0.000468,0,0.000109
"X1051",16,0,0.000139,0.000565,0.000205,0.000487,0.00035,0.000347,0.005599,3.8e-05,0.000268,0.000431,0,0.000153
"X1055",16,0,0.00019,0.00086,0.000248,0.000451,0.000382,0.000314,0.006106,4.9e-05,0.000277,0.000486,0,0.000196
"X1070",16,0,0.000349,0.000756,0.000416,0.000513,0.000482,0.000465,0.007709,2.4e-05,0.000431,0.000533,0,9.5e-05
"X1072",16,0,8.3e-05,0.000416,0.000189,0.000333,0.000258,0.000251,0.004135,2.5e-05,0.000206,0.000311,0,9.8e-05
"X1090",16,0,8e-05,0.000503,0.000234,0.000326,0.000277,0.000279,0.004434,2.5e-05,0.000223,0.000331,0,0.000102
"X1103",16,0,0.00037,0.000653,0.000429,0.000507,0.000475,0.000465,0.007607,1.9e-05,0.000435,0.000516,0,7.5e-05
"X1114",16,0,0.00019,0.000582,0.000273,0.000429,0.000357,0.000334,0.005718,2.8e-05,0.000297,0.000417,0,0.000113
"X1116",16,0,0.000506,0.0012,0.000586,0.000765,0.000704,0.000646,0.011269,4.7e-05,0.000604,0.000805,0,0.000188
"X1128",16,0,0.00023,0.000443,0.00029,0.000378,0.000332,0.000323,0.005315,1.7e-05,0.000296,0.000369,0,6.9e-05
"X1130",16,0,0.000298,0.000501,0.000329,0.00038,0.000366,0.00035,0.005857,1.3e-05,0.000338,0.000394,0,5.2e-05
"X1134",16,0,0.000243,0.000654,0.000322,0.000497,0.000412,0.000361,0.006593,3.3e-05,0.000341,0.000483,0,0.000133
"X1154",16,0,0.000326,0.000987,0.000515,0.00076,0.000636,0.000661,0.010177,5.2e-05,0.000526,0.000746,0,0.000207
"X1159",16,0,0.000317,0.000571,0.00038,0.000499,0.000442,0.000449,0.007067,2e-05,0.000399,0.000484,0,8e-05
"X1167",16,0,0.000348,0.000653,0.000413,0.000489,0.000467,0.000445,0.007466,2.1e-05,0.000421,0.000512,0,8.5e-05
"X1186",16,0,0.000233,0.000693,0.000303,0.000492,0.000391,0.000333,0.006263,3.4e-05,0.00032,0.000463,0,0.000134
"X1188",16,0,0.000322,0.000915,0.00036,0.000382,0.00041,0.00037,0.006561,3.5e-05,0.000336,0.000484,0,0.000139
"X1212",16,0,0.000302,0.000549,0.000371,0.000422,0.000398,0.000392,0.006373,1.4e-05,0.000369,0.000428,0,5.6e-05
"X1213",16,0,0.000296,0.000586,0.000348,0.00041,0.000389,0.000376,0.006225,1.7e-05,0.000353,0.000425,0,6.8e-05
"X1221",16,0,0.000109,0.001285,0.00029,0.000795,0.000597,0.000636,0.00955,9.4e-05,0.000396,0.000797,0,0.000376
"X1222",16,0,0.000223,0.000655,0.000358,0.000489,0.000429,0.000443,0.006869,2.9e-05,0.000368,0.000491,0,0.000115
"X1226",16,0,0.000182,0.000706,0.000325,0.000508,0.000413,0.000399,0.006607,3.7e-05,0.000335,0.000491,0,0.000147
"X1228",16,0,0.00033,0.000806,0.00037,0.000486,0.000455,0.000423,0.007273,3.1e-05,0.000388,0.000522,0,0.000126
"X1237",16,0,0.000186,0.001707,0.000337,0.000727,0.000617,0.000519,0.009875,0.000102,0.000399,0.000835,0,0.00041
"X1256",16,0,0.00029,0.000537,0.000334,0.000431,0.000388,0.000375,0.006209,1.7e-05,0.000351,0.000425,0,6.9e-05
"X1264",16,0,0.000447,0.002882,0.000661,0.001138,0.001119,0.000881,0.017899,0.00017,0.000756,0.001481,0,0.00068
"X1268",16,0,0.000239,0.000575,0.000301,0.000405,0.000369,0.000358,0.005906,2.4e-05,0.000318,0.00042,0,9.5e-05
"X1269",16,0,0.000275,0.000684,0.000348,0.000439,0.000412,0.000398,0.006591,2.3e-05,0.000363,0.000461,0,9.2e-05
"X1271",16,0,0.000363,0.00069,0.000407,0.000553,0.000486,0.00047,0.007784,2.3e-05,0.000437,0.000536,0,9.3e-05
"X1284",16,0,0.000349,0.000684,0.000389,0.000482,0.000449,0.000431,0.007178,2.2e-05,0.000402,0.000495,0,8.7e-05
"X1285",16,0,0.000338,0.000507,0.00038,0.000461,0.000419,0.000406,0.00671,1.4e-05,0.00039,0.000449,0,5.5e-05
"X1292",16,0,0.000283,0.000689,0.000311,0.000434,0.000403,0.000382,0.006447,2.9e-05,0.000341,0.000465,0,0.000117
"X1298",16,0,0.000132,0.00219,0.000269,0.000437,0.000451,0.000295,0.007214,0.00012,0.000194,0.000708,0,0.000482
"X1303",16,0,0.000288,0.000777,0.000322,0.000436,0.000399,0.000339,0.006382,3.1e-05,0.000332,0.000465,0,0.000125
"X1320",16,0,0.000314,0.000515,0.000352,0.000389,0.000384,0.000369,0.006136,1.4e-05,0.000354,0.000413,0,5.6e-05
"X1325",16,0,0.000347,0.000874,0.000373,0.000588,0.000521,0.000529,0.008339,3.6e-05,0.000445,0.000597,0,0.000143
"X1329",16,0,0.000387,0.000865,0.000474,0.000592,0.000544,0.000517,0.008711,3e-05,0.000481,0.000608,0,0.00012
"X1332",16,0,0.000288,0.000562,0.000376,0.000492,0.000435,0.000431,0.006959,2e-05,0.000392,0.000478,0,8.1e-05
"X1336",16,0,2.8e-05,0.001848,0.000149,0.000914,6e-04,0.000482,0.009592,0.000134,0.000315,0.000884,0,0.000534
"X1348",16,0,0.000366,0.000645,0.000451,0.000518,0.000488,0.000472,0.007803,1.7e-05,0.000451,0.000525,0,7e-05
"X1349",16,0,7e-05,0.000902,0.000219,0.000323,0.000309,0.000292,0.004937,4.8e-05,0.000207,0.00041,0,0.000191
"X1350",16,0,0.001867,0.004105,0.002197,0.002702,0.00262,0.002505,0.041923,0.000153,0.002295,0.002946,0,0.000611
"X1364",16,0,0.000115,0.000246,0.000154,0.000213,0.000181,0.000179,0.002893,1e-05,0.00016,0.000202,0,4e-05
"X1380",16,0,0.00017,0.000897,0.000271,0.00041,0.000368,0.000337,0.005883,4.1e-05,0.00028,0.000455,0,0.000164
"X1386",16,0,0.000356,0.000647,0.000457,0.000516,0.000493,0.00049,0.007881,1.9e-05,0.000453,0.000532,0,7.5e-05
"X1389",16,0,0.000251,0.00093,0.000479,0.000762,0.000618,0.000626,0.009889,4.8e-05,0.000516,0.000721,0,0.000192
"X1410",16,0,0.000158,0.001449,0.000287,0.000526,0.000469,0.000306,0.00751,9e-05,0.000278,0.00066,0,0.000358
"X1413",16,0,0.000296,0.000656,0.000372,0.000486,0.000437,0.000399,0.006985,2.4e-05,0.000385,0.000489,0,9.8e-05
"X1415",16,0,0.000424,0.000821,0.000473,0.00062,0.000571,0.00055,0.009136,3.2e-05,0.000503,0.000639,0,0.000127
"X1425",16,0,0.000429,0.000894,0.000481,0.000726,0.000607,0.000575,0.009708,3.9e-05,0.000524,0.00069,0,0.000156
"X1444",16,0,0.000262,0.001347,0.000391,0.000764,0.000619,0.000447,0.009902,8e-05,0.000448,0.000789,0,0.00032
"X1445",16,0,0.000348,0.000704,0.000421,0.000573,0.000503,5e-04,0.008045,2.9e-05,0.00044,0.000565,0,0.000117
"X1453",16,0,0.000265,0.00093,0.000428,0.000675,0.000558,0.000538,0.008923,4.9e-05,0.000454,0.000662,0,0.000195
"X1475",16,0,0.000278,0.000607,0.000377,0.000528,0.00045,0.00046,0.007204,2.5e-05,0.000397,0.000504,0,0.000101
"X1484",16,0,0.000249,0.000724,0.000422,0.000552,0.000493,5e-04,0.007881,3e-05,0.000429,0.000556,0,0.00012
"X1506",16,0,0.000181,0.001917,0.000273,0.000498,0.000466,0.000353,0.007461,0.000103,0.000248,0.000685,0,0.000411
"X1510",16,0,0.000247,0.000533,0.000321,0.000387,0.000359,0.000354,0.00574,1.7e-05,0.000323,0.000394,0,6.6e-05
"X1511",16,0,0.000266,0.000904,0.000353,0.000521,0.000473,0.000447,0.007565,4.2e-05,0.000384,0.000561,0,0.000166
"X1513",16,0,0.000309,0.000615,0.000346,0.000458,0.000413,0.000394,0.00661,2.1e-05,0.000369,0.000458,0,8.3e-05
"X1514",16,0,0.000342,0.00063,0.000368,0.000493,0.000441,0.000426,0.007055,2.1e-05,0.000396,0.000486,0,8.5e-05
"X1534",16,0,6.8e-05,0.001168,0.000134,0.000388,0.000315,0.000195,0.005032,7.2e-05,0.00016,0.000469,0,0.00029
"X1557",16,0,0.000375,0.000638,0.000446,0.000543,0.000487,0.000482,0.007786,1.8e-05,0.000449,0.000525,0,7.1e-05
"X1595",16,0,0.000224,0.000596,0.00026,0.000377,0.000346,0.000344,0.005535,2.6e-05,0.00029,0.000402,0,0.000105
"X1601",16,0,0.000221,0.000517,0.000301,0.000358,0.00033,0.000328,0.00528,1.9e-05,0.00029,0.00037,0,7.4e-05
"X1607",16,0,0.000204,0.000547,0.000306,0.000428,0.000359,0.000347,0.005749,2.2e-05,0.000313,0.000406,0,8.8e-05
"X1618",16,0,0.000291,0.000409,0.000308,0.000344,0.00033,0.000322,0.005272,8e-06,0.000312,0.000347,0,3.3e-05
"X1649",16,0,0.000383,0.000922,0.000424,0.000534,0.000519,0.000465,0.008304,3.9e-05,0.000435,0.000603,0,0.000157
"X1658",16,0,8e-05,0.001147,0.000432,0.000902,0.000696,0.000859,0.011134,7.9e-05,0.000528,0.000864,0,0.000315
"X1694",16,0,0.000245,0.000522,0.000299,0.000398,0.00036,0.000358,0.005756,2.1e-05,0.000316,0.000404,0,8.3e-05
"X1696",16,0,0.00022,0.000571,0.000257,0.000379,0.000328,0.000316,0.005254,2.3e-05,0.000279,0.000378,0,9.3e-05
"X1739",16,0,0.000148,0.00079,0.000197,0.000397,0.00034,0.000302,0.005439,4.7e-05,0.000239,0.000441,0,0.000189
"X1741",16,0,0.000291,0.000685,0.000317,0.000406,0.000388,0.000365,0.006206,2.6e-05,0.000332,0.000444,0,0.000105
"X1774",16,0,0.000313,0.000477,0.000363,0.000426,0.000392,0.000392,0.006269,1.2e-05,0.000366,0.000418,0,4.8e-05
"X1775",16,0,0.000262,0.00055,0.000307,0.000404,0.00036,0.000331,0.005764,2e-05,0.000318,0.000403,0,8e-05
"X1776",16,0,0.000315,0.000535,0.000339,0.000414,0.000394,0.000364,0.006296,1.9e-05,0.000353,0.000434,0,7.6e-05
"X1785",16,0,0.00037,0.000757,0.000452,0.000561,0.000511,0.000503,0.008169,2.5e-05,0.000458,0.000563,0,9.9e-05
"X1800",16,0,0.000154,0.000301,0.000194,0.000255,0.000229,0.000237,0.003671,1.1e-05,0.000207,0.000252,0,4.3e-05
"X1812",16,0,0.000262,0.000651,0.000437,0.000573,0.000495,0.000519,0.007918,2.9e-05,0.000433,0.000557,0,0.000117
"X1813",16,0,0.000175,0.000695,0.000268,0.000412,0.000367,0.000345,0.005869,3.5e-05,0.000292,0.000442,0,0.000141
"X1832",16,0,0.000222,0.000802,0.000277,0.00035,0.000345,0.00032,0.005518,3.3e-05,0.000275,0.000415,0,0.000131
"X1836",16,0,0.000313,0.000668,0.000433,0.000558,0.000491,0.000512,0.007858,2.5e-05,0.000438,0.000544,0,1e-04
"X1837",16,0,0.000257,0.000489,0.000329,0.000421,0.000364,0.000361,0.00582,1.7e-05,0.000328,0.000399,0,6.7e-05
"X1847",16,0,0.000172,0.000318,0.00024,0.00029,0.000264,0.000275,0.004218,9e-06,0.000243,0.000284,0,3.8e-05
"X1862",16,0,9.1e-05,0.000902,0.00021,0.000567,0.000401,0.000324,0.006419,6.1e-05,0.000271,0.000531,0,0.000244
"X1868",16,0,0.000211,0.000439,0.000308,0.000369,0.000338,0.000339,0.00541,1.5e-05,0.000306,0.000371,0,6.1e-05
"X1870",16,0,0.000382,0.001157,0.000555,0.000764,0.000685,0.00069,0.010958,4.8e-05,0.000582,0.000788,0,0.000193
"X1882",16,0,0.000211,0.000616,0.000475,0.000556,0.000492,0.000502,0.007876,2.5e-05,0.000438,0.000546,0,0.000102
"X1892",16,0,0.000164,0.001037,0.000299,0.000483,0.000413,0.000368,0.00661,4.9e-05,0.000308,0.000518,0,0.000197
"X1893",16,0,0.000306,0.000487,0.000357,0.000412,0.000389,0.000385,0.006227,1.2e-05,0.000363,0.000415,0,4.9e-05
"X1896",16,0,0.000237,0.000391,0.000265,0.000333,3e-04,0.000304,0.004804,1.1e-05,0.000276,0.000324,0,4.5e-05
"X1898",16,0,5e-06,0.000631,0.000351,0.000462,0.000393,0.000386,0.006284,3.5e-05,0.000319,0.000467,0,0.000139
"X1911",16,0,0.000338,0.001027,0.000431,0.000555,0.00052,0.000502,0.008314,4.1e-05,0.000433,0.000606,0,0.000162
"X1921",16,0,0.000194,0.00237,0.000248,0.000381,0.00054,0.000319,0.008646,0.000157,0.000206,0.000875,0,0.000628
"X1928",16,0,0.00033,0.001668,0.000463,0.00083,0.000691,0.00062,0.011063,8.4e-05,0.000513,0.00087,0,0.000334
"X1942",16,0,0.000356,0.000828,0.000441,0.000697,0.000574,0.000575,0.00918,3.8e-05,0.000493,0.000655,0,0.000152
"X1949",16,0,0.000278,0.000571,0.000342,0.000488,0.000411,0.000405,0.006573,2.3e-05,0.000363,0.000459,0,9e-05
"X1951",16,0,4.7e-05,0.001682,8.1e-05,0.000859,0.000531,0.000202,0.008498,0.000141,0.00023,0.000832,0,0.000565
"X1952",16,0,0.00043,0.001053,0.000679,0.000853,0.000759,0.000828,0.012143,4.4e-05,0.000666,0.000852,0,0.000175
"X1955",16,0,0.000346,0.001336,0.000522,0.000681,0.00063,0.000605,0.010087,5.7e-05,0.000509,0.000751,0,0.000227
"X1957",16,0,0.000267,0.000681,0.000389,0.000552,0.000465,0.000437,0.007443,2.8e-05,0.000405,0.000525,0,0.000113
"X1959",16,0,0.00027,0.000458,0.000289,0.000333,0.000317,0.000307,0.005078,1.2e-05,0.000292,0.000342,0,4.7e-05
"X1960",16,0,0.000295,0.000759,0.000359,0.000579,0.000476,0.00041,0.007616,3.9e-05,0.000393,0.000559,0,0.000155
"X1964",16,0,0.000415,0.001325,0.000498,0.000768,0.000662,0.000562,0.010599,6e-05,0.000534,0.00079,0,0.00024
"X1979",16,0,0.000347,0.000852,0.000394,0.000744,0.000594,0.00065,0.009506,4.7e-05,0.000494,0.000694,0,0.000188
"X1991",16,0,0.000181,0.00137,0.00023,0.00035,0.000351,0.000292,0.005619,7e-05,0.000201,0.000501,0,0.000281
"X2020",16,0,7.2e-05,0.000894,0.000127,0.000448,0.000318,0.000271,0.005093,5.8e-05,0.000195,0.000442,0,0.000231
"X2027",16,0,0.000139,0.000477,0.000232,0.000318,0.000283,0.000256,0.00453,2.2e-05,0.000236,0.000331,0,8.9e-05
"X2028",16,0,5.8e-05,0.000267,8.7e-05,0.000187,0.000146,0.000138,0.002329,1.7e-05,0.000109,0.000182,0,6.9e-05
"X2029",16,0,0.000337,0.001313,0.000543,0.000767,0.000691,0.000651,0.011062,6.3e-05,0.000557,0.000826,0,0.000252
"X2035",16,0,6.2e-05,0.000107,6.5e-05,8.8e-05,7.9e-05,7.6e-05,0.001264,4e-06,7.1e-05,8.7e-05,0,1.5e-05
"X2078",16,0,8.4e-05,0.000577,0.000195,0.000342,0.000275,0.000243,0.004407,3e-05,0.000211,0.00034,0,0.000121
"X2079",16,0,0.000468,0.001087,0.000539,0.000662,0.000632,0.000581,0.010116,4.2e-05,0.000543,0.000721,0,0.000167
"X2086",16,0,0.000216,0.000502,0.000334,0.000411,0.000364,0.000355,0.00583,1.7e-05,0.000329,4e-04,0,6.7e-05
"X2094",16,0,0.000384,0.000676,0.000467,0.000583,0.000522,0.000511,0.008359,2.1e-05,0.000477,0.000568,0,8.6e-05
"X2095",16,0,0.000548,0.001325,0.000617,0.000852,0.000759,0.000716,0.012143,4.9e-05,0.000654,0.000864,0,0.000197
"X2104",16,0,0.00018,0.000521,0.000247,0.000335,0.000299,0.000275,0.004791,2.2e-05,0.000252,0.000347,0,9e-05
"X2111",16,0,0.00019,0.001553,0.000265,0.00089,0.000626,0.000595,0.010013,0.000103,0.000406,0.000846,0,0.000413
"X2116",16,0,0.00023,0.001055,0.000309,0.000564,0.000449,0.000351,0.007181,5.3e-05,0.000337,0.000561,0,0.000211
"X2128",16,0,2.9e-05,0.000844,0.000141,0.000489,0.000337,0.000237,0.005384,6.5e-05,0.000199,0.000474,0,0.000259
"X2133",16,0,0.000262,0.001576,0.000415,0.000558,0.000539,0.000496,0.008619,7.5e-05,0.00038,0.000698,0,0.000298
"X2153",16,0,0.000152,0.000509,0.000167,0.000292,0.000255,0.000218,0.004074,2.7e-05,0.000198,0.000311,0,0.000106
"X2154",16,0,0.000306,0.000533,0.000327,0.000405,0.000374,0.000355,0.005987,1.6e-05,0.000341,0.000408,0,6.3e-05
"X2164",16,0,0.000151,0.000978,0.000232,0.00045,0.000384,0.000339,0.006146,5.2e-05,0.000274,0.000495,0,0.000207
"X2183",16,0,0.000264,0.000535,0.000327,0.000428,0.000387,0.000399,0.006189,1.7e-05,0.000351,0.000423,0,6.7e-05
