"","nobs","NAs","Minimum","Maximum","1. Quartile","3. Quartile","Mean","Median","Sum","SE Mean","LCL Mean","UCL Mean","Variance","Stdev"
"X4969",16,0,0.000151,0.001199,0.000286,0.000522,0.000468,0.000395,0.007496,7e-05,0.000319,0.000618,0,0.000281
"X4986",16,0,0.000151,0.000696,0.000196,0.000384,0.000298,0.000233,0.00477,3.8e-05,0.000217,0.00038,0,0.000153
"X5008",16,0,0.00022,0.001161,0.00032,0.000936,0.000557,0.000377,0.008907,8.7e-05,0.000371,0.000742,0,0.000348
"X5017",16,0,0.000311,0.000573,0.000341,0.000431,0.000399,0.000389,0.006381,1.8e-05,0.000361,0.000436,0,7.1e-05
"X5031",16,0,0.000266,0.001492,0.000305,0.000406,0.000423,0.000343,0.006771,7.3e-05,0.000268,0.000579,0,0.000292
"X5032",16,0,0.000374,0.000569,0.000423,0.000484,0.000453,0.000442,0.007248,1.3e-05,0.000425,0.000481,0,5.2e-05
"X5048",16,0,0.00011,0.000655,0.000162,0.000543,0.000377,0.000386,0.006027,4.9e-05,0.000273,0.00048,0,0.000194
"X5057",16,0,0.000285,0.001118,0.000398,0.000938,0.000653,0.000611,0.010442,7.5e-05,0.000494,0.000812,0,0.000298
"X5059",16,0,2.5e-05,0.001811,6.8e-05,0.000494,0.000375,0.000108,0.006001,0.000125,0.000109,0.000641,0,5e-04
"X5083",16,0,9.9e-05,0.00114,0.000202,0.000354,0.000349,0.000285,0.005578,6.5e-05,0.00021,0.000488,0,0.000261
"X5094",16,0,0.000201,0.001029,0.000273,0.000503,0.000447,0.000327,0.007158,6.8e-05,0.000303,0.000591,0,0.00027
"X5095",16,0,0.000322,0.000849,0.00042,0.000679,0.000565,0.000554,0.009042,4e-05,0.00048,0.00065,0,0.00016
"X5097",16,0,0.000186,0.001192,0.000353,0.00067,0.000553,0.000513,0.008851,7.4e-05,0.000395,0.000711,0,0.000296
"X5098",16,0,0.000275,0.000528,0.00031,0.000373,0.00036,0.000354,0.005761,1.7e-05,0.000323,0.000397,0,7e-05
"X5100",16,0,0.000237,0.000791,0.000403,0.000608,0.000508,0.000505,0.008131,3.8e-05,0.000426,0.00059,0,0.000154
"X5104",16,0,0.000375,0.000806,0.000484,0.000599,0.000553,0.000541,0.008855,2.8e-05,0.000493,0.000614,0,0.000114
"X5124",16,0,0.000374,0.000797,0.000501,6e-04,0.000556,0.000538,0.008903,2.9e-05,0.000495,0.000618,0,0.000115
"X5133",16,0,0.000125,0.000786,0.000254,0.000361,0.000324,0.000291,0.005181,3.8e-05,0.000243,0.000405,0,0.000152
"X5141",16,0,0.00024,0.001404,0.000289,0.00075,0.000524,0.000351,0.008388,8.2e-05,0.00035,0.000699,0,0.000328
"X5143",16,0,0.000151,0.000687,0.00027,0.000367,0.00034,0.000337,0.005437,3.4e-05,0.000266,0.000413,0,0.000138
"X5152",16,0,9.9e-05,0.001502,0.000262,0.000673,0.000508,0.000402,0.008133,9.3e-05,0.000311,0.000706,0,0.00037
"X5197",16,0,0.000307,0.001288,0.000434,0.000845,0.000648,0.000556,0.010376,7.4e-05,0.000492,0.000805,0,0.000295
"X5213",16,0,0.00026,0.002472,0.000438,0.000934,0.000793,0.000745,0.012684,0.00013,0.000515,0.001071,0,0.000521
"X5219",16,0,3.7e-05,0.000976,0.000115,0.000494,0.000376,0.000401,0.006021,7.2e-05,0.000222,0.000531,0,0.000289
"X5221",16,0,0.000137,0.001875,0.00065,0.001204,0.000901,0.000875,0.014418,0.00011,0.000667,0.001135,0,0.000439
"X5245",16,0,0.000321,0.001223,0.000392,0.000537,0.000534,0.000492,0.008541,5.5e-05,0.000417,0.000651,0,0.000219
"X5249",16,0,7.4e-05,0.001438,0.000502,0.000976,0.00074,0.000828,0.011832,0.000107,0.00051,0.000969,0,0.00043
"X5253",16,0,0.000295,0.000882,0.000363,0.000811,0.000557,0.000477,0.008916,5.6e-05,0.000438,0.000676,0,0.000223
"X5255",16,0,0.000302,0.000496,0.000317,0.000395,0.000362,0.000358,0.00579,1.4e-05,0.000333,0.000391,0,5.5e-05
"X5260",16,0,0.000243,0.000962,0.000391,0.000588,0.000485,0.000466,0.007755,4.4e-05,0.000391,0.000578,0,0.000175
"X5273",16,0,0.000186,0.000776,0.000333,0.000462,0.000409,0.000403,0.006547,3.8e-05,0.000327,0.000491,0,0.000154
"X5299",16,0,0.000283,0.00151,0.000328,0.000582,5e-04,0.000394,0.008001,7.6e-05,0.000338,0.000662,0,0.000305
"X5301",16,0,0.000517,0.001632,0.000628,0.001021,0.000861,0.000745,0.01378,8.2e-05,0.000687,0.001035,0,0.000327
"X5304",16,0,2.2e-05,0.002119,1e-04,0.001173,0.000619,0.000274,0.009903,0.000168,0.000262,0.000976,0,0.00067
"X5308",16,0,0.000192,0.000661,0.00034,0.000473,0.000418,0.000416,0.006687,3e-05,0.000354,0.000482,0,0.00012
"X5312",16,0,0.000239,0.000724,0.000313,0.000446,0.000396,0.000379,0.006335,3.2e-05,0.000328,0.000464,0,0.000127
"X5320",16,0,0.000446,0.000725,0.000554,0.000624,0.000592,0.000597,0.009477,1.8e-05,0.000554,0.00063,0,7.1e-05
"X5359",16,0,0.000304,0.000706,0.000393,0.000518,0.000465,0.000441,0.007436,3e-05,0.000401,0.000528,0,0.000119
"X5369",16,0,0.000397,0.001867,0.000528,0.001297,0.000934,0.000802,0.014948,0.00012,0.000678,0.00119,0,0.00048
"X5370",16,0,0.00031,0.000639,0.000375,0.000449,0.000433,0.000395,0.006929,2.5e-05,0.000379,0.000487,0,0.000101
"X5371",16,0,0.000335,0.000558,0.00038,0.000463,0.000427,0.000419,0.006832,1.6e-05,0.000393,0.000461,0,6.3e-05
"X5372",16,0,0.000323,0.000527,0.000382,0.000469,0.00042,0.000417,0.006717,1.5e-05,0.000388,0.000451,0,5.9e-05
"X5374",16,0,0.000404,0.000729,0.000433,0.000604,0.000524,0.000505,0.008379,2.6e-05,0.000468,0.000579,0,0.000104
"X5378",16,0,0.000286,0.000962,0.000358,0.000561,0.000491,0.000471,0.007858,4.5e-05,0.000396,0.000586,0,0.000179
"X5384",16,0,0.000555,0.002131,0.000746,0.001468,0.001113,0.00093,0.017808,0.000129,0.000839,0.001387,0,0.000515
"X5395",16,0,0.00011,0.001513,0.000199,0.000651,0.000459,0.000294,0.00734,9.5e-05,0.000256,0.000662,0,0.000381
"X5412",16,0,0.000322,0.000507,0.000356,0.00043,0.000397,0.000399,0.006355,1.3e-05,0.00037,0.000424,0,5.1e-05
"X5421",16,0,0.000285,0.000918,0.000362,0.000553,0.000473,0.000412,0.007575,4.2e-05,0.000384,0.000563,0,0.000169
"X5427",16,0,0.000314,0.000549,0.000385,0.000472,0.000424,0.000434,0.006789,1.6e-05,0.00039,0.000459,0,6.5e-05
"X5432",16,0,0.000257,0.000881,0.000337,0.000571,0.000491,0.000464,0.007864,5.1e-05,0.000383,6e-04,0,0.000203
"X5441",16,0,0.000424,0.000987,0.000488,0.000764,0.000641,0.000664,0.010259,4.2e-05,0.000551,0.000731,0,0.000169
"X5451",16,0,0.000342,0.000686,0.000438,0.000537,0.000499,0.000478,0.007985,2.6e-05,0.000443,0.000555,0,0.000105
"X5466",16,0,0.000259,0.000573,0.000283,0.000358,0.00034,0.000309,0.005443,2.2e-05,0.000294,0.000386,0,8.7e-05
"X5473",16,0,0.000211,0.000674,0.000347,0.000533,0.000441,0.000432,0.007062,3.6e-05,0.000365,0.000518,0,0.000143
"X5475",16,0,0.000209,0.000415,0.000267,0.000305,0.000286,0.000282,0.00457,1.2e-05,0.000261,0.000311,0,4.7e-05
"X5480",16,0,0.000345,0.000569,0.000369,0.00044,0.000411,0.000403,0.006582,1.4e-05,0.000381,0.000442,0,5.7e-05
"X5481",16,0,0.000222,0.000479,0.000289,0.000385,0.000342,0.00034,0.005478,2e-05,3e-04,0.000385,0,8e-05
"X5482",16,0,0.000311,0.001862,0.000659,0.00094,0.000844,0.000713,0.013503,0.000106,0.000617,0.001071,0,0.000426
"X5492",16,0,0.000226,0.000776,0.000285,0.000435,0.000392,0.000356,0.006273,3.9e-05,0.00031,0.000474,0,0.000154
"X5493",16,0,0.000259,0.000511,0.000299,0.000445,0.00038,0.000364,0.006075,2.3e-05,0.000331,0.000428,0,9.1e-05
"X5496",16,0,0.000258,0.000689,0.000313,0.000424,0.000392,0.000355,0.006278,3.2e-05,0.000324,0.000461,0,0.000128
"X5498",16,0,0.000335,0.001536,0.000561,0.000979,0.000804,0.000653,0.012872,9e-05,0.000612,0.000997,0,0.000361
"X5509",16,0,0.000204,0.001114,0.000321,0.00049,0.000437,0.000356,0.00699,5.8e-05,0.000314,0.00056,0,0.000231
"X5518",16,0,0.000296,0.000654,0.000409,0.000527,0.000472,0.000475,0.007556,2.2e-05,0.000425,0.000519,0,8.8e-05
"X5529",16,0,0.000134,0.000594,0.000179,0.000419,0.000295,0.000264,0.004722,3.7e-05,0.000217,0.000373,0,0.000146
"X5576",16,0,0.000179,0.000555,0.000278,0.000464,0.000366,0.000367,0.005858,2.9e-05,0.000303,0.000429,0,0.000118
"X5578",16,0,0.000126,0.000728,0.000233,0.000364,0.000315,0.000277,0.005033,3.6e-05,0.000238,0.000391,0,0.000144
"X5581",16,0,0.000298,0.000687,0.000448,0.000575,0.000511,0.000517,0.008174,2.4e-05,0.000459,0.000563,0,9.7e-05
"X5583",16,0,0.000293,0.000773,0.000407,0.000645,0.000504,0.000496,0.00807,3.8e-05,0.000423,0.000585,0,0.000152
"X5585",16,0,0.000255,0.000464,0.000305,0.000367,0.000343,0.000347,0.005482,1.3e-05,0.000314,0.000371,0,5.4e-05
"X5593",16,0,0.000265,0.000574,0.000335,0.000372,0.000368,0.000355,0.005895,1.7e-05,0.000332,0.000405,0,6.8e-05
"X5597",16,0,0.000108,0.000734,0.000199,0.000372,0.00031,0.000289,0.004953,4.1e-05,0.000222,0.000397,0,0.000164
"X5600",16,0,0.000322,0.000597,0.000458,0.000548,0.000492,0.000492,0.00787,1.8e-05,0.000453,0.000531,0,7.4e-05
"X5603",16,0,0.000213,0.000389,0.000253,0.000342,0.000299,0.000294,0.004788,1.4e-05,0.00027,0.000329,0,5.5e-05
"X5636",16,0,8.1e-05,0.000877,0.000123,0.000321,0.000251,0.000187,0.004014,5.2e-05,0.00014,0.000362,0,0.000209
"X5641",16,0,0.000247,0.000535,0.000349,0.000481,0.000407,0.000405,0.006513,2.3e-05,0.000359,0.000455,0,9.1e-05
"X5668",16,0,0.000103,0.000693,0.00038,0.000621,0.000481,0.000475,0.007698,4.1e-05,0.000393,0.000569,0,0.000165
"X5687",16,0,0.000222,0.001031,0.000438,0.000619,0.00055,0.000522,0.008803,5.7e-05,0.000428,0.000672,0,0.000229
"X5693",16,0,0.000211,0.001241,0.000315,0.000497,0.000493,0.00042,0.007896,7.1e-05,0.000343,0.000644,0,0.000283
"X5694",16,0,0.000153,0.000649,0.000245,0.000356,0.000318,0.000307,0.005095,3e-05,0.000255,0.000382,0,0.000119
"X5695",16,0,0.00031,0.001391,0.000484,0.000902,0.000765,0.000798,0.01224,8.3e-05,0.000589,0.000941,0,0.000331
"X5714",16,0,6.7e-05,0.00085,0.000268,0.00056,0.000443,0.000467,0.007082,5.2e-05,0.000331,0.000554,0,0.000209
"X5716",16,0,0.000259,0.000565,0.00037,0.000479,0.000424,0.000408,0.00679,2.1e-05,0.00038,0.000469,0,8.4e-05
"X5717",16,0,0.000251,0.000462,0.00027,0.000385,0.000337,0.000324,0.005399,1.7e-05,0.000301,0.000374,0,6.8e-05
"X5722",16,0,0.000248,0.000602,0.000375,0.000506,0.000437,0.000448,0.006985,2.6e-05,0.00038,0.000493,0,0.000106
"X5723",16,0,0.000101,0.000601,0.000262,0.000379,0.00032,0.000308,0.005124,2.9e-05,0.000258,0.000383,0,0.000118
"X5726",16,0,0.000268,0.000506,0.000335,0.000415,0.000378,0.000383,0.006056,1.8e-05,0.000341,0.000416,0,7.1e-05
"X5727",16,0,0.000466,0.001246,0.000697,0.000917,0.00081,0.000753,0.012967,4.9e-05,0.000705,0.000916,0,0.000198
"X5730",16,0,0.000383,0.000822,0.000532,0.000637,0.000591,0.000583,0.009459,3.1e-05,0.000525,0.000658,0,0.000125
"X5732",16,0,0.000219,0.000787,0.000298,0.000501,0.000423,0.000421,0.006761,4.2e-05,0.000332,0.000513,0,0.000169
"X5741",16,0,1.4e-05,0.001953,3.4e-05,0.000334,0.000356,5.6e-05,0.005698,0.000145,4.6e-05,0.000666,0,0.000581
"X5770",16,0,0.000268,0.00103,0.000469,0.000665,0.000565,0.000556,0.009043,4.8e-05,0.000463,0.000667,0,0.000192
"X5772",16,0,0.00026,0.001113,0.000316,0.00045,0.000415,0.000355,0.006636,5e-05,0.000308,0.000521,0,2e-04
"X5783",16,0,0.000236,0.00096,0.000301,0.00046,0.000426,0.000365,0.00682,5e-05,0.00032,0.000533,0,2e-04
"X5792",16,0,8.5e-05,0.000777,0.000377,0.000606,0.000498,0.000495,0.007971,4.6e-05,0.000401,0.000596,0,0.000183
"X5797",16,0,0.000183,0.001077,0.00033,0.000679,0.000536,0.000557,0.008576,6.2e-05,0.000405,0.000667,0,0.000247
"X5800",16,0,0.00026,0.000706,0.00043,0.000539,0.000488,0.00047,0.007805,3.1e-05,0.000422,0.000553,0,0.000123
"X5805",16,0,0.000193,0.000459,0.00026,0.000355,0.000305,0.000297,0.004874,1.8e-05,0.000267,0.000342,0,7.1e-05
"X5814",16,0,0.00019,0.00054,0.000251,0.000385,0.000321,0.000307,0.005133,2.5e-05,0.000267,0.000374,0,0.000101
"X5835",16,0,0.000288,0.000973,0.000357,0.000553,0.000489,0.000449,0.007819,4.6e-05,0.00039,0.000588,0,0.000186
"X5852",16,0,0.000245,0.001228,0.000367,0.00076,0.000629,0.00062,0.010069,7e-05,0.00048,0.000779,0,0.000281
"X5859",16,0,0.000183,0.000341,0.00025,0.000294,0.000267,0.000267,0.004276,1e-05,0.000247,0.000288,0,3.9e-05
"X5862",16,0,0.000286,0.000558,0.000362,0.000473,0.000416,0.000424,0.006657,2e-05,0.000374,0.000458,0,7.9e-05
"X5867",16,0,0.000283,0.000573,0.000403,0.000521,0.000455,0.000452,0.007281,2.2e-05,0.000408,0.000502,0,8.8e-05
"X5869",16,0,0.00021,0.000526,0.000289,0.000429,0.000365,0.000384,0.005836,2.5e-05,0.000312,0.000417,0,9.8e-05
"X5882",16,0,0.000278,0.000628,0.000397,0.000511,0.000459,0.000462,0.007349,2.1e-05,0.000414,0.000505,0,8.6e-05
"X5883",16,0,0.000225,0.001005,0.000359,0.000528,0.000483,0.000429,0.007723,5.2e-05,0.000372,0.000593,0,0.000207
"X5885",16,0,0.000149,0.001091,0.000446,0.000762,0.000579,0.000507,0.009272,5.9e-05,0.000455,0.000704,0,0.000234
"X5895",16,0,0.000286,0.000688,0.000321,0.000553,0.000436,0.000392,0.006976,3.5e-05,0.000362,0.00051,0,0.000139
"X5912",16,0,0.000139,0.000479,2e-04,0.000369,0.000284,0.000262,0.004539,2.5e-05,0.00023,0.000337,0,0.000101
"X5919",16,0,0.000107,0.001019,0.000244,0.000801,0.000528,5e-04,0.008445,7.4e-05,0.00037,0.000685,0,0.000296
"X5931",16,0,0.00028,0.000639,0.000354,0.000506,0.000418,0.000383,0.006682,2.6e-05,0.000362,0.000474,0,0.000105
"X5932",16,0,0.000184,0.001815,0.00062,0.001179,0.00095,0.000995,0.015204,0.000119,0.000697,0.001203,0,0.000475
"X5970",16,0,0.000193,6e-04,0.000368,0.000543,0.000448,0.000459,0.007166,3e-05,0.000384,0.000511,0,0.000119
"X5971",16,0,0.000261,0.006866,0.00028,0.000386,0.000746,0.00035,0.011929,0.000408,-0.000125,0.001616,3e-06,0.001633
"X5972",16,0,0.000238,0.000963,0.000425,0.000711,0.000556,0.000538,0.008902,5e-05,0.000449,0.000664,0,0.000202
"X5973",16,0,0.000203,0.000635,0.000341,0.000464,0.000419,0.000419,0.00671,2.8e-05,0.000359,0.00048,0,0.000114
"X6003",16,0,0.000219,0.000991,0.000417,0.00062,0.000538,0.000527,0.008614,5.3e-05,0.000426,0.000651,0,0.00021
"X6014",16,0,0.000294,0.000854,0.000374,0.000476,0.000447,0.000438,0.007159,3.1e-05,0.000381,0.000514,0,0.000125
"X6019",16,0,0.000158,0.001132,0.00021,0.000762,0.000542,0.000508,0.008671,8.1e-05,0.000369,0.000715,0,0.000325
"X6029",16,0,0.000277,0.000563,0.000377,0.000501,0.000439,0.00044,0.007024,2.2e-05,0.000392,0.000486,0,8.8e-05
"X6030",16,0,0.000384,0.00088,0.000423,0.000583,0.000531,0.000503,0.008496,3.5e-05,0.000457,0.000605,0,0.000139
"X6052",16,0,0.000192,0.000502,0.000348,0.000427,0.000369,0.000373,0.005908,2.1e-05,0.000324,0.000414,0,8.4e-05
"X6065",16,0,8e-05,0.000635,0.000253,0.000412,0.000341,0.00032,0.005461,3.5e-05,0.000266,0.000417,0,0.000141
"X6066",16,0,0.000282,0.000927,0.000463,0.000636,0.000584,0.00058,0.009344,5e-05,0.000477,0.000691,0,2e-04
"X6067",16,0,0.00017,0.000592,0.000238,0.000352,0.00031,0.000298,0.004959,2.6e-05,0.000255,0.000365,0,0.000102
"X6083",16,0,0.000271,0.000923,0.000347,0.000469,0.000438,0.000402,0.007004,3.9e-05,0.000355,0.000521,0,0.000155
"X6110",16,0,0.000233,0.000772,0.000371,0.000464,0.000419,0.000395,0.006702,3.1e-05,0.000353,0.000485,0,0.000124
"X6111",16,0,0.000264,0.00049,0.000311,0.00038,0.00036,0.000363,0.005765,1.5e-05,0.000327,0.000393,0,6.2e-05
"X6119",16,0,0.000319,0.001276,0.000567,0.000826,0.000743,0.000744,0.011893,6.6e-05,0.000602,0.000885,0,0.000266
"X6136",16,0,0.000314,0.000678,0.000332,0.000412,0.000388,0.000363,0.006215,2.3e-05,0.00034,0.000437,0,9.1e-05
"X6139",16,0,0.000379,0.000985,0.000443,0.000623,0.000547,0.000511,0.008753,3.9e-05,0.000464,0.00063,0,0.000155
"X6140",16,0,0.000315,0.000791,0.00035,0.000559,0.000465,0.000414,0.007446,3.7e-05,0.000387,0.000543,0,0.000146
"X6143",16,0,9.1e-05,0.001379,0.000266,0.000629,0.000475,0.000413,0.007592,8.5e-05,0.000294,0.000655,0,0.000338
"X6144",16,0,0.000158,0.000856,0.000493,0.000772,0.000603,0.000662,0.009651,5.1e-05,0.000494,0.000712,0,0.000204
"X6171",16,0,0.000122,0.001086,0.000188,0.000302,0.000331,0.000248,0.0053,6.5e-05,0.000193,0.00047,0,0.00026
"X6190",16,0,0.000258,0.002296,0.000306,0.000604,0.00057,0.000524,0.009123,0.000121,0.000311,0.000829,0,0.000486
"X6195",16,0,0.000219,0.000419,0.000312,0.000363,0.000334,0.00034,0.005347,1.4e-05,0.000304,0.000365,0,5.7e-05
"X6197",16,0,0.000215,0.000535,0.000239,0.000387,0.000328,0.000334,0.005252,2.3e-05,0.00028,0.000377,0,9.1e-05
"X6200",16,0,0.000293,0.000697,0.00032,0.000455,0.000412,4e-04,0.006588,2.7e-05,0.000353,0.00047,0,0.00011
"X6201",16,0,0.000283,0.000771,0.000338,0.000429,4e-04,4e-04,0.006401,2.9e-05,0.000339,0.000461,0,0.000115
"X6217",16,0,8e-06,0.002343,0.000701,0.001474,0.001132,0.000952,0.018112,0.000163,0.000784,0.00148,0,0.000654
"X6224",16,0,0.000303,0.000553,0.000379,0.000437,0.000409,0.000399,0.006539,1.4e-05,0.000379,0.000438,0,5.6e-05
"X6239",16,0,0.000103,0.002122,0.000167,0.000425,0.000471,0.00026,0.007544,0.000147,0.000157,0.000786,0,0.000589
"X6242",16,0,0.000143,0.000709,0.000209,0.000543,0.000378,0.000304,0.006054,4.9e-05,0.000273,0.000484,0,0.000198
"X6249",16,0,0.000358,0.001257,0.00043,0.000703,0.00059,0.000525,0.009443,5.8e-05,0.000467,0.000713,0,0.000231
"X6250",16,0,0.000347,0.001113,0.000537,0.000761,0.000691,0.000684,0.011056,5.4e-05,0.000577,0.000805,0,0.000214
"X6259",16,0,0.000248,0.000353,0.000288,0.000327,0.000306,0.000298,0.004902,8e-06,0.00029,0.000323,0,3.1e-05
"X6260",16,0,0.000239,8e-04,0.000303,0.000506,0.000407,0.000332,0.006506,3.8e-05,0.000326,0.000487,0,0.000151
"X6265",16,0,0.000206,0.001067,0.000413,0.000684,0.000582,0.000604,0.009305,5.9e-05,0.000456,0.000707,0,0.000236
"X6266",16,0,0.00018,0.000714,0.000278,0.000474,4e-04,0.000401,0.006401,3.5e-05,0.000325,0.000475,0,0.000142
"X6273",16,0,0.000254,0.000469,0.000295,0.000387,0.000347,0.000339,0.005558,1.8e-05,0.000309,0.000386,0,7.2e-05
"X6283",16,0,0.000597,0.00179,0.000781,0.001257,0.001018,0.000923,0.01629,8e-05,0.000849,0.001188,0,0.000318
"X6286",16,0,0.000139,8e-04,0.000355,0.000517,0.00045,0.000491,0.007194,4.2e-05,0.000359,0.00054,0,0.000169
"X6288",16,0,0.000182,0.001112,0.000296,0.000611,0.000524,0.000464,0.008377,7.2e-05,0.000369,0.000678,0,0.00029
"X6296",16,0,0.000128,0.001007,0.000281,0.000548,0.000483,0.000433,0.007721,6.6e-05,0.000342,0.000623,0,0.000264
"X6305",16,0,6.4e-05,0.001918,0.000112,0.000394,0.000419,0.000208,0.006698,0.000129,0.000145,0.000693,0,0.000514
"X6325",16,0,0.000227,0.000965,0.000382,0.00069,0.000557,0.000524,0.008912,5.5e-05,0.000439,0.000675,0,0.000222
"X6328",16,0,9.8e-05,0.000557,0.000344,0.00039,0.000373,0.000367,0.005975,2.5e-05,0.00032,0.000427,0,1e-04
"X6336",16,0,0.000308,0.000522,0.000353,0.000464,0.000411,0.000399,0.006581,1.8e-05,0.000374,0.000449,0,7.1e-05
"X6349",16,0,5.2e-05,0.000799,0.000228,0.000543,0.000413,0.000419,0.006601,5.6e-05,0.000292,0.000533,0,0.000225
"X6351",16,0,1.3e-05,0.000119,3.1e-05,7.8e-05,5.7e-05,5.3e-05,0.000913,8e-06,4e-05,7.4e-05,0,3.2e-05
"X6365",16,0,0.000304,0.000599,0.000401,0.000506,0.000455,0.000458,0.007287,2.2e-05,0.000409,0.000502,0,8.7e-05
"X6373",16,0,0.000214,0.000499,0.000329,0.000426,0.000376,0.000394,0.006013,2.1e-05,0.000332,0.00042,0,8.2e-05
"X6382",16,0,0.000131,0.001507,0.000319,0.000908,0.000683,0.000653,0.010931,0.000105,0.000458,0.000908,0,0.000422
"X6389",16,0,3.1e-05,0.000737,0.000185,0.000525,0.000361,0.000361,0.005769,5.5e-05,0.000244,0.000477,0,0.000219
"X6390",16,0,0.000261,0.000643,0.000283,0.000492,0.000402,0.000377,0.006424,3.3e-05,0.000332,0.000471,0,0.00013
"X6394",16,0,0.000235,0.000574,0.00029,0.000391,0.000352,0.000331,0.005629,2.2e-05,0.000305,0.000398,0,8.7e-05
"X6395",16,0,0.000263,0.000478,0.000341,0.000406,0.000375,0.000376,0.005997,1.4e-05,0.000344,0.000405,0,5.7e-05
"X6403",16,0,0.000234,0.000425,0.000256,0.000389,0.000319,0.000294,0.005111,1.7e-05,0.000282,0.000357,0,7e-05
"X6404",16,0,0.000326,0.000988,0.000365,0.000581,0.000514,0.000518,0.008228,4.3e-05,0.000423,0.000606,0,0.000171
"X6439",16,0,0.000123,0.000804,0.000245,0.000406,0.000345,0.000326,0.005515,4.1e-05,0.000257,0.000433,0,0.000165
"X6441",16,0,0.000146,0.001362,0.000274,0.000473,0.000414,0.000336,0.00662,7.2e-05,0.00026,0.000567,0,0.000288
"X6451",16,0,0.000279,0.000425,0.000309,0.000353,0.000338,0.000331,0.0054,1.1e-05,0.000315,0.00036,0,4.2e-05
"X6452",16,0,0.00032,0.000584,0.000361,0.00042,0.000412,0.000406,0.006584,1.8e-05,0.000374,0.000449,0,7e-05
"X6476",16,0,0.000466,0.001209,0.000607,0.00078,0.000727,0.000661,0.011628,4.9e-05,0.000623,0.000831,0,0.000195
"X6486",16,0,4.1e-05,0.00069,0.00013,0.000489,0.000353,0.000415,0.005643,5.6e-05,0.000234,0.000472,0,0.000223
"X6492",16,0,0.000307,0.000623,0.000359,0.000503,0.000433,0.00041,0.006925,2.5e-05,0.00038,0.000486,0,9.9e-05
"X6493",16,0,0.00017,0.000663,0.000275,0.000435,0.000358,0.000331,0.005729,3.2e-05,0.000289,0.000427,0,0.00013
"X6495",16,0,0.000116,0.000837,0.000222,0.000433,0.00037,0.000332,0.005915,5.2e-05,0.000259,0.000481,0,0.000208
"X6508",16,0,0.000152,0.000421,0.000246,0.000299,0.000278,0.000285,0.004449,1.4e-05,0.000248,0.000308,0,5.6e-05
"X6509",16,0,0.000252,0.000539,0.000365,0.000455,0.000405,0.000394,0.006476,1.8e-05,0.000366,0.000444,0,7.3e-05
"X6510",16,0,0.00027,0.000962,0.000326,0.000455,0.000413,0.000356,0.006603,4.2e-05,0.000323,0.000502,0,0.000167
"X6512",16,0,7.8e-05,0.000712,0.000148,0.000467,0.000314,0.000305,0.005023,5.1e-05,0.000206,0.000422,0,0.000203
"X6514",16,0,0.000137,8e-04,0.000278,0.000439,0.000388,0.000339,0.006209,4.5e-05,0.000292,0.000485,0,0.000181
"X6523",16,0,0.000243,0.000541,0.000254,0.000377,0.000326,0.000314,0.005219,2e-05,0.000283,0.000369,0,8.1e-05
"X6524",16,0,0.000225,0.000385,0.000269,0.000327,0.000298,0.000288,0.004767,1.2e-05,0.000273,0.000323,0,4.6e-05
"X6533",16,0,0.000151,0.000807,0.000324,0.000584,0.000485,0.00049,0.007758,4.8e-05,0.000383,0.000587,0,0.000191
"X6564",16,0,0.000244,0.000589,0.000337,0.000514,0.000415,0.000404,0.006637,2.7e-05,0.000356,0.000473,0,0.000109
"X6579",16,0,0.000159,0.000824,0.000212,0.000393,0.00036,0.000264,0.005766,5.5e-05,0.000242,0.000478,0,0.000221
"X6580",16,0,0.000227,0.000937,0.000292,0.000602,0.000482,0.000439,0.007716,5.7e-05,0.000361,0.000603,0,0.000227
"X6583",16,0,0.00025,0.00053,0.000317,0.000425,0.000375,0.000361,0.005995,2.1e-05,0.000329,0.00042,0,8.5e-05
"X6611",16,0,0.00012,0.029995,0.000156,0.000272,0.003511,0.00018,0.056173,0.002277,-0.001342,0.008364,8.3e-05,0.009108
"X6614",16,0,0.00022,0.000463,0.000254,0.000351,0.000316,0.000295,0.005059,2e-05,0.000274,0.000359,0,7.9e-05
"X6626",16,0,0.000364,0.001654,0.00058,0.001252,0.000871,0.000751,0.01393,9.4e-05,0.00067,0.001071,0,0.000376
"X6658",16,0,0.000253,0.000591,0.000349,0.000494,0.000408,0.000375,0.006526,2.6e-05,0.000353,0.000463,0,0.000103
"X6660",16,0,0.000305,0.000538,0.000359,0.000441,0.000405,0.000394,0.006473,1.5e-05,0.000372,0.000437,0,6.1e-05
"X6664",16,0,0.00031,0.00046,0.000345,0.000406,0.000372,0.000352,0.005946,1.1e-05,0.000349,0.000395,0,4.3e-05
"X6680",16,0,0.000224,0.000892,0.000352,0.000706,0.000511,0.00042,0.008182,5.7e-05,0.00039,0.000633,0,0.000228
"X6707",16,0,4.9e-05,0.001183,0.000268,0.00058,0.000449,0.000404,0.007184,7e-05,0.000299,0.000599,0,0.000281
"X6713",16,0,0.000184,0.000685,0.000354,0.000533,0.000443,0.000437,0.007088,3.4e-05,0.000371,0.000515,0,0.000136
"X6716",16,0,0.000245,0.000645,0.000388,0.00051,0.000442,0.000446,0.007073,2.4e-05,0.00039,0.000494,0,9.7e-05
"X6720",16,0,0.000201,0.001766,0.000282,0.000527,0.000493,0.000368,0.007891,9.6e-05,0.000289,0.000697,0,0.000383
