"","foldChanges"
"X15",0.826401446654611
"X60",1.04545454545455
"X63",1.08055009823183
"X89",1.22485207100592
"X96",1.00883002207506
"X105",1.364
"X123",0.885098743267504
"X140",0.561497326203209
"X152",1.04931972789116
"X164",0.242506811989101
"X185",1.36568848758465
"X188",0.965454545454545
"X201",0.835897435897436
"X222",0.849152542372881
"X224",0.573109243697479
"X232",1.02414486921529
"X233",0.732365145228216
"X298",0.5216
"X299",0.705882352941176
"X330",1.10597302504817
"X347",0.755148741418764
"X349",2.38405797101449
"X360",1.24
"X373",1.04772234273319
"X376",0.642140468227425
"X385",1.26292134831461
"X418",0.781990521327014
"X421",0.295676429567643
"X432",1.06949806949807
"X434",0.138268156424581
"X436",0.946078431372549
"X461",1.18619246861925
"X465",0.979020979020979
"X484",1.02309058614565
"X511",0.852652259332023
"X512",1.35077519379845
"X515",2.16176470588235
"X516",1.1049504950495
"X524",0.582706766917293
"X529",0.471169686985173
"X534",1.07246376811594
"X543",3.9037037037037
"X549",1.16926503340757
"X552",0.797348484848485
"X575",0.873661670235546
"X578",0.653558052434457
"X599",0.635048231511254
"X628",10
"X638",1.07881773399015
"X647",0.799163179916318
"X662",1.10547667342799
"X663",0.932989690721649
"X673",0.806818181818182
"X676",0.598319327731092
"X691",0.778093883357041
"X707",1.28952042628774
"X722",1.02003338898164
"X725",0.340590979782271
"X749",1.39540229885057
"X750",0.765217391304348
"X755",0.872495446265938
"X766",1.04448742746615
"X804",0.847368421052632
"X813",1.15028901734104
"X814",2.27586206896552
"X815",0.357142857142857
"X844",1.07101727447217
"X852",1.78330019880716
"X859",1.04026845637584
"X864",0.856401384083045
"X867",1.47648902821317
"X868",1.15850815850816
"X887",0.855949895615866
"X890",0.775894538606403
"X893",0.980039920159681
"X897",1
"X902",1.04883227176221
"X913",0.3198127925117
"X933",0.504065040650406
"X945",0.751098096632504
"X950",0.018348623853211
"X968",1.23834196891192
"X969",0.464839094159714
"X989",18.4444444444444
"X999",1.14048059149723
"X1000",2.44396551724138
"X1012",1.19047619047619
"X1029",0.88195991091314
"X1041",0.885775862068966
"X1056",0.905241935483871
"X1058",0.827852998065764
"X1059",3.55405405405405
"X1060",0.728448275862069
"X1063",1.03691813804173
"X1073",0.107407407407407
"X1075",0.575539568345324
"X1077",0.0978520286396181
"X1079",0.961119751166407
"X1084",2.03460207612457
"X1088",0.988662131519275
"X1101",0.285551763367463
"X1103",1.40425531914894
"X1113",0.644144144144144
"X1117",1.44230769230769
"X1146",0.193637621023513
"X1148",1.24957555178268
"X1151",1.34952978056426
