"","foldChanges"
"X15",0.980072463768116
"X60",0.96943231441048
"X63",0.962450592885375
"X89",1.05490196078431
"X96",0.924242424242424
"X105",1.01188118811881
"X123",0.96969696969697
"X140",0.900952380952381
"X152",1.15946843853821
"X164",1.19148936170213
"X185",1.09090909090909
"X188",0.974452554744526
"X201",0.768695652173913
"X222",1.15853658536585
"X224",0.899328859060403
"X232",0.971887550200803
"X233",1.01956947162427
"X298",1.06006493506494
"X299",0.821052631578947
"X330",0.911937377690802
"X347",1.00943396226415
"X349",1.02996254681648
"X360",1.01328903654485
"X373",0.932059447983015
"X376",0.978792822185971
"X385",1.01324503311258
"X418",1.10779816513761
"X421",1.1718963165075
"X432",1.11890838206628
"X434",0.97317436661699
"X436",1.18657937806874
"X461",0.90356394129979
"X465",0.909734513274336
"X484",0.94054054054054
"X511",0.940839694656488
"X512",0.883365200764818
"X515",1.06857142857143
"X516",1.02169625246548
"X524",0.783088235294118
"X529",1.14951768488746
"X534",1.30861723446894
"X543",1.13466334164589
"X549",1.00437636761488
"X552",1.02985074626866
"X575",1.25316455696203
"X578",0.706422018348624
"X599",0.866559485530547
"X628",0.98876404494382
"X638",1.09836065573771
"X647",0.907103825136612
"X662",1.10204081632653
"X663",0.96875
"X673",1.11051693404635
"X676",0.950083194675541
"X691",1.07739938080495
"X707",1.16083916083916
"X722",1.1027397260274
"X725",0.885844748858448
"X749",1.10978520286396
"X750",0.522222222222222
"X755",1.05947955390335
"X766",0.918287937743191
"X804",0.861830742659758
"X813",1.08097928436911
"X814",1.26824817518248
"X815",0.795841209829868
"X844",1.1063829787234
"X852",0.919475655430712
"X859",0.889130434782609
"X864",0.984402079722704
"X867",0.981308411214953
"X868",1.00239808153477
"X887",0.775347912524851
"X890",0.834296724470135
"X893",0.829918032786885
"X897",1.044921875
"X902",0.906444906444906
"X913",1.1594982078853
"X933",0.8816
"X945",0.825958702064897
"X950",0.80976430976431
"X968",1.18181818181818
"X969",0.85997666277713
"X989",1.08888888888889
"X999",1.08630393996248
"X1000",0.892543859649123
"X1012",1.01298701298701
"X1029",1.08441558441558
"X1041",1.25423728813559
"X1056",1.07459677419355
"X1058",1.08269230769231
"X1059",1.03896103896104
"X1060",0.969957081545064
"X1063",0.938943894389439
"X1073",1.12849872773537
"X1075",0.952662721893491
"X1077",0.910112359550562
"X1079",1.29187396351575
"X1084",0.962962962962963
"X1088",1.02059496567506
"X1101",1.22923588039867
"X1103",1.18670076726343
"X1113",0.886810102899906
"X1117",0.915094339622642
"X1146",0.961988304093567
"X1148",1.23164763458401
"X1151",1.40134907251265
"X1152",0.941441441441441
"X1190",1.14572192513369
"X1201",0.992015968063872
"X1210",1.01202404809619
"X1216",0.975862068965517
"X1236",0.891615541922291
"X1247",1.04065040650406
"X1256",0.974554707379135
"X1267",1.15189873417722
"X1268",0.923205342237062
"X1278",0.912121212121212
"X1279",0.957446808510638
"X1294",0.97029702970297
"X1295",1.0343137254902
"X1299",0.949602122015915
"X1300",1.08367346938776
"X1301",1.20075757575758
"X1302",0.953398058252427
"X1303",0.989077669902913
"X1311",0.967181467181467
"X1314",0.328787878787879
"X1330",1.00221238938053
"X1332",1.02904564315353
"X1338",1.07606973058637
"X1339",1.02425106990014
"X1356",1.08639705882353
"X1377",0.921135646687697
"X1393",1.15765765765766
"X1415",0.81875
"X1424",0.815331010452962
"X1429",0.996779388083736
"X1458",1.07108239095315
"X1465",1.02816901408451
