"","V1"
"1",5.13802094984938e-06
"2",0.223824462300141
"3",0.0246515529992737
"4",0.0246515529992737
"5",0.17520059958581
"6",0.00237139177158831
"7",0.0643799914411388
"8",1.88660288850881e-06
"9",0.383790099266846
"10",9.07456896829633e-10
"11",0.00631509781003745
"12",0.851470716527013
"13",0.8782480254203
"14",0.0203325128062699
"15",6.20700517431469e-07
"16",0.237320126786429
"17",0.0166714469227349
"18",6.35219827780743e-09
"19",0.101732783953483
"20",0.00562267915913574
"21",0.00792539277785819
"22",1.7241681039763e-08
"23",0.383790099266846
"24",0.0696971362153103
"25",8.30323060599114e-07
"26",0.117352134424603
"27",0.00208040210576643
"28",9.07456896829633e-10
"29",0.597321011193921
"30",9.07456896829633e-10
"31",0.281117849689411
"32",0.0270850728998465
"33",0.72063474087203
"34",0.528148189054289
"35",0.44255238259773
"36",0.223824462300141
"37",6.35219827780743e-09
"38",0.484353042421437
"39",0.00443395055239238
"40",4.43038606170163e-05
"41",0.198455405818967
"42",2.4682827593766e-07
"43",0.15398890805453
"44",0.000677255046155685
"45",6.49820809250732e-05
"46",0.463197195787587
"47",0.00792539277785819
"48",9.07456896829633e-10
"49",0.772246636820681
"50",0.746302420546443
"51",0.932182080881515
"52",0.746302420546443
"53",0.00120759917291293
"54",0.0325576550584191
"55",0.0503525626580498
"56",0.296831966791724
"57",0.597321011193921
"58",3.15159780268931e-06
"59",0.0389191030443759
"60",0.00104854103549353
"61",0.164344171848779
"62",0.0356209237291417
"63",0.905162030898154
"64",0.798441484522712
"65",0.00208040210576643
"66",0.0203325128062699
"67",0.55075849489798
"68",0.00159159046626329
"69",0.198455405818967
"70",0.17520059958581
"71",9.07456896829633e-10
"72",0.000908408819114407
"73",0.959278829121796
"74",0.72063474087203
"75",0.0150620294657334
"76",0.772246636820681
"77",0.198455405818967
"78",8.80233189924744e-08
"79",3.38481422517453e-07
"80",0.55075849489798
"81",0.000677255046155685
"82",0.645547628299466
"83",2.4682827593766e-07
"84",9.07456896829633e-10
"85",0.484353042421437
"86",1.81491379365927e-09
"87",0.00499752212088394
"88",0.932182080881515
"89",0.000365886620801708
"90",0.0297163739385403
"91",0.0224045118611717
"92",9.07456896829633e-10
"93",0.000582758837118125
"94",0.00138784552141641
"95",9.07456896829633e-10
"96",3.38481422517453e-07
"97",9.07456896829633e-10
"98",0.0547217897547327
"99",3.62982758731853e-09
"100",0.905162030898154
"101",0.000908408819114407
"102",0.313106914035242
"103",0.365286887075878
"104",8.30323060599114e-07
"105",9.07456896829633e-10
"106",0.402839938991128
"107",0.621236170181072
"108",0.296831966791724
"109",5.13802094984938e-06
"110",0.746302420546443
"111",0.0270850728998465
"112",0.44255238259773
"113",0.0753588351135528
"114",0.0110045918544046
"115",0.0184250293345651
"116",0.851470716527013
"117",0.000112592714474137
"118",0.824858637385501
"119",0.573821801409655
"120",0.402839938991128
"121",8.30323060599114e-07
"122",0.00306316431317947
"123",0.42243034262174
"124",0.670232970456293
"125",0.851470716527013
"126",0.329941947305312
"127",0.959278829121796
"128",0.484353042421437
"129",0.00792539277785819
"130",0.0593927970871977
"131",0.237320126786429
"132",9.07456896829633e-10
"133",5.37541167406001e-05
"134",6.07996120875854e-08
"135",0.313106914035242
"136",0.000159917499100699
"137",0.0593927970871977
"138",0.463197195787587
"139",3.62982758731853e-09
"140",9.07456896829633e-10
"141",9.07456896829633e-10
"142",0.772246636820681
"143",0.42243034262174
"144",0.932182080881515
"145",0.0503525626580498
"146",0.0203325128062699
"147",0.383790099266846
"148",0.621236170181072
"149",0.506008229009706
"150",4.03727573399504e-06
"151",0.00631509781003745
"152",0.772246636820681
"153",0.198455405818967
"154",9.07456896829633e-10
"155",0.000112592714474137
"156",0.44255238259773
"157",0.000677255046155685
"158",0.00631509781003745
"159",0.506008229009706
"160",0.72063474087203
"161",4.03727573399504e-06
"162",0.125817330659911
"163",1.7241681039763e-08
"164",0.0166714469227349
"165",1.59331281945347e-05
"166",0.0424648084699014
"167",0.0813789322982844
"168",0.0547217897547327
"169",0.00347145095002865
"170",0.484353042421437
"171",0.746302420546443
"172",6.07996120875854e-08
"173",9.07456896829633e-10
"174",0.528148189054289
"175",0.313106914035242
"176",6.35219827780743e-09
"177",0.0813789322982844
"178",8.80233189924744e-08
"179",0.00104854103549353
"180",6.49820809250732e-05
"181",0.597321011193921
"182",0.210871581359752
"183",0.18656772591524
"184",9.40397582184548e-05
"185",2.44741125074952e-06
"186",0.772246636820681
"187",0.00237139177158831
"188",0.00269773958793825
"189",0.0753588351135528
"190",0.0110045918544046
"191",2.4272657076399e-05
"192",0.00631509781003745
"193",0.824858637385501
"194",9.07456896829633e-10
"195",0.0753588351135528
"196",4.03727573399504e-06
"197",0.746302420546443
"198",9.07456896829633e-10
"199",0.42243034262174
"200",0.0297163739385403
"201",0.000189740162558108
"202",0.0246515529992737
"203",0.0462715774477052
"204",6.49820809250732e-05
"205",0.000311743205052368
"206",9.07456896829633e-10
"207",0.932182080881515
"208",2.4272657076399e-05
"209",4.03727573399504e-06
"210",4.43038606170163e-05
"211",9.07456896829633e-10
"212",0.402839938991128
"213",0.17520059958581
"214",0.0246515529992737
"215",0.18656772591524
"216",0.00885620307792773
"217",0.463197195787587
"218",0.0098801738104827
"219",0.00306316431317947
"220",0.00499752212088394
"221",6.49820809250732e-05
"222",0.8782480254203
"223",0.645547628299466
"224",2.7223706904889e-08
"225",0.00792539277785819
"226",1.76954094881778e-07
"227",0.0424648084699014
"228",0.25136487256948
"229",1.59331281945347e-05
"230",0.000311743205052368
"231",0.000677255046155685
"232",0.55075849489798
"233",0.463197195787587
"234",9.07456896829633e-10
"235",1.28241808659964e-05
"236",0.00562267915913574
"237",0.932182080881515
"238",1.09893030206069e-06
"239",0.695270238009564
"240",0.00708052590557358
"241",0.17520059958581
"242",0.296831966791724
"243",0.72063474087203
"244",0.313106914035242
"245",9.07456896829633e-10
"246",0.55075849489798
"247",1.76954094881778e-07
"248",0.0135870254317472
"249",9.07456896829633e-10
"250",0.0246515529992737
"251",0.506008229009706
"252",1.09893030206069e-06
"253",2.4682827593766e-07
"254",2.7223706904889e-08
"255",9.07456896829633e-10
"256",0.42243034262174
"257",0.0224045118611717
"258",0.798441484522712
"259",0.0246515529992737
"260",0.17520059958581
"261",0.313106914035242
"262",0.000112592714474137
"263",9.07456896829633e-10
"264",0.0270850728998465
"265",1.08894827619556e-08
"266",0.00104854103549353
"267",0.986421030063126
"268",0.109328212699258
"269",0.000189740162558108
"270",0.000224511188473929
"271",0.00392691354857331
"272",3.62982758731853e-09
"273",9.07456896829633e-10
"274",0.00499752212088394
"275",9.07456896829633e-10
"276",0.0356209237291417
"277",0.463197195787587
"278",0.402839938991128
"279",0.0389191030443759
"280",9.07456896829633e-10
"281",0.573821801409655
"282",0.0753588351135528
"283",1.44648629354643e-06
"284",3.63908364766619e-05
"285",9.07456896829633e-10
"286",0.0270850728998465
"287",0.00208040210576643
"288",0.281117849689411
"289",0.00392691354857331
"290",0.164344171848779
"291",0.0203325128062699
"292",7.83062705412227e-05
"293",0.0424648084699014
"294",0.0593927970871977
"295",0.0753588351135528
"296",0.00392691354857331
"297",0.00708052590557358
"298",0.0696971362153103
"299",0.0503525626580498
"300",1.44648629354643e-06
"301",1.08894827619556e-08
"302",0.851470716527013
"303",3.38481422517453e-07
"304",9.07456896829633e-10
"305",0.0696971362153103
"306",9.07456896829633e-10
"307",0.117352134424603
"308",0.17520059958581
"309",6.20700517431469e-07
"310",4.43038606170163e-05
"311",5.37541167406001e-05
"312",0.506008229009706
"313",0.00138784552141641
"314",0.0503525626580498
"315",0.0166714469227349
"316",0.000224511188473929
"317",9.07456896829633e-10
"318",0.17520059958581
"319",0.125817330659911
"320",0.000224511188473929
"321",0.087772028750975
"322",0.237320126786429
"323",0.0643799914411388
