"V1" "V2"
"X2007" 0.0306237200406522 0.584683677524495
"X2024" 0.00399712158180118 0.155812969726516
"X2026" 0.00561501146516943 0.159526083003637
"X2031" 0.0379024097520283 0.828439552839453
"X2032" -0.0234811950128796 -0.416678580599914
"X2037" -0.0326682912531282 -0.54722924775495
"X2042" 0.0141995556240468 0.350312072260776
"X2052" -0.0141749626543192 -0.16082566240807
"X2054" 0.00644425933091955 0.0918633637632488
"X2060" 0.0172790182135935 0.265226683206388
"X2069" -0.0185323059414191 -0.292090734496348
"X2083" 0.00603159427803023 0.123694720366348
"X2086" 0.000902248168941957 0.0206983556073139
"X2126" 0.0591512885295854 0.950099426770075
"X2131" -0.0358196590841471 -0.50728800263808
"X2148" -0.0155823816806106 -0.409103289520209
"X2153" 0.000846322840331591 0.0172208624787521
"X2176" 0.0349101447635912 0.495449931941801
"X2180" 0.00188524723657157 0.0544550357865887
"X2196" -0.0254880100806825 -0.42420586673145
"X2200" -0.00414186257330391 -0.0900053105141695
"X2205" 0.00725248384042526 0.198004120531678
"X2209" -0.00175793153323542 -0.0619453941322113
"X2212" 0.0040768771959081 0.0757689971298238
"X2222" -0.037404894854496 -0.80509781470706
"X2226" -0.010420177982409 -0.235182569530958
"X2232" -0.032082462244027 -0.642787507649181
"X2238" -0.0125289266631234 -0.345688804187483
"X2252" -0.0388780930215172 -0.847871645416101
"X2253" -0.0160247294452013 -0.230553957363686
"X2258" -0.0118294332080624 -0.261888572226843
"X2259" 0.0287627173190833 0.562933038931807
"X2280" -0.0461189292461808 -0.537420426271812
"X2289" 0.0229849062647976 0.489983124929513
"X2291" 0.0491759712152051 0.817549671913548
"X2298" -0.0041437198835468 -0.0836252947623142
"X2299" 0.00785080629985847 0.245099267447367
"X2309" 0.00172139925793223 0.0377509361940012
"X2312" -0.0186576213663253 -0.38470815957871
"X2313" 0.00969920681003886 0.233147323611207
"X2316" 0.00135890407144622 0.0370575379091485
"X2317" -0.0315334312414272 -0.617895415212946
"X2318" -0.057139525774435 -0.826613310276021
"X2322" -0.00950954248384545 -0.24864251052227
"X2339" -0.0332202038729233 -0.559719991609453
"X2370" -0.0100463401615664 -0.19656219886928
"X2378" 0.00373582837193709 0.100551732855471
"X2379" -0.0069259594857059 -0.147010498648232
"X2392" -0.0235386721772217 -0.469534889422266
"X2393" -0.0260723896989332 -0.591085711802073
"X2395" 0.00543159364191253 0.12468427666858
"X2399" 0.0406398025341846 0.845167208179711
"X2418" 0.0539827663547483 0.906531931383946
"X2419" -0.00350500472458355 -0.0343208089900541
"X2453" 0.0505897887293203 0.866934265927581
"X2460" -0.012530394437523 -0.375581991173834
"X2462" 0.00462767790280331 0.108591074881159
"X2467" 0.000342489481137907 0.0100808226967926
"X2469" -0.0104101794877041 -0.17871263685525
"X2471" 0.0534433399662087 0.771567420614074
"X2472" -3.88541355018218e-06 -7.36155449224182e-05
"X2487" 0.0195226751100356 0.24656022382757
"X2497" -0.0343267043430947 -0.647045761974556
"X2502" 0.015422237150186 0.492024891278664
"X2504" 0.0459883865392547 0.874021131520651
"X2511" -0.00939961725142585 -0.243482916313459
"X2515" -0.0126391512559823 -0.38407626885813
"X2534" 0.00885672916506159 0.245736552570199
"X2540" -0.019281491430812 -0.55340190481536
"X2548" 0.00474799608995586 0.0823492044183999
"X2555" -0.0153451480369604 -0.38998715036019
"X2558" 0.0232279475829192 0.528394861682925
"X2562" -0.00492720825555406 -0.156419541402979
"X2584" -0.0160117475260581 -0.254147807440493
"X2586" 0.0109995423911737 0.309697769477166
"X2587" 0.0103815543975219 0.182621698845133
"X2589" 0.0188989690187202 0.305544006088228
"X2607" -0.0138752336482745 -0.317418483553838
"X2612" -0.00506169401877872 -0.097285383034009
"X2616" -0.0434584811735272 -0.70752520869934
"X2621" -0.0300781059034231 -0.727363423341752
"X2625" 0.000192256979653667 0.00506595692662882
"X2656" 0.0486473087306933 0.659515025423081
"X2661" 0.0628314105569293 0.96721001965836
"X2675" -0.0220789294666083 -0.411947947057679
"X2696" -0.0545283654749275 -0.761772854599633
"X2699" 0.0131885126636568 0.279089173971864
"X2700" 0.00815318361876254 0.250220034734839
"X2701" -0.0418130835220399 -0.684385897660386
"X2705" 0.0276214619500472 0.524574457183772
"X2716" 0.0149872944416839 0.400834379210783
"X2717" 0.00262397154766298 0.0869437707675573
"X2740" -0.0203263302150227 -0.558794124926365
"X2746" 0.00592121130918391 0.157940758954478
"X2747" 0.00537695326111914 0.166281551596382
"X2754" -0.0199040264699752 -0.590335730974174
"X2767" -0.0432532258343408 -0.830427775916316
"X2768" 0.00853009332263714 0.213406026865025
"X2774" 0.0195182395069095 0.272003023427482
"X2775" -0.0187987108156993 -0.166354107516754
"X2804" 0.00438309712830561 0.0958119891024646
"X2810" -0.0109394463121755 -0.172141599364425
"X2829" 0.0094874483362425 0.233103995889444
"X2833" -0.0107399440043332 -0.232342617229313
"X2836" 0.000216611600201909 0.00398273104406354
"X2864" 0.0191248183688414 0.183000735932584
"X2872" 0.0712046910220437 0.942627934928312
"X2876" -0.00630761309216714 -0.11770874799683
"X2878" -0.000693198337904757 -0.0209573026742302
"X2880" 0.00216927058033424 0.0349580285818816
"X2881" 0.0179389068940241 0.486353615050169
"X2890" -0.0120830058868042 -0.267926625854871
"X2906" -0.00381696659004074 -0.0783102967188735
"X2923" -0.00130499976245207 -0.0330885847593616
"X2931" 0.0153298418942815 0.269741763701822
"X2940" -0.0480286591379291 -0.831319495456375
"X2949" -0.0445814419959952 -0.643445520961677
"X2950" -0.0564423414331148 -0.680993896724848
"X2962" -0.010928214500929 -0.191640336675144
"X2979" -0.0237937348932464 -0.664381290999736
"X2980" 0.0377431444318766 0.267862627900203
"X2981" 0.00850115369667747 0.109975233388014
"X2986" 0.0139206085519853 0.493439361483721
"X3005" 0.0123758458435294 0.335926740510341
"X3035" -0.00135834832708817 -0.0286857569405603
"X3064" -0.00160880727898908 -0.0532691973069831
"X3066" 0.0193759408270849 0.516086777404427
"X3068" 0.0572053953637393 0.851503597387785
"X3069" 0.0572249341041172 0.856418630666416
"X3079" 0.0242672831245571 0.744065928065272
"X3080" 0.000132948303303494 0.00290583323801374
"X3106" -0.032449574687911 -0.598507101826827
"X3114" 0.0060105381120601 0.143219200653396
"X3117" 0.00873589781748829 0.265454937597053
"X3133" -0.0038273344235168 -0.0533145107966105
"X3151" 0.0554896810404302 0.921318800873315
"X3158" -0.0134867993090673 -0.328046473083257
"X3159" 0.0100691401732254 0.152699631976392
"X3185" 0.00142201740870238 0.0457902688806215
"X3186" 0.0307584566673346 0.729779485609464
"X3191" 0.000813118960211395 0.0196283247025937
"X3212" -0.0117446139361431 -0.354052905046182
"X3238" 0.0821730480837378 0.904808878785005
"X3245" -0.00369233315075688 -0.0976453417870578
"X3246" -0.015077624883643 -0.462451053967569
"X3267" 0.0108059803215738 0.168583316430533
"X3269" 0.00315117114258358 0.0936204394260424
"X3284" -0.0392110378797378 -0.584279624598585
"X3295" -0.0112660355113173 -0.102105622184886
"X3301" -0.0222846220115494 -0.458460303345813
"X3305" 0.0308710284428715 0.791825289021717
"X3319" 0.0173514450581752 0.494469992590329
"X3320" 0.0501588324456634 0.875152146112031
"X3330" -0.0354125504818919 -0.463176535143667
"X3339" 0.0722727916934134 0.904187215709652
"X3350" -0.0124440395437762 -0.227835369441215
"X3361" 0.00857095591595498 0.317737711774065
"X3391" 0.0103242227099892 0.225251668322576
"X3408" 0.0064365238333307 0.163046674096778
"X3410" -0.0418229532006841 -0.840202588886747
"X3417" -0.000224291416413494 -0.00615384542972391
"X3419" -0.000191233535237512 -0.00573389630348248
"X3430" 0.0679139656864692 0.957859006134886
"X3446" 0.012197094144918 0.258066039058137
"X3454" 0.0120495358547199 0.245826080611302
"X3475" 0.0126145106759656 0.448904840634945
"X3481" 0.00930868346431791 0.110564908250451
"X3486" 0.0159408648907886 0.372078017735279
"X3490" -0.00216249353741438 -0.0368813735945172
"X3500" -0.0387239803163759 -0.73493535494958
"X3502" 0.0106586916808804 0.211543176763584
"X3512" -0.0440207692145774 -0.681239790081672
"X3515" 0.0212009755789293 0.562324847520154
"X3517" -0.0433826357448654 -0.640433355095333
"X3523" 0.000163474424161851 0.0041467536714091
"X3525" -0.0075750281681997 -0.166181644344115
"X3527" 0.0270301810806421 0.616212808998277
"X3528" -0.00793066253146468 -0.208973981574315
"X3529" 0.00561070054606832 0.110395031758832
"X3532" 0.0208878310790311 0.255025553896852
"X3541" -0.0261317734432725 -0.515762683281842
"X3548" -0.0345565376201565 -0.461032264293132
"X3584" -0.00217647210114408 -0.0399490368838452
"X3586" 0.00707634069976714 0.189028882777155
"X3595" 0.0159161719226516 0.342290218696468
"X3596" 0.0529754463022597 0.775495372550015
"X3599" 0.000376318290478173 0.0118933426886388
"X3619" 0.00932524487359087 0.329391514996375
"X3625" -0.0320955179492325 -0.474114055354794
"X3632" 0.0687043359414744 0.869852895705313
"X3647" 0.00945846135528195 0.224955065097237
"X3649" -0.0107056583535128 -0.264433209311989
"X3667" -0.0281716900271741 -0.483214860618721
"X3673" 0.0511880343359891 0.95590050302015
"X3678" 0.0215959587951383 0.56167378184461
"X3679" 0.0684200325896554 0.947124846924929
"X3680" 0.0123001847544286 0.278947618954241
"X3693" 0.0166671848352314 0.260071759608481
"X3712" -0.0101623688455423 -0.178354949902021
"X3715" 0.0680935070155558 0.943024499024689
"X3720" 0.00318005141414991 0.0533513462852824
"X3746" 0.011711973604556 0.265847740718609
"X3765" -0.00458800528550518 -0.135337376272202
"X3775" 0.0543972729886396 0.847555807252618
"X3799" -0.000235115910170212 -0.00721948961489227
"X3803" 0.0627419536026713 0.964224095033792
"X3813" -0.0297389893726064 -0.482426560912212
"X3815" 0.0186389948111526 0.150743056358802
"X3830" -0.00576646315979641 -0.210436451518614
"X3831" 0.0104886987217509 0.149906293746492
"X3846" -0.00549406405510299 -0.105889146497804
"X3860" 0.0134703534538834 0.229979863320977
"X3874" -0.000409064640337634 -0.00908133108973049
"X3878" 0.0261764115908146 0.586153381445633
"X3887" -0.00278836064478171 -0.0638906454368149
"X3892" -0.0210536214905948 -0.406144908853365
"X3897" 0.0110477079447117 0.396951447011135
"X3900" 0.0613407389875017 0.963506370745824
"X3907" 0.0195509011888074 0.535033029605539
"X3917" 0.0165410589379577 0.506628721247308
"X3921" -0.00548778106808052 -0.193888598184666
"X3924" -0.0111962018554693 -0.26946118212315
"X3928" 0.00871769038801591 0.22114343069973
"X3929" 0.00858467407245192 0.102882558639855
"X3947" 0.0250802392590811 0.356741728281552
"X3948" 0.0107360030039494 0.172690454595868
"X4003" 0.000576552388496398 0.0189466762174343
"X4005" 0.0146296692994078 0.298423570047625
"X4015" -0.00163758874023359 -0.0323923147798535
"X4036" 0.0101775473234353 0.226507432894011
"X4041" 0.00538152270965413 0.151137145349245
"X4051" -0.00311841360978905 -0.0843156580055361
"X4075" 0.00558254706807717 0.138007219040212
"X4077" -0.0194421579017245 -0.579303450599961
"X4080" -0.000378798404138871 -0.00750960471006724
"X4086" -0.00260994439558209 -0.073246035016192
"X4099" 0.0221267485726939 0.488145257354852
"X4103" 0.0356899594147283 0.761958006639483
"X4104" -0.0159109487903126 -0.304377608122198
"X4116" -0.00974152964433276 -0.129295612367765
"X4118" 0.0154645511436426 0.279859352522649
"X4119" 0.016828396593609 0.416813616697141
"X4120" 0.0182695592481982 0.428868084590822
"X4128" -2.7710604458879e-05 -0.00036061583568126
"X4143" -0.00744907029799741 -0.19942234439274
"X4146" -0.0282726067538089 -0.402627696703878
"X4156" -0.0129798327388259 -0.417192848504444
"X4166" -0.0324846409164632 -0.533770752205812
"X4178" 0.0522262358656449 0.875705653062326
"X4206" -0.01337711411402 -0.255229735473704
"X4211" 0.0472170364229399 0.579197607586376
"X4218" 0.0390103795954567 0.94527192652777
"X4219" 0.0183077135028678 0.556130253363731
"X4224" 0.0385620842813494 0.865845456173509
"X4227" 0.0173361359421228 0.487056996602112
"X4249" -0.0117599354731673 -0.303623536762442
"X4252" -0.00232288900732904 -0.0532127781042086
"X4258" 0.0111003642206242 0.203577373185046
"X4259" 0.00460730647311475 0.101679059328891
"X4267" -0.0052962355084242 -0.129724421395023
"X4270" -0.00743413802875482 -0.153714679306777
"X4274" -0.0201312910894188 -0.469157507959182
"X4286" 0.0230824891639196 0.362991360532937
"X4298" 0.0553203557215883 0.891335088879255
"X4301" 0.0203692586253064 0.517923897725569
"X4322" 0.0615725741903729 0.895468642953486
"X4324" -0.044239610611641 -0.647590356989637
"X4334" -0.0121008987547558 -0.17822555949011
"X4342" -0.0155105693463954 -0.425482681685349
"X4365" -0.0148596443391717 -0.368896851877442
"X4366" 0.0012870123624177 0.0476862147579347
"X4373" 0.0145385338162793 0.339314208202304
"X4395" 0.0826644895715348 0.919536845292278
"X4406" 0.0259182224852187 0.527709735053075
"X4415" -0.00984835744868768 -0.169052520373294
"X4434" 0.0185290149788137 0.355943907504167
"X4448" 0.00249866899967702 0.0513528549332581
"X4490" -0.0461621550165261 -0.651109834276232
"X4502" 0.0194506580841851 0.404938588474623
"X4504" -0.00860928221038695 -0.173134996806011
"X4508" 0.00239485923519045 0.0601089890966863
"X4510" -0.0301331395408213 -0.36229176785099
"X4519" 0.0235568299815235 0.699616727482058
"X4526" -0.0234562519781779 -0.441080087521398
"X4533" 0.0138998139357839 0.469143634162145
"X4534" 0.00386412775806749 0.0842699142548675
"X4546" 0.0153049780407657 0.302241840660699
"X4558" 0.001775108308201 0.0304530678569548
"X4565" -0.0166867584049639 -0.338190370515534
"X4566" -0.00379420641986056 -0.0804689994165507
"X4568" 0.0276307262603435 0.642717499626754
"X4573" -0.0134105683161552 -0.0882354758228476
"X4587" 0.00188893834200119 0.0329767183944723
"X4590" -0.0439294889772057 -0.721198892546932
"X4608" -0.0290734021513315 -0.720008821320293
"X4619" -0.00061356328647799 -0.016590371029785
"X4628" -0.00884317220531693 -0.168334467310069
"X4632" 0.0170101621679379 0.244572349573097
"X4649" -0.00133030830398809 -0.0346354443349715
"X4654" 0.00147860023065331 0.0322926692033902
"X4659" -0.0166504593925594 -0.299463187068051
"X4667" 0.0408569840028825 0.700786837936727
"X4683" 0.00522644153397341 0.161811565252305
"X4709" -0.0426551372026728 -0.72801661793884
"X4711" 0.0328649412753958 0.370631780776568
"X4717" 0.0189919007466131 0.233526455751896
"X4727" 0.00304161078168641 0.0727636653637849
"X4728" 0.000304329992683815 0.00876989848787862
"X4732" -0.00129125434233299 -0.0340706288327758
"X4750" -0.00600062807023889 -0.116592288325718
"X4753" 0.00586100741024364 0.131636696451512
"X4757" 0.0105063860451417 0.217663193297948
"X4758" 0.053896443342374 0.907201016634895
"X4763" -0.000688004248518381 -0.0189598944927404
"X4764" -0.00162745765979214 -0.0277979064530992
"X4771" -0.00223032055558972 -0.0536625226796569
"X4775" 0.0187300096868086 0.259858755862238
"X4782" 0.0496086263025023 0.735495821495309
"X4791" 0.0525704849489003 0.933011909276374
"X4793" 0.00385283649550729 0.129447323706564
"X4797" 0.00865831539489622 0.278860765192869
"X4800" 0.0201960980309741 0.319756412013632
"X4809" -0.0391208642952749 -0.815112936730644
"X4822" 0.0113636998768946 0.404466020646559
"X4847" 0.0456952512924906 0.782103134504082
"X4865" -0.00992824057787798 -0.182514219129046
"X4871" 0.0283860132041151 0.644695433045248
"X4873" 0.0180548995203479 0.179885322850929
"X4879" -0.014532514091221 -0.347869023181816
"X4880" 0.0122185613734973 0.272924737150203
"X4883" 0.00920553560444845 0.272049345067491
"X4885" 0.0239472919866263 0.398847610495711
"X4886" 0.0356804285044824 0.737650129360588
"X4887" 0.0466532437218986 0.783625183255396
"X4891" -0.028472942072712 -0.532536196747436
"X4901" 0.0109708986205005 0.35395690128275
"X4912" 0.0314495394820129 0.699896318249481
"X4917" 0.0118522341385119 0.262739220718662
"X4924" -0.0097722120427258 -0.293099319459512
"X4945" -0.0481763757800957 -0.721607232336998
"X4950" 0.0148195392610907 0.396157984871771
"X4963" -0.0076522161723042 -0.130411057587009
"X4968" -0.00183102726731127 -0.0310856112684369
"X4987" 0.0126655621358516 0.172576812168572
"X4988" -0.0191279925903632 -0.487084101229822
"X5008" 0.0436624750320693 0.547690955409347
"X5010" 0.0263483685894763 0.789841631513973
"X5011" 0.0072137641040442 0.101300360635016
"X5020" -0.00282757687635248 -0.0626269322744872
"X5027" 0.0265401055037643 0.795091627952252
"X5032" -0.0307317039097569 -0.351960774007803
"X5037" -0.00726742647799024 -0.147883442832691
"X5042" -0.00610645566109672 -0.0975859519423311
"X5051" -0.039797113409405 -0.696251408351422
"X5069" 0.0222512453268513 0.35497995549499
"X5071" 0.0438777191425942 0.552720414815027
"X5084" 0.0371045100093861 0.797279768999917
"X5101" 0.00501236654947486 0.15975463442501
"X5111" 0.000744989365212745 0.0201125303495869
"X5121" 0.013681025555983 0.282611968245442
"X5136" 0.0625247614379285 0.956834882758605
"X5137" 0.00399542147955143 0.151090032286306
"X5143" 0.0125167609786167 0.345701756803851
"X5144" 0.0124470301303349 0.3613268810862
"X5145" 0.0151780188523841 0.532958326475206
"X5146" 0.0104579227481146 0.405682446161385
"X5168" -0.00365502206895202 -0.0538430477161028
"X5175" -0.0453294432947499 -0.736192812978094
"X5194" 0.00415077905601793 0.157755460648066
"X5203" 0.0129744627887685 0.461627054633204
"X5209" 0.003973129044296 0.101473214456655
"X5212" 0.00377558264817053 0.0455189118406842
"X5213" -0.0134427278120388 -0.130345510734944
"X5225" -0.0350746549741629 -0.511972965275885
"X5226" -0.012671409710167 -0.247386945888452
"X5238" 0.00972414381871029 0.0770265983655644
