"","Comp 1","Comp 2"
"X3094",-0.0156182745963807,0.00186674204932132
"X3096",0.0489696570830728,0.00463762759486431
"X3097",0.00542777519647182,-0.00912017296579601
"X3101",0.0158169739008161,-0.0101601770516449
"X3106",-0.00450916702768728,0.0172968242737351
"X3116",0.0051984524263609,0.0271461185980693
"X3129",-0.00484604018191001,0.00239113581115243
"X3130",0.0488372264417059,0.0153956982690091
"X3132",0.0169134399474603,-0.0394551004707572
"X3136",-0.0232069415220017,0.0369224757623905
"X3170",0.0471007628402829,0.0158938613073754
"X3178",-0.00339386198147596,-0.00434785587212692
"X3184",-0.00123026912581327,0.0325834027314455
"X3185",0.0176382102960169,0.00299198910554734
"X3198",-0.00836307093382511,0.00600104176791199
"X3222",-0.00916873766100217,0.0201709458791717
"X3227",-0.00459549760382755,-0.0193364031484652
"X3232",-0.0107811722720747,0.0739821695635643
"X3243",-0.0225524061980678,-0.00603938009538502
"X3248",0.00208551230392799,0.00700226499139748
"X3257",0.0466629016997326,-0.00225841931083018
"X3259",0.00873492399532193,0.0121814234850661
"X3266",0.0137787240201781,0.0117196157044394
"X3269",0.00169813040108718,-0.0201490312015159
"X3280",0.00328179131592149,0.00445353580265461
"X3294",-0.0041197351708748,-0.0148589135679187
"X3309",0.0308907223839328,-0.00321406383104809
"X3313",0.022475867454809,-0.0411653398326837
"X3349",0.0161025446294255,-0.0104682136120845
"X3356",0.0181258411310529,-0.0116087912442572
"X3364",-0.0345410397473572,0.00726990884452114
"X3391",0.01923677259746,0.0197785262744814
"X3398",0.0180219998199469,0.00593501307327653
"X3427",0.00373665425364142,0.0115861471405719
"X3430",0.00368605495051488,0.0446722733308033
"X3439",0.0148681348273079,-0.0284891682502391
"X3442",-0.0178606606213348,0.0312780180357193
"X3448",-0.00576071282197909,0.0113821571973687
"X3472",0.0581868922327082,-0.0379711473244346
"X3483",-0.00870141024898588,-0.00632016188789296
"X3487",0.0161294552264543,-0.000469105268416366
"X3494",0.00376491200697848,-0.0242091845471296
"X3495",0.00341367577404595,-0.00606253781536044
"X3508",-0.00832108974184306,0.0282770393656645
"X3529",0.00796330434423494,0.00250995455164144
"X3533",-0.0307203166824667,0.010620794987912
"X3537",0.00779458622788903,0.00550951718541561
"X3544",-0.0158565339428622,-0.00142744993939999
"X3547",0.0111498904886792,0.00605893018363969
"X3552",-0.0139642994266892,0.0160506153011866
"X3561",0.0322921233049072,-0.00310124322580972
"X3580",-0.0106504326350741,0.010490811773113
"X3590",-0.0383830502249671,0.002397737003617
"X3594",-0.011696894728615,0.0099815014760495
"X3614",-0.0284718626609587,-0.0152938515652516
"X3615",0.0103145826215412,-0.0123941399952827
"X3620",-0.0314008560598262,0.00864287971504923
"X3621",0.018732061840269,-0.00338093053998255
"X3680",-0.00870458868257789,-0.029456968236154
"X3682",0.0184847489826264,-0.0108284561573101
"X3690",0.000951192853676901,0.00159681984024609
"X3697",0.0241490258604199,-0.0530556302578154
"X3698",-6.41485977191561e-05,-0.00883985535191485
"X3701",-0.0343172337574954,0.000495653751829379
"X3725",-0.00280846560706002,-0.0390918286852247
"X3732",-0.011051074066173,-0.0074397612728472
"X3733",-0.000236808486633732,-0.00749333649369643
"X3749",0.0163614760114719,0.0142818236416418
"X3752",0.00120289067106849,-0.0236789685898311
"X3753",0.0132893673849746,-0.00464114620051093
"X3757",-0.0105423379497535,0.0303800871470884
"X3760",0.0579353302118895,-0.0470070692203712
"X3778",-0.00867270894314079,0.0146338209659421
"X3780",0.048306407754282,0.0186362175485848
"X3784",-0.0453504216710357,-0.0245873880687959
"X3788",-0.0407968046503198,-0.0101074321483005
"X3791",0.0482787407916639,0.0361674760942857
"X3797",-0.0256731635563465,0.0108357263762839
"X3821",0.0236820645946226,0.00659528208692891
"X3838",0.00888811265278019,-0.0122044758010371
"X3840",-0.0390537669576471,-0.00957111130713135
"X3854",-0.0147993343625231,0.0068509497601986
"X3865",0.0213989747390563,0.0128643482380515
"X3874",0.0181856074577274,0.0310280980559354
"X3880",0.0517564988559359,0.0337536586631295
"X3881",0.0457784330654406,0.045223664444285
"X3888",0.00841367980381162,0.00701775903694329
"X3892",-0.0199176775192442,0.0205099245418215
"X3894",-0.0186847585477712,0.00760358653223525
"X3920",-0.0068483795383815,0.0186318319846578
"X3928",-0.000388496012135669,0.0243432024160334
"X3947",-0.0328899841072169,0.00296718615236896
"X3962",0.0131296502414306,-0.0141289441177425
"X3971",0.0361402958619985,0.0120690514591661
"X3982",-0.0137205451635673,0.0391623899280743
"X3983",-0.0328526312377304,0.00524706850562452
"X3985",0.0505735328910186,-0.000999938531957584
"X3987",-0.00660992967749385,-0.00967576544449055
"X3988",-0.0121513450656772,0.0207683721166731
"X3995",-0.00402156599495214,-0.000724014609203878
"X4004",0.00795242880637005,-0.0120523348153372
"X4036",-0.0199922989042673,-0.00379694088012671
"X4059",-0.00571385091052179,0.00334562592923579
"X4062",0.0204100668170762,0.0108216440609262
"X4063",-0.0460799813130204,0.0449285745280929
"X4064",-0.00595414179439338,0.00840963919525906
"X4072",0.0134660112994451,0.00107269018959797
"X4074",0.000608018636102069,-0.00986792126077075
"X4075",-0.00814572854500955,0.0352292287161007
"X4080",0.00310785772074854,-0.00087191754893367
"X4084",-0.000691777156799884,-0.0133235767463244
"X4107",-0.0190114095155553,-0.0108879091386824
"X4109",0.00760557357521994,0.00544409475028282
"X4110",0.0166959433626843,0.00881029591016014
"X4119",-0.0316650213774562,0.00805786011421922
"X4120",0.0290836253173141,0.0269009212825548
"X4142",-0.00973085481952222,-0.00171152096645316
"X4158",0.0011562281600511,0.00386311620588428
"X4163",0.00406299975758477,-0.00443062286865063
"X4168",-0.0230546326222854,0.00862359790976282
"X4169",0.00618973947169588,-0.0136985174524859
"X4174",-0.0200306162064907,-0.016616270509492
"X4184",0.0408519072863563,0.0333790244608157
"X4192",-0.0193877162182061,0.00478156358837341
"X4197",0.0118059616252936,-0.0122879256554644
"X4203",0.00400653164854786,0.036029909592903
"X4208",0.0113203061621349,-0.0111099536351031
"X4221",-0.00278470807010799,-0.0184440526734412
"X4233",-0.0118470812632974,0.0279082072777965
"X4238",-0.0348500280381011,0.0213364893083621
"X4243",-0.0364917301791598,-0.00393012809626997
"X4246",-0.00404160960183702,-0.00734875025188052
"X4249",0.0272076483258816,-0.0168225660571529
"X4255",0.00385607534285484,0.0334127726477261
"X4262",0.0100813632642838,-0.0145966541755034
"X4271",-0.0574576315628492,-0.00231673802222936
"X4284",0.0429194384945532,0.0288704901486595
"X4298",0.0330123261606542,0.0462336035109876
"X4304",0.00588207618153389,-0.00648859075779328
"X4317",0.0221200391976381,-0.00298624708048099
"X4318",-0.0264250199375152,-0.0121356253220173
"X4322",-0.000287730704460656,0.0261163986402808
"X4323",0.00313033860547722,-0.000484874227752201
"X4326",-0.00845823078614047,0.00420317015842397
"X4331",-0.00872656838251555,0.0281681692890641
"X4344",-0.00208606669786611,0.0124345094665614
"X4354",0.00433616057380475,0.00832840043901567
"X4357",-0.00348700972293811,0.0258442470970161
"X4375",-0.0357062495734547,-0.0190648514202708
"X4377",-0.00623021004924374,0.000743708839675081
"X4397",-0.0365381706826294,-0.027989363641032
"X4399",-0.0393967476874115,-0.0164288386024257
"X4415",-0.00845449038140948,-0.0079374092083191
"X4418",-0.00803101742485602,-0.0127961712218372
"X4419",-0.0343130252402343,0.00839506532891046
"X4420",-0.0224167638210005,0.00706693612031433
"X4421",-0.0180485018588516,0.0135542239165181
"X4424",0.0603097233472482,0.011703304614445
"X4458",0.0052976798027432,0.00912165442341978
"X4460",-0.0176725681201911,0.00908127670256511
"X4474",0.0186645567549141,-0.0430015786681672
"X4475",0.0351784692967431,0.0123497127441046
"X4476",-0.00890758455154109,-0.012850211895973
"X4499",0.0174424147283927,-0.00418112144651152
"X4503",-0.0107581716932724,0.0225721156868758
"X4512",0.000244289115865196,0.00108420345794642
"X4516",-0.0345996556740231,-0.0276051162737882
"X4517",0.0830656440442537,-0.0694098786187383
"X4547",-0.0140277403273114,-0.02204612937484
"X4574",0.00388589737079773,-0.0168222021896472
"X4585",-0.0112866371823336,0.0203944991733683
"X4588",-0.0182604099407849,-0.00395029098439541
"X4596",0.00122001003898887,0.00481490677976878
"X4600",0.00523640139736388,0.0070687575341308
"X4606",-0.0100296590335523,0.00981860648549998
"X4607",-0.0284344379066621,0.0205679378649459
"X4612",0.0575996124181541,0.0166023424873355
"X4616",-0.0264567060946802,-0.0205637363486737
"X4618",0.0299861717249945,0.0123101313255856
"X4619",0.00834209856398786,-0.00858068836569937
"X4623",-0.0155856419729536,0.0285555620548158
"X4626",0.0116260963009806,0.00231691451981075
"X4632",-0.00533416804604265,0.0137124043434256
"X4634",-0.0408093508672691,0.122895274528781
"X4648",-0.0116372951311763,-0.0100317473695121
"X4654",-0.00497872724160167,-0.0122751002607825
"X4690",0.00223311024391698,0.00639246568959502
"X4705",5.14148387274252e-05,-0.0419937918824956
"X4712",0.0119189280896782,0.0196734665447763
"X4713",-0.00060594343513282,-0.00723104245682726
"X4724",-0.0272560571899215,-0.00276598390938505
"X4725",0.00305107803626685,-0.0149633452157635
"X4727",0.00128197563272456,0.00252882701588016
"X4766",-0.00917555667154065,-0.0112749182152602
"X4782",0.0130280234824513,0.0137345308628575
"X4792",-0.0329705388898113,-0.00164967602117482
"X4802",0.00909185245310525,0.0136062367321804
"X4814",-0.0117253425777834,0.0354603681320546
"X4826",0.0226817213156005,-0.0220610923638422
"X4828",-0.00230203271135509,-0.00425767437605987
"X4831",0.00380750237567314,0.0348994258640858
"X4840",-0.00218679330430665,-2.39517248267919e-05
"X4856",0.0157947611713398,-0.00796287177140897
"X4858",-0.0326317223028625,-0.00506853028563191
"X4860",0.000964678872383565,0.00888894824104239
"X4865",0.0215395993420646,0.0261606237893733
"X4871",0.0212771229888833,0.0127605966181717
"X4874",-0.0292140688873714,0.0122343697769429
"X4881",-0.00726188906240945,-0.00728217733378536
"X4884",0.00378044248398708,0.0283765724860207
"X4909",0.0162432398980194,-0.0292500722480549
"X4912",-0.00218586934621396,0.0177856350137027
"X4916",-0.0204470350674323,0.00433986651352554
"X4921",0.0177750671325841,0.00841065041240448
"X4927",0.00848084771062717,-0.00848770192397273
"X4938",0.00131143546158405,-0.00498770420605528
"X4944",-0.055359098956509,-0.00651368955532603
"X4950",0.0405775167756011,0.0304584430246963
"X4956",0.0132786597470071,-0.0240887518382276
"X4969",0.00604203513911661,0.0176487580412954
"X4986",0.009424100409363,-0.0347094881669563
"X5008",0.0299969198815317,-0.0455274087406504
"X5017",0.0144634661451466,-0.00701059207987844
"X5031",0.000834672674813443,-0.010817578534515
"X5032",0.0465031408583463,-0.00337051550103113
"X5048",-0.0130202097274852,0.0024389307068743
"X5057",-0.0358373587085239,0.0150765181010821
"X5059",-0.0214693410982577,0.00313159915050237
"X5083",-0.00500056088589961,-0.0234822468273589
"X5094",0.00771382957250605,-0.00104097264282925
"X5095",0.0133276026557792,0.0230412861306425
"X5097",-0.030812782069736,0.0252603134363314
"X5098",0.0102535461061279,-0.0162823768283686
"X5100",-0.00226370474737361,0.0150242262062188
"X5104",0.0366596168721696,0.0354031859800418
"X5124",0.0373004062572837,0.0383141920514359
"X5133",-0.0168070939138727,0.0101698363062309
"X5141",-0.03629607494521,0.0117702245299278
"X5143",0.0162600394232184,-0.0343282735007983
"X5152",-0.00724448551200268,0.0351202856067285
"X5197",0.0554368105342476,-0.00355762492950688
"X5213",0.0497271605145145,0.0379328492157536
"X5219",-0.000156709177518668,0.0188103388595676
"X5221",0.0426931714608601,0.0230620327889364
"X5245",-0.0270071487960835,0.0145845808291366
"X5249",0.0606197351363677,0.0160088734046916
"X5253",0.0410119167496099,-0.0151593040004893
"X5255",0.026040170329937,-0.0116004825146149
"X5260",-0.0186654317677875,-0.030000032042767
"X5273",0.00401961381115384,0.0104245147390919
"X5299",0.053133394893319,-0.0416075427604438
"X5301",0.0423997366526494,0.0627111947117263
"X5304",-0.00317820204542874,0.0341304861269034
"X5308",-0.0083887402558758,0.00249266849903681
"X5312",0.017757044037576,-0.0186987397621581
"X5320",0.0486428414025731,0.0249852108459412
"X5359",0.0065089021818543,0.0102992877537223
"X5369",0.0190789572954771,0.0522945558645795
"X5370",0.0171246188654058,-0.0134781253062678
"X5371",0.0209318016188265,0.00541125861198814
"X5372",-0.00371536356626081,0.0170684114441287
"X5374",0.0420801384508646,0.0179576579036626
"X5378",-0.0244168042265861,0.00980406638462139
