"","AUC"
"X13726",0.75390625
"X13765",0.53515625
"X13786",0.55078125
"X13804",0.59375
"X13854",0.53125
"X13883",0.734375
"X13892",0.69921875
"X13901",0.54296875
"X13968",0.69140625
"X13987",0.55859375
"X14025",0.5
"X14102",0.625
"X14107",0.56640625
"X14126",0.546875
"X14148",0.56640625
"X14162",0.67578125
"X14163",0.50390625
"X14209",0.63671875
"X14240",0.5078125
"X14265",0.59765625
"X14267",0.5
"X14348",0.62890625
"X14397",0.6328125
"X14485",0.5
"X14574",0.5390625
"X14757",0.53125
"X14776",0.66015625
"X14820",0.515625
"X14870",0.515625
"X14886",0.5859375
"X14887",0.51171875
"X14888",0.5234375
"X14914",0.546875
"X14941",0.609375
"X14942",0.71484375
"X14955",0.6875
"X14969",0.50390625
"X15143",0.5390625
"X15159",0.5234375
"X15160",0.578125
"X15164",0.546875
"X15324",0.5546875
"X15351",0.5546875
"X15369",0.55078125
"X15373",0.53515625
"X15408",0.53515625
"X15469",0.59375
"X15515",0.58203125
"X15530",0.578125
"X15574",0.72265625
"X15630",0.56640625
"X15757",0.69921875
"X15924",0.50390625
"X15950",0.5546875
"X15972",0.5390625
"X16059",0.578125
"X16074",0.50390625
"X16191",0.50390625
"X16234",0.57421875
"X16247",0.56640625
"X16248",0.5703125
"X16323",0.796875
"X16333",0.703125
"X16342",0.59765625
"X16351",0.51953125
"X16363",0.77734375
"X16367",0.55078125
"X16404",0.5234375
"X16426",0.58203125
"X16520",0.55859375
"X16567",0.53125
"X16581",0.5625
"X16626",0.5546875
"X16717",0.5
"X16718",0.546875
"X16760",0.51953125
"X16783",0.8828125
"X16863",0.51171875
"X16878",0.7578125
"X16889",0.51171875
"X16950",0.5703125
"X16972",0.57421875
"X16974",0.62109375
"X16989",0.6875
"X17001",0.56640625
"X17136",0.546875
"X17162",0.54296875
"X17248",0.65625
"X17302",0.53125
"X17350",0.53125
"X17351",0.59375
"X17400",0.734375
"X17432",0.66015625
"X17503",0.71484375
"X17554",0.5703125
"X17623",0.58203125
"X17648",0.53125
"X17677",0.53515625
"X17704",0.62890625
"X17731",0.609375
"X17782",0.5625
"X17838",0.54296875
"X17895",0.5703125
"X17938",0.51953125
"X17986",0.57421875
"X18016",0.51953125
"X18034",0.6875
"X18078",0.71484375
"X18138",0.671875
"X18164",0.53125
"X18165",0.6640625
"X18169",0.55078125
"X18174",0.5625
"X18196",0.53515625
"X18229",0.73046875
"X18252",0.57421875
"X18303",0.50390625
"X18308",0.546875
"X18309",0.51953125
"X18333",0.52734375
"X18337",0.5703125
"X18409",0.515625
"X18471",0.578125
"X18483",0.546875
"X18568",0.5
"X18639",0.55859375
"X18708",0.54296875
"X18710",0.58984375
"X18720",0.52734375
"X18741",0.5390625
"X18747",0.6171875
"X18751",0.625
"X18758",0.50390625
"X18940",0.56640625
"X18950",0.765625
"X18964",0.58984375
"X18967",0.625
"X18974",0.50390625
"X19081",0.70703125
"X19094",0.7578125
"X19103",0.52734375
"X19104",0.66015625
"X19147",0.75
"X19158",0.58203125
"X19170",0.6875
"X19175",0.546875
"X19204",0.5546875
"X19245",0.515625
"X19251",0.71875
"X19284",0.5078125
"X19322",0.59375
"X19358",0.73828125
"X19378",0.59375
"X19382",0.62890625
"X19416",0.55859375
"X19429",0.59765625
"X19433",0.81640625
"X19440",0.65625
"X19452",0.671875
"X19465",0.5625
"X19512",0.70703125
"X19531",0.6015625
"X19549",0.515625
"X19550",0.5078125
"X19555",0.58203125
"X19558",0.5078125
"X19564",0.546875
"X19699",0.59765625
"X19834",0.72265625
"X19875",0.51171875
"X19891",0.5390625
"X19905",0.609375
"X19950",0.5
"X19953",0.71484375
"X19970",0.69921875
"X20001",0.66796875
"X20017",0.5390625
"X20040",0.55078125
"X20067",0.6953125
"X20178",0.53515625
"X20225",0.5390625
"X20231",0.59765625
"X20244",0.65625
"X20277",0.63671875
"X20281",0.59375
"X20289",0.55078125
"X20308",0.5390625
"X20313",0.54296875
"X20356",0.625
"X20372",0.50390625
"X20400",0.59375
"X20426",0.57421875
"X20437",0.61328125
"X20444",0.51171875
"X20445",0.57421875
"X20464",0.5
"X20501",0.546875
"X20515",0.5546875
"X20560",0.53125
"X20637",0.59765625
"X20684",0.54296875
"X20699",0.6640625
"X20728",0.66015625
"X20730",0.65625
"X20747",0.51171875
"X20784",0.81640625
"X20827",0.546875
"X20839",0.52734375
"X20863",0.53125
"X20867",0.62890625
"X20886",0.52734375
"X20900",0.6640625
"X20967",0.63671875
"X21014",0.62109375
"X21020",0.6796875
"X21064",0.625
"X21078",0.57421875
"X21080",0.625
"X21096",0.640625
"X21099",0.59765625
"X21111",0.56640625
"X21167",0.68359375
"X21205",0.53125
"X21225",0.53515625
"X21258",0.546875
"X21282",0.6796875
"X21304",0.66015625
"X21331",0.53515625
"X21347",0.69921875
"X21362",0.5546875
"X21395",0.60546875
"X21435",0.6171875
"X21438",0.52734375
"X21488",0.73828125
"X21518",0.53125
"X21519",0.5625
"X21527",0.546875
"X21529",0.54296875
"X21532",0.65234375
"X21543",0.5078125
"X21547",0.6640625
"X21557",0.61328125
"X21562",0.63671875
"X21634",0.61328125
"X21640",0.58203125
"X21682",0.52734375
"X21685",0.56640625
"X21697",0.66796875
"X21722",0.53125
"X21731",0.5078125
"X21735",0.55859375
"X21772",0.546875
"X21778",0.62890625
"X21785",0.75390625
"X21816",0.65234375
"X21832",0.65234375
"X21861",0.67578125
"X21873",0.73046875
"X21878",0.640625
"X21879",0.50390625
"X21900",0.55078125
"X21905",0.56640625
"X21914",0.58984375
"X21919",0.515625
"X21921",0.5703125
"X21955",0.578125
"X21964",0.703125
"X21986",0.796875
"X22021",0.55078125
"X22044",0.71484375
"X22086",0.625
"X22105",0.5703125
"X22136",0.5390625
"X22138",0.6328125
"X22161",0.51171875
"X22218",0.59375
"X22242",0.5078125
"X22266",0.51953125
"X22278",0.53515625
"X22279",0.515625
"X22293",0.51171875
"X22298",0.51953125
"X22323",0.5703125
"X22339",0.66015625
"X22358",0.56640625
"X22361",0.546875
"X22394",0.703125
"X22402",0.69140625
"X22404",0.53515625
"X22427",0.56640625
"X22431",0.72265625
"X22445",0.5078125
"X22460",0.52734375
"X22462",0.53515625
"X22466",0.69140625
"X22483",0.5390625
"X22486",0.546875
"X22489",0.55078125
"X22491",0.5234375
"X22508",0.60546875
"X22528",0.546875
"X22530",0.51171875
"X22532",0.5390625
"X22583",0.57421875
"X22628",0.6015625
"X22632",0.69921875
"X22635",0.625
"X22687",0.56640625
"X22689",0.5703125
"X22693",0.765625
"X22772",0.54296875
"X22790",0.54296875
"X22822",0.57421875
"X22825",0.70703125
"X22836",0.6953125
"X22843",0.51171875
"X22844",0.50390625
"X22868",0.5546875
"X22889",0.6640625
"X22942",0.73828125
"X22958",0.58984375
"X22969",0.66015625
"X22997",0.5078125
"X23005",0.53125
"X23035",0.62890625
"X23060",0.50390625
"X23062",0.53515625
"X23070",0.68359375
"X23091",0.7265625
"X23096",0.59765625
"X23102",0.6953125
"X23167",0.80859375
"X23190",0.52734375
"X23207",0.65234375
"X23220",0.67578125
"X23232",0.5859375
"X23233",0.51171875
"X23267",0.546875
"X23287",0.56640625
"X23330",0.59375
"X23355",0.50390625
"X23403",0.6953125
"X23421",0.61328125
"X23452",0.6796875
"X23494",0.58984375
"X23511",0.671875
"X23584",0.65625
"X23631",0.71484375
"X23645",0.62109375
"X23658",0.70703125
"X23662",0.640625
"X23697",0.546875
"X23715",0.51953125
"X23729",0.51171875
"X23731",0.515625
"X23748",0.70703125
"X23791",0.52734375
"X23832",0.515625
"X23866",0.58984375
"X23875",0.5625
"X23877",0.6171875
"X23883",0.5625
"X23906",0.828125
"X23914",0.625
"X23922",0.6015625
"X23943",0.61328125
"X23979",0.640625
"X23984",0.68359375
"X23991",0.68359375
"X24006",0.70703125
"X24024",0.5078125
"X24046",0.65234375
"X24060",0.5546875
"X24064",0.61328125
"X24079",0.515625
"X24100",0.578125
"X24150",0.71484375
"X24171",0.51171875
"X24217",0.5234375
"X24236",0.59765625
"X24251",0.60546875
"X24266",0.63671875
"X24291",0.65625
"X24304",0.6171875
"X24307",0.69140625
"X24334",0.66015625
"X24342",0.60546875
"X24355",0.70703125
"X24357",0.51171875
"X24372",0.6171875
"X24388",0.625
"X24434",0.734375
"X24471",0.69921875
"X24485",0.70703125
"X24493",0.671875
"X24519",0.515625
"X24529",0.67578125
"X24549",0.52734375
"X24584",0.703125
"X24603",0.77734375
"X24615",0.5234375
"X24642",0.51953125
"X24684",0.62109375
"X24706",0.68359375
"X24729",0.5234375
"X24768",0.765625
"X24777",0.5234375
"X24779",0.54296875
"X24794",0.70703125
"X24802",0.58984375
"X24864",0.68359375
"X24893",0.51171875
"X24929",0.7109375
"X24937",0.6953125
"X24982",0.51953125
"X25055",0.69140625
"X25071",0.515625
"X25084",0.50390625
"X25104",0.50390625
"X25185",0.7421875
"X25198",0.56640625
"X25203",0.76953125
"X25207",0.6953125
"X25214",0.6640625
"X25245",0.5625
"X25260",0.55078125
"X25262",0.70703125
"X25272",0.52734375
"X25285",0.51171875
"X25299",0.60546875
"X25301",0.5703125
"X25354",0.52734375
"X25362",0.7265625
"X25365",0.5078125
"X25429",0.6171875
"X25441",0.65625
"X25453",0.56640625
"X25458",0.59375
"X25488",0.609375
"X25491",0.64453125
"X25506",0.7109375
"X25514",0.66015625
"X25543",0.60546875
"X25561",0.69921875
"X25578",0.6953125
"X25585",0.75390625
"X25593",0.6484375
"X25594",0.51171875
"X25596",0.51171875
"X25634",0.5
"X25658",0.78515625
"X25661",0.625
"X25676",0.625
"X25718",0.6015625
"X25720",0.5859375
"X25724",0.59765625
"X25755",0.7109375
"X25768",0.55859375
"X25773",0.796875
"X25804",0.64453125
"X25811",0.65234375
"X25820",0.51171875
"X25827",0.56640625
"X25836",0.54296875
"X25845",0.6484375
"X25860",0.57421875
"X25864",0.5703125
"X25895",0.6328125
"X25917",0.72265625
"X25919",0.62890625
"X25947",0.5625
"X25968",0.6015625
"X25973",0.71484375
"X25985",0.71875
"X26006",0.6796875
"X26057",0.515625
"X26093",0.74609375
"X26113",0.56640625
"X26121",0.80859375
"X26153",0.67578125
"X26218",0.54296875
"X26230",0.55078125
"X26263",0.515625
"X26362",0.55078125
"X26373",0.5859375
"X26374",0.625
"X26406",0.6796875
"X26416",0.6640625
"X26437",0.61328125
"X26442",0.51953125
"X26471",0.5703125
"X26513",0.58984375
"X26569",0.5
"X26596",0.55078125
"X26689",0.59375
"X26732",0.734375
"X26777",0.54296875
"X26792",0.53125
"X26838",0.57421875
"X26840",0.7109375
"X26886",0.65625
"X27021",0.50390625
"X27027",0.6875
"X27029",0.546875
"X27072",0.7265625
"X27156",0.63671875
"X27183",0.51171875
"X27198",0.51953125
"X27226",0.703125
"X27238",0.5703125
"X27247",0.703125
"X27290",0.63671875
"X27307",0.703125
"X27333",0.52734375
"X27386",0.53125
"X27387",0.61328125
"X27391",0.546875
"X27394",0.5
"X27430",0.72265625
"X27437",0.6328125
"X27492",0.5859375
"X27594",0.65625
"X27637",0.51171875
"X27674",0.62890625
"X27715",0.515625
"X27717",0.69921875
"X27726",0.53125
"X27738",0.66796875
"X27768",0.50390625
"X27843",0.6640625
"X27855",0.546875
"X27883",0.53125
"X27898",0.5390625
"X27977",0.52734375
"X27985",0.57421875
"X28012",0.65234375
"X28026",0.53515625
"X28060",0.60546875
"X28087",0.59765625
"X28108",0.51171875
"X28110",0.5390625
