"","AUC"
"X2212",0.677083333333333
"X2222",0.774305555555556
"X2226",0.857638888888889
"X2232",0.590277777777778
"X2238",0.729166666666667
"X2252",0.732638888888889
"X2253",0.524305555555556
"X2258",0.881944444444444
"X2259",0.545138888888889
"X2280",0.795138888888889
"X2289",0.927083333333333
"X2291",0.864583333333333
"X2298",0.548611111111111
"X2299",0.579861111111111
"X2309",0.652777777777778
"X2312",0.652777777777778
"X2313",0.506944444444444
"X2316",0.545138888888889
"X2317",0.690972222222222
"X2318",0.899305555555556
"X2322",0.621527777777778
"X2339",0.621527777777778
"X2370",0.621527777777778
"X2378",0.513888888888889
"X2379",0.631944444444444
"X2392",0.690972222222222
"X2393",0.857638888888889
"X2395",0.857638888888889
"X2399",0.888888888888889
"X2418",1
"X2419",0.704861111111111
"X2453",1
"X2460",0.663194444444444
"X2462",0.680555555555556
"X2467",0.572916666666667
"X2469",0.666666666666667
"X2471",0.71875
"X2472",0.5
"X2487",0.607638888888889
"X2497",0.576388888888889
"X2502",0.517361111111111
"X2504",1
"X2511",0.527777777777778
"X2515",0.552083333333333
"X2534",0.670138888888889
"X2540",0.90625
"X2548",0.5
"X2555",0.572916666666667
"X2558",0.534722222222222
"X2562",0.527777777777778
"X2584",0.777777777777778
"X2586",0.652777777777778
"X2587",0.635416666666667
"X2589",0.513888888888889
"X2607",0.635416666666667
"X2612",0.673611111111111
"X2616",0.788194444444444
"X2621",0.739583333333333
"X2625",0.590277777777778
"X2656",0.604166666666667
"X2661",1
"X2675",0.760416666666667
"X2696",0.954861111111111
"X2699",0.704861111111111
"X2700",0.503472222222222
"X2701",0.763888888888889
"X2705",0.746527777777778
"X2716",0.503472222222222
"X2717",0.517361111111111
"X2740",0.8125
"X2746",0.576388888888889
"X2747",0.506944444444444
"X2754",0.868055555555556
"X2767",0.899305555555556
"X2768",0.517361111111111
"X2774",0.586805555555556
"X2775",0.6875
"X2804",0.559027777777778
"X2810",0.552083333333333
"X2829",0.635416666666667
"X2833",0.767361111111111
"X2836",0.559027777777778
"X2864",0.583333333333333
"X2872",1
"X2876",0.635416666666667
"X2878",0.524305555555556
"X2880",0.559027777777778
"X2881",0.559027777777778
"X2890",0.715277777777778
"X2906",0.75
"X2923",0.604166666666667
"X2931",0.753472222222222
"X2940",0.895833333333333
"X2949",0.600694444444444
"X2950",0.777777777777778
"X2962",0.524305555555556
"X2979",0.850694444444444
"X2980",0.881944444444444
"X2981",0.798611111111111
"X2986",0.541666666666667
"X3005",0.527777777777778
"X3035",0.513888888888889
"X3064",0.548611111111111
"X3066",0.729166666666667
"X3068",1
"X3069",0.961805555555556
"X3079",0.84375
"X3080",0.913194444444444
"X3106",0.586805555555556
"X3114",0.517361111111111
