"name","QC01","QC10","QC02","QC03","QC04","QC05","QC06","QC07","QC08","QC09","A01","A02","A03","A04","A05","A06","A07","A08","A09","A10","A13","A14","A15","A16","A17","A18","B01","B02","B03","B04","B05","B06","B07","B08","B09","B10","B13","B14","B15","B16","B17","B18","C01","C02","C03","C04","C05","C06","C07","C08","C09","C10","C11","C12","C13","C14","C15","C16","C17","C18","D01","D02","D03","D04","D05","D06","D07","D08","D09","D10","D11","D12","D13","D14","D15","D16","D17","D18"
95,77145.541,79666.71337,81944.18467,79506.79579,78044.93384,80111.68667,106781.814,74434.296,82086.911,73486.12667,66804.08753,68507.96,74837.87953,89262.37895,95433.81353,99393.9768,70703.53461,82698.74363,54869.77333,59504.19194,84905.45567,53306.58387,39762.97137,52191.62747,78509.085,95049.10168,59590.55822,98291.28,47988.96,68260.626,56656.23056,81912.103,65401.40213,72521.67228,73861.82056,40413.17932,64639.01664,46216.73795,21814.10583,57776.24189,59519.55464,82279.94779,60640.99896,76890.4585,47106.78739,67771.91372,74886.11026,69739.29311,60463.20217,58096.49116,59120.80184,50940.91239,68703.09222,56983.69512,55951.16356,37497.88958,26894.32961,38933.7935,101232.5161,71863.057,87709.45856,69976.72076,81184.33244,90342.721,80783.12652,118843.1872,92246.60511,92610.85547,127602.7473,89291.358,94879.279,62214.90633,119001.6756,46486.07572,61277.964,62803.937,89099.1255,102243.3727
105,154879.7309,149690.4118,178776.3875,184464.9768,182746.9164,135804.8011,146753.0412,171985.3135,203173.9955,195868.4648,102824.0829,122888.5624,98693.04667,140980.8336,132594.7045,122662.3496,117464.9795,73419.12082,133412.1675,138497.4596,164406.8133,101224.8716,144596.6604,168560.3071,130126.4806,178225.4894,124677.7946,130834.4241,113354.1522,90290.464,201313.4779,95255.75,94162.223,88591.83338,152994.8349,130853.6801,154442.7256,104018.5641,147268.374,113094,134435.0706,238238.5315,168111.7914,114781.7807,81600.2205,137611.169,199554.3601,142179.012,110241.4378,93223.32741,139263.3051,176384.8683,101536.521,134389.1551,142159.6896,114567.2911,151688.3963,139778.8282,594200.6405,245527.7498,119147.1995,130474.3032,148515.6685,90603.88659,99424.66286,115741.6388,140468.4494,78605.35059,160889.4224,152240.742,131405.3891,108285.6369,145388.9664,150686.4795,176948.817,163941.3768,201500.3491,159388.2025
106,50813.92647,42690.67863,46910.26218,50189.6661,47880.35479,50858.86909,50506.71619,43183.18032,46350.8999,46911.01778,48786.72941,35452.56,26103.33,29919.47294,24431.31456,31771.64,70336.67875,15670.8121,18342.08905,49765.10032,44948.75735,37950.82195,41971.83165,35590.12625,99330.5222,51426.42041,65235.94412,54816.81882,18365.90245,18414.89075,25049.5011,18774.23333,53270.20324,25237.14133,28739.82045,37796.6979,46534.03156,32174.17576,24400.48295,42883.11176,75293.19542,45228.24839,71266.47721,59948.88405,17136.19337,7246.498235,59552.31071,19191.44737,131017.398,31497.8895,19972.9706,52564.9306,61159.37138,28480.297,63763.02058,53841.43929,65993.34736,39442.15157,81893.439,78573.39459,65883.99024,29400.43681,25473.89967,22148.984,22243.872,35159.00625,59859.16658,29365.556,34032.28667,39616.26568,49818.58555,14459.016,54875.68625,35392.107,42921.857,45506.3634,74530.08806,27848.28383
140,135168.6836,136843.6299,133577.444,121790.0111,116175.9451,131641.8358,153385.05,125665.7916,137159.2502,144685.8953,193742.5369,150526.3217,163390.7544,138884.1708,70934.90473,163662.8589,162175.3531,122688.3023,142860.2147,209054.82,103036.257,105710.5688,168701.0994,92390.76,200362.1992,184153.5358,194235.944,174559.0022,132342.7284,94983.7725,77079.61244,126678.7988,84836.7454,71421.91257,156894.3086,149723.0611,73842.17428,68884.7962,141173.5353,91999.7802,129547.9575,183046.239,132876.0011,52116.28063,94546.58547,44072.52157,36239.56386,74730.8962,35818.24629,64032.309,87692.97905,130437.9747,40023.34,26903.52,22982.65962,30511.91081,111480.1061,22539.39282,139068.4113,162945.4569,198993.2212,124196.4603,190165.7965,121873.5595,73065.8832,163725.8357,114528.7771,170667.2406,114402.7593,155890.5963,98769.13567,106912.5689,69019.4575,119252.7701,185677.6807,50086.64783,206230.1214,142717.7181
174,352399.1221,300951.921,342292.7857,319997.5458,343190.0878,351398.6111,306653.5806,333221.4923,343693.658,316937.0385,299237.2833,345967.6449,309912.2497,346029.6679,418339.1877,485521.4279,334203.6316,287624.9072,162512.4463,357486.9227,205127.52,270074.2927,231625.9513,333864.1,431213.6555,336376.3911,474575.8039,474542.9867,265724.1756,318701.7155,224929.5622,318101.6332,193578.6604,243215.9578,319247.0138,166864.0417,242303.8193,110957.028,172502.295,323359.5017,244314.2529,440724.2916,315022.3542,248990.216,180203.0756,485007.417,268107.134,285090.3079,142801.0981,211886.5022,228933.1489,145697.6789,234202.8752,222074.2216,174822.4407,83641.99645,207170.5393,187226.3727,572093.2564,195802.7678,380147.1795,317678.9117,210870.6457,388607.4594,231739.1452,315464.3533,357787.1294,226405.9268,280107.3278,218457.2969,264206.6396,170344.9801,171695.8304,198937.5764,187907.3118,206842.8914,360684.3984,259045.8532
176,1032841.399,1462843.987,1062026.085,1215600.779,1278819.758,1003560.131,1346421.443,1485832.013,1342279.472,1375111.485,1554261.12,1537609.457,1287985.354,1270229.813,728737.7994,940038.9426,1248765.5,1319204.282,1662104.917,2191930.832,1662926.924,1233228.733,1166399.138,1395821.617,1310593.977,1099881.752,1574501.036,2137863.722,1351435.078,1868740.001,2309671.147,1426035.439,730084.1945,1874506.541,1436937.443,1408411.229,2895784.872,1598361.943,2634151.392,2041678.839,1419433.458,1151360.56,1765921.532,2868468.532,2113379.87,2647718.856,1848031.094,1669668.141,1506485.166,2810296.527,2871584.104,2165686.236,1966693.081,2514264.057,2081742.029,3595282.835,3747213.775,4121417.226,2710195.091,1838609.034,1070269.125,1489658.688,1092015.203,793338.4186,1452185.77,1242000.966,937871.7899,1340394.833,875714.8611,1044433.606,1480476.271,1387862.037,1026980.393,1250519.305,1157516.615,788852.2544,1098709.723,882949.1365
196,621492.7333,700622.7303,663238.3842,688588.7445,714119.0489,709310.1901,726547.4043,756193.7565,772530.5475,713783.3577,757303.4211,670780.3954,662554.7997,673138.6821,588730.5457,639994.6947,721219.5396,618521.6213,658102.41,818532.78,595044.1575,872256.6669,479233.7081,689978.0528,693712.3945,841048.8497,798328.284,767477.3667,658835.6498,624141.2854,662936.865,635989.042,528396.2133,675798.8389,722369.544,695640.7563,619206.5326,654655.4183,462734.1853,873300.7907,545391.84,893103.584,843154.4023,737174.8315,656532.8425,683102.27,762989.8286,736715.3962,481978.8992,835355.9067,696642.9169,885773.178,688380.12,701086.5369,627506.9277,747084.3105,549936.1366,798841.2771,771325.632,887508.8408,947080.3141,630117,762988.8813,628954.2264,572371.4191,760149.1567,707551.599,713994.2016,816211.5972,653787.4376,803049.9199,709305.2225,706251.0234,772082.7489,662544.7215,720731.7828,679141.5643,671096.6369
199,60700.00127,56352.71513,54212.29625,60948.6746,58337.32113,58182.10069,59491.5336,57835.53967,53577.0375,54221.06627,91981.71218,73183.87765,54077.91716,88441.86617,58981.54625,51379.154,69832.49768,54920.50667,39400.32295,70326.65526,62135.0347,45799.07526,60667.3275,95178.78642,90617.5197,109313.5803,27106.83193,35652.645,26559.00569,36755.77067,37685.00267,28725.816,36607.96125,33950.23947,21064.4135,19784.16706,27181.84333,33983.42573,7785.875,79950.20329,34075.72067,34097.54795,27476.74572,20296.4728,20541.59568,20012.3593,26605.51056,18816.44375,21050.58217,19953.90131,2465.631143,7096.83,19024.94432,3594.488333,7806.063158,14076.96745,16828.3375,14816.00075,22466.61153,22171.56413,59548.98026,56754.99,80051.11579,70654.71692,90686.4157,75685.25779,93646.328,63648.36658,73921.86032,58986.78022,68319.15395,48776.29516,93840.1601,85486.86106,133270.2098,72466.92379,60460.40921,79013.163
212,81290.88243,69839.36563,65157.47307,82785.17836,84404.01074,77944.35716,79405.56686,77963.77421,80607.22468,77892.57092,69432.68713,58090.39018,68623.44288,51659.90456,47664.19964,59223.9452,81010.54549,51366.53445,33462.17635,45226.03248,45023.49977,51975.62553,46167.95321,31546.15742,36787.56729,66407.78241,73598.01464,47012.77113,50151.69939,64067.63171,46293.23331,61136.48808,62613.33321,69494.31668,33012.44609,35283.49967,57772.1217,51723.3574,43646.80775,56906.16761,51317.489,87339.04747,111838.6965,60822.49752,59756.75893,83142.07748,52639.90956,47834.11846,63191.22473,50397.62141,68808.819,46429.84027,82947.1106,56097.93064,66800.37268,61840.49037,44573.33414,44996.20755,161014.6901,85904.27661,77069.89519,68021.38049,70286.79964,78828.66756,40762.92272,63963.508,78073.11657,66562.91533,64949.53475,43461.31916,78598.55733,50337.79781,75800.38175,74975.84787,71075.41947,48016.81251,60301.48335,64030.43305
241,911444.4842,875452.56,970299.3491,970341.3375,924582.8704,855555.5402,1027729.963,943705.4611,928563.5044,907775.454,713700.3845,716074.0852,690704.0874,769826.4212,652201.3694,735736.3849,745781.92,700041.5624,605948.4133,668837.8793,674402.8218,724168.6853,644712.061,786146.494,757906.061,755924.3227,859600.9059,927951.1533,674937.9389,868988.6434,797587.7873,929535.9219,712846.6576,814205.1794,920781.7953,605934.721,923397.287,765458.4943,694103.4634,774487.0166,803480.0426,886255.5222,817580.49,812377.0406,718161.4933,921839.7998,810600.312,768398.794,954289.5353,760547.8,820202.5889,721085.88,866606.6256,700373.4758,763020.5964,695975.4016,709522.3337,844267.5383,965624.2489,975017.1313,814699.9,684874.0824,720168.1651,758156.9667,663524.0796,715357.8118,728047.9452,811105.8957,759389.1135,699566.878,756220.2783,641052.0955,781292.2376,641915.5173,943473.6016,622077.2211,770869.9048,729357.392
264,606663.334,699367.248,486491.401,517834.472,716791.3623,567052.2964,570678.1727,606901.5335,620861.3691,576260.7451,266595.9654,353384.5051,186741.0717,473011.0526,278139.4856,269442.9388,335497.9946,276954.9852,185648.22,313498.9056,389920.8754,204588.6842,332468.4789,491930.2214,398922.5198,490841.586,572456.0688,2682071.247,166142.1186,664116.3139,313646.3675,401342.4703,285263.1477,835520.1906,432654.3028,237503.8202,357799.9723,448049.916,188913.8323,502111.125,488586.6774,798084.3111,788342.9239,767693.7718,344009.4755,861897.9162,584559.9235,449512.2334,595117.3671,394097.6378,704180.6008,366482.1038,621210.045,432740.6806,479614.4374,439130.2717,337127.4467,715408.8773,1291332.143,680627.1222,351200.9599,342267.8071,193170.4662,476929.3657,338010.8322,247330.9228,262014.8385,297981.5407,366839.3314,265564.99,130913.9602,170873.2492,520595.934,156499.0398,352914.4224,316392.6251,321243.5171,344501.7459
265,97009.7532,85062.576,102250.7801,99037.96062,94004.85172,92781.68265,98202.75969,101212.2291,94240.464,88035.54127,76275.71418,85481.20219,71943.384,81851.85588,103890.0386,66133.7475,88957.70329,72263.82103,46693.05819,60586.99565,63192.03779,61438.31996,52167.07097,77113.06396,64568.18573,66427.0332,89137.97632,131099.8629,59362.52873,75917.87227,64209.4576,64877.63267,82649.25265,78561.6865,84600.95965,39901.65827,71261.3916,65762.81183,40952.53636,86850.01527,85172.25405,95449.49823,155363.9874,79873.57839,83469.15575,122485.3618,82247.86833,69635.3327,86093.19704,74968.93065,81147.54408,59482.37564,77446.85439,81347.17729,82978.21086,89908.14806,53950.87566,72561.7176,223450.4955,121342.3313,121613.915,70143.19142,75860.54775,94178.08629,61353.90128,62309.41704,78476.07744,72825.01567,73492.17143,81548.18042,65490.06663,50977.17611,84849.03682,93294.76134,78981.40307,65738.55076,82002.00413,70007.36825
267,39715.97117,36030.05442,40593.33046,38339.92,40622.52932,38897.72067,39200.14611,41359.89542,37433.80341,38532.35274,34208.45885,23423.24923,36061.12611,63514.74443,25499.06271,34208.39567,30589.5975,23464.76589,26842.34407,30277.66295,27383.15889,15536.24842,17524.0935,19766.67979,41970.8625,56571.86154,38612.18589,49185.96437,21060.84404,49062.81333,19601.33987,37237.0125,27615.85867,29496.96154,32806.311,19257.50363,21469.49617,19006.29,10940.42989,22844.85172,39720.66086,62602.83158,33060.87185,27998.28405,18811.74942,44149.848,26102.66483,35842.23641,32144.14098,17158.10279,27244.99478,23361.90117,39311.76764,23301.02674,15710.27684,15406.08379,11424.57823,14163.4449,50407.4959,47402.8926,65661.93333,18544.56721,39100.38043,57175.9875,22175.8485,47742.24289,53595.01,29949.43411,71986.57846,37947.73033,45197.07542,39430.3619,45177,15257.77538,25596.63584,22843.66929,60444.69,61662.92891
279,28460.507,26527.67153,24327.71172,26646.01728,26367.58211,24943.64278,27266.54082,27023.25356,28352.7375,34779.0688,20833.13541,21766.4226,27731.79667,20046.23194,26456.25,34318.42838,24276.43853,21313.97224,19614.46729,33067.24219,26915.63322,33985.9422,24440.305,25238.71747,32649.967,40196.38991,23473.75676,33302.18229,22744.83825,21683.82277,16450.17694,19049.80606,19825.15517,24325.85978,29561.37559,19696.08494,24678.149,27791.26535,17540.665,26234.98112,24436.7175,31078.85895,25929.63573,14879.66365,18302.72459,22564.802,24391.25557,26520.3867,18513.23413,15607.18371,26104.58994,29251.55113,38396.33648,24268.87206,21960.36565,21706.314,28582.86713,17858.19763,43654.628,28565.8149,24921.094,16008.40041,23509.63506,20976.18706,19575.72853,25067.63182,18984.65265,17985.68847,41777.50943,26001.42333,38154.16683,25365.31142,28530.96235,25332.4055,27035.883,28111.74,35327.5265,27562.07485
285,11553.0551,9788.965136,12367.661,11893.6609,12469.37,11021.09961,10744.82559,11024.04986,11293.7541,10153.43526,5988.828516,4794.70779,4240.591397,5809.749273,4735.048824,6075.311783,5540.567813,4082.685243,5254.744023,6173.760635,5233.702448,4403.715002,3597.602211,4698.975408,5737.974023,30576.96406,7374.046364,11059.20897,3871.409766,6909.137276,6572.586409,6255.949376,5910.757619,7400.022236,7866.567522,4624.150696,5295.080088,8658.173364,3062.15319,6445.401955,7968.207254,58852.94737,9684.771057,5100.45,6082.183957,8826.527348,7248.446384,7078.536433,8063.358154,5703.757429,9051.378515,7952.602329,30635.4382,8444.593304,6875.4258,5813.393922,6314.955359,6147.923762,26819.07222,35463.93175,7246.907087,3822.845842,431.3118,6510.257115,3934.939344,5554.57119,5862.406206,5117.548535,10445.23367,6871.319,14915.71807,5157.777748,7036.678252,4053.430363,5280.476227,4569.401073,7278.005929,34387.98667
286,12929.73014,13026.00571,23932.27518,8517.008235,21176.37028,17452.08837,18336.51638,19618.8547,19930.11386,19474.59795,18813.87232,17915.95926,22861.30487,19084.02235,15676.09433,13618.62056,7840.8758,10835.35182,12514.28865,15763.15688,16634.66303,19284.98562,10492.83545,18231.73908,8677.8735,11039.0581,12222.82024,14808.76414,25870.91349,10287.17129,13799.78368,11280.60107,18588.54913,10404.95625,15303.36,5819.7528,16126.31962,21696.13692,13725.22479,16751.04143,16271.5216,17606.66187,18024.23004,14735.9968,12795.2601,18187.83616,13758.46978,7486.112632,15287.54714,16473.034,18309.75771,6546.946,28520.40463,28625.74329,14678.57475,22072.11626,13387.82789,15703.29527,26271.78,16037.55246,16001.33566,14027.09544,19829.22986,13038.17822,17974.27932,10332.79533,11591.58318,15149.32377,10772.89467,12905.60756,16954.075,11012.4147,14337.97,16080.53582,12979.35309,10549.2149,16319.20234,28750.8071
289,730996.6632,608123.2573,734633.9084,708574.7099,679779.7958,723685.8099,721509.6348,637814.3834,613340.9404,599307.3366,68907.58394,161275.1334,160743.4795,403316.6107,261045.8233,76648.383,222529.2229,411365.0477,60847.11953,1098363.626,317509.6137,161514.5496,43118.232,103298.0246,88573.4085,296828.6662,503663.0727,7441207.329,45251.33547,268940.895,70058.47757,217361.0695,217841.542,3285429.057,159654.391,44427.58125,218497.7541,900167.6967,164340.548,183189.2302,356975.7964,508839.951,293572.4025,152710.8831,146699.0065,371268.2701,140005.7076,190824.3116,1486598.399,192213.9213,771895.3497,88631.72891,295809.0574,275400.7144,173140.188,83707.87278,80151.30352,262852.851,1675331.085,365864.2636,120856.4565,64895.84161,122663.8045,119325.7737,106909.2537,91787.2155,170518.6763,110477.3114,301916.7955,81163.26553,214182.6714,167296.5444,314638.2175,83596.073,294907.2528,292461.0524,321121.9494,269775.1304
324,101108.0753,97737.56064,104980.4933,113477.8537,104259.0549,98687.56963,101648.8797,104375.3786,104177.0528,99303.71189,65441.01567,82792.68537,317143.9305,227850.0362,202165.7206,131156.3112,113620.2686,212236.6853,54257.12021,46339.58111,199067.9513,195416.0925,52998.48633,158695.0982,74231.85689,68881.9136,86643.55918,70949.62276,40434.41368,190715.4499,81640.67411,59963.66818,45267.48931,110785.985,43001.81717,30985.02594,117437.2115,115772.7137,29380.399,108762.0414,81860.30205,73580.39426,54900.84695,50627.80748,22976.08487,59791.86682,48425.38206,49368.40665,29317.03907,31060.89751,36336.45587,30466.51965,116812.7061,48548.08624,50422.08381,70167.29329,30744.86861,44958.84615,43121.34285,69991.68669,95671.91571,95174.51558,81259.65263,284792.662,111104.4763,114805.0509,110201.965,55319.41122,67950.53,58357.71515,279914.8127,166828.8019,252893.5959,537730.3825,72706.62,116682.6562,92103.697,57515.54697
329,34895.10294,36350.46643,39620.67413,39163.92,38299.58118,31131.867,36528.27062,31554.23136,33263.80706,33187.71069,21509.28136,30295.8005,25783.92862,19547.5215,23590.50333,25329.89112,34192.80379,13681.75909,20585.54911,61226.38041,39445.03693,18892.81,21001.17659,27046.08563,24507.03,23846.562,37496.06329,49566.32433,28221.65293,29534.358,22539.24464,34116.91063,31782.13192,22843.76867,27955.76805,59752.58983,35259.67725,21378.17156,21479.2619,31095.9405,19745.146,30614.60364,32837.64114,40352.60714,30156.4302,37283.58094,27472.15055,30360.891,37454.0004,18969.10606,28555.51736,71620.60333,46389.16596,35715.46311,40443.611,29924.03431,27464.40432,37755.25944,30803.52317,37462.19624,24639.41111,32281.88456,27525.927,19631.85236,21612.38468,29155.788,33909.86719,15001.30218,30840.89243,54848.84716,28489.89,26954.9,38944.96669,17618.52667,27500.83993,29057.64267,25453.49286,19682.04286
330,1101938.314,1452047.423,1302166.568,1314147.715,1365962.127,1382397.095,1441494.054,1347514.867,1378886.288,1478561.728,510780.4593,5456843.36,2090057.431,2722459.902,4603044.418,2213161.237,944685.6174,2248773.176,511762.8116,872025.0187,882503.0213,326708.1216,1583429.604,606640.9119,1712480.011,853170.298,555096.7757,1806460.7,1622220.386,1632199.714,1964737.429,1783019.522,593307.2226,958241.5553,477914.1793,828640.3533,713602.4587,733700.2481,1031629.56,555447.0009,1431474.462,472615.1387,1071674.596,3953567.204,1645409.09,3254375.65,2919609.858,1642815.994,1059187.951,1579085.161,624094.6181,477065.7071,821376.2467,526467.5394,1046600.055,653512.6181,639174.2994,2981306.99,538289.312,557822.6398,908397.0052,5413033.929,1029880.976,2592225.763,3561844.578,3057112.744,912258.9156,698332.9375,813968.2188,1078118.563,1680482.72,476650.4421,696658.8726,499032.2966,3716649.993,859504.2168,2215985.937,730432.8068
344,2682676.052,2647498.005,2682701.419,2869768.255,2785180.419,2915786.851,2795348.716,2752403.39,2672340.456,2670725.282,1745586.852,2117330.613,1701663.525,1588423.33,1670779.176,1314208.394,2076350.47,2409835.725,1091042.892,1578393.038,1248357.056,2083102.049,1456378.518,832548.476,1505602.685,1877787.057,2881899.639,3613763.13,1774684.267,2471760.501,2416422.814,2842308.024,1559535.214,3276796.292,1800345.973,1266343.379,1804366.856,1887738.522,872167.9372,2265358.379,1817349.718,2905612.738,2421205.807,3154976.143,1914756.793,2945566.976,2673138.776,1871063.581,1966885.495,1900329.632,1259486.37,1907667.697,2631395.181,2128163.129,2074859.6,2393804.135,1547457.788,1238451.311,2787828.155,3717745.059,2354790.053,2359125.509,2236734.581,2678705.117,2000880.725,1652941.148,2125776.828,1555781.759,2285770.192,1842548.048,1944261.733,1393415.226,1609986.614,1359790.913,1574779.958,1076597.954,1459182.159,1405441.519
365,113073.3977,109000.0877,114504.7354,120970.5934,102634.0319,130281.3261,140570.7808,124343.5238,117720.2417,109813.907,113707.3128,110454.2505,166207.5672,126486.1773,115183.6568,112071.006,132952.0303,127909.0676,75470.63243,116625.2745,149216.928,141774.2512,110066.4404,79699.33145,148000.1746,122165.9673,84644.04509,43998.63783,121461.3791,108674.9854,128798.0675,118572.8763,121876.3459,119924.7745,114794.3452,103537.1014,105160.7495,120880.5203,139079.3765,143655.9623,117003.1307,77432.19652,82199.50891,88456.725,112871.0435,83788.65471,97608.896,94786.4233,125543.1795,107576.8036,125835.633,141729.7974,112356.0045,110708.4331,98387.24213,128570.5607,117758.7849,104497.8445,98173.194,101232.9761,71219.613,119935.489,129270.4697,128120.554,62846.08013,78829.67414,146054.5841,133732.7016,71115.23841,123772.7328,149813.5015,120254.3138,101577.7954,122512.5162,161568.1651,69133.77355,104500.1215,153038.1875
417,31480.56083,43099.79005,32643.3875,38870.10368,36696.6665,33995.44633,35924.84211,38168.10947,35083.31539,35934.21083,27592.04633,26582.4,26775.62436,26637.615,25104.08432,33864.21478,28308.74437,22090.57484,21931.96247,32321.92339,29983.41179,26741.98284,27582.20526,25812.66072,30103.14667,44578.00733,33771.34328,36235.58444,25628.94,27936.249,28278.91256,36744.62842,24809.94094,23741.01667,28885.96667,29352.34326,40932.58833,27027.43333,22582.00339,30106.06833,33366.73,57619.79811,32894.19083,24880.77174,20908.44833,30067.007,27181.15867,25554.88678,26005.37706,23533.81095,27125.07156,40139.11433,44300.93921,24468.76011,32088.47526,28875.93189,28470.68933,24151.50111,48705.09239,64400.11484,49285.5536,25708.7075,24043.10044,27218.845,20244.56476,29559.558,31357.52479,22077.7,33889.06889,30585.53143,38639.43633,23269.84906,31394.45747,25739.8732,36540.69592,31098.05405,36747.23684,39249.76536
436,413248.1583,371276.7929,437027.4165,427756.8857,422167.723,404642.712,422413.322,410094.5129,419462.9965,372084.433,331964.846,373177.558,418026.9423,389094.7929,353109.0152,420920.1307,385603.7144,325140.2487,229448.8441,202649.793,300018.4746,315735.4145,343209.9514,278663.0496,346328.1855,394634.5425,319285.2206,330612.923,401930.682,390230.2643,207646.1294,419217.9384,482326.9919,326482.1032,303176.2414,317194.0861,262767.7498,354145.6826,311902.3427,301369.954,283948.4766,417698.59,309357.786,245390.5886,285513.9244,326289.5959,306392.6063,288636.3351,347315.1097,238103.4131,266718.9957,319392.1274,406053.1291,291503.3164,270714.6514,213716.1481,236850.1021,198385.1655,295485.9516,365423.713,428499.5674,319206.0218,377391.6128,531882.8599,287171.0553,333664.0354,434724.441,327548.6581,421070.5752,356003.5824,381831.9832,308317.3755,351940.2157,333412.568,418991.9043,434126.7315,341146.2205,436680.3457
448,43811.78707,41065.08,45609.66333,45976.1995,43379.36856,47488.43,45506.29594,45708.90133,41243.49474,42405.56494,74715.21916,53225.71389,39415.99216,72502.49558,42668.23129,42898.37295,47179.08316,43181.98421,29245.67768,48369.30263,44652.10105,36345.42463,48247.81626,65524.01237,68521.116,90774.77432,22604.98286,29072.66667,18818.34835,25630.52077,29838.48267,22222.8006,31020.204,24799.27594,15564.032,15684.99571,24165.97333,26075.9822,7177.858824,59941.21538,24384.63125,29798.44331,65769.32321,68707.56711,44206.52525,59120.72408,47049.34862,42351.59024,54548.59633,45880.30533,51469.21089,8588.90625,54367.90258,54197.63899,56951.54466,46681.63924,42623.20181,43065.42244,60649.56584,759.2064,43089.82395,40748.90542,59450.05684,51365.42654,85183.7365,55396.78347,69505.82432,46393.18132,56469.31389,46914.80405,50746.13541,35332.87026,72326.70475,71293.98033,97542.08989,56173.17458,45490.20616,61756.64455
463,365705.36,365855.1555,393727.9307,400792.893,377172.4443,383662.3486,369836.6832,394087.1368,386291.1782,380069.4609,235017.1282,285460.6293,397848.383,843819.9324,761406.351,473072.383,432952.6865,801200.7558,198939.741,165565.8979,746705.144,735341.9615,181848.1738,615729.9966,280247.0277,184500.6112,312444.0895,249010.697,140429.1021,742640.6349,320937.8125,207164.841,170899.139,397644.1944,161421.8147,103588.4217,453513.0098,452584.6338,91449.85579,431123.8506,312184.2127,226080.3789,176561.2987,134618.4439,82337.0975,210794.1681,192964.9198,179995.7356,114523.5835,110732.9642,139634.7411,106165.2576,430148.0921,172857.4133,196765.0476,223336.5855,106984.5122,173588.2403,144844.763,195142.2159,321013.3526,352242.8016,278670.9682,1100957.338,413589.6162,434740.6295,421995.6359,199480.5196,254421.6145,221622.9484,1075957.994,630739.3759,991540.2018,732480.2396,225709.3488,453335.652,317922.4685,192651.2667
465,136250.477,140284.738,138184.6577,137855.5861,141125.6128,137746.2125,138042.7227,129843.9211,152333.4527,138074.6488,264772.3384,125872.0627,312535.8579,302206.8988,81087.82556,239142.875,253984.334,213872.0212,82231.64697,213432.1925,257968.4604,224280.861,82951.56683,11320.39967,131491.8868,257817.7867,189383.4839,100117.2822,125760.9905,222639.0966,49769.78837,184737.3129,86443.96776,174038.5933,80642.46617,73438.35923,116757.9178,153515.7473,49364.20645,67711.809,95575.93282,120268.4945,66240.22778,23673.49029,33283.806,36527.55912,17612.64944,24907.15059,28427.89326,32353.05092,34646.41569,29911.85592,89229.34196,26197.58412,41633.60717,35359.88793,13055.34482,28002.9703,44561.80729,69386.83339,426045.5552,86745.05412,224392.153,254592.8611,59616.42,228934.1376,224929.7374,201845.4596,154259.7862,165966.3995,168064.485,207838.2488,256859.8032,218692.0248,46912.11211,5897.597792,234798.6025,183053.8438
471,9170.809375,9662.294647,9801.198875,9886.896588,9512.589667,8795.982654,9076.392667,9120.380778,7704.024,9635.535056,7562.286923,6627.910235,4902.840923,6703.008818,8042.844923,10048.482,6718.086375,6811.09,7448.559284,5915.928375,7225.657333,15058.08547,6153.842385,5229.113824,14132.07244,8110.774467,9735.271273,8246.219062,6149.87475,8071.52,5436.158,10847.5718,7474.301667,7930.8315,5612.55,4845.478529,7454.219526,11444.89057,6230.073333,7294.727077,12903.31182,9990.549333,559.584,8823.779053,6142.621071,7561.663083,8046.201056,8415.576176,8749.566,6500.6535,6377.936167,5495.358263,7432.362778,7616,8064.968526,14602.302,6372.771429,6356.132438,17881.74157,9167.217923,8624.951947,5193.432,5618.929313,4649.223077,5875.236,8032.430412,6866.4485,7711.390778,6495.938167,5890.592842,12710.51362,10121.48952,8660.88,12993.22625,7597.142833,5954.427389,18056.12539,9084.5202
477,25002.33167,22900.63546,24743.19909,26202.83432,25127.52375,24491.00665,25348.22468,24326.92694,23019.24706,23521.69931,22643.47667,25462.61,16328.63035,22758.019,20604.96789,31073.96817,20650.46488,15289.5375,10407.12429,15798.78192,18655.89882,15031.71881,13797.97981,15923.34394,21557.90606,23057.67347,30497.61844,35007.50025,10849.50389,28855.32389,16676.02444,29513.82817,13915.55733,21263.60376,16273.84778,12524.96011,19890.65,16035.19994,9353.003333,17533.8,21434.98473,39339.38361,28728.1665,25085.87033,13798.11616,28385.04421,22537.93157,22160.39886,14364.55987,14557.686,12845.5845,13595.73,23279.856,14349.02521,17519.67117,16352.96714,11443.75,16924.89229,26585.7776,32472.83077,30660.80963,19879.94067,17966.98056,21412.13583,20290.35486,30286.62289,16709.69618,16407.349,21715.18836,15701.80182,20796.02373,12843.30024,24854.89112,14637.17328,18242.77482,17292.38113,30498.21603,20035.32877
